Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
5.22,0.78,1.335
5.24,0.78,1.35
5.26,0.795,1.305
5.28,0.795,1.275
5.3,0.81,1.215
5.32,0.81,1.14
5.34,0.81,1.065
5.36,0.825,0.99
5.38,0.84,0.915
5.4,0.84,0.825
5.42,0.84,0.735
5.44,0.84,0.675
5.46,0.855,0.645
5.48,0.855,1.125
5.5,0.87,0.54
5.52,0.87,0.465
5.54,0.885,0.42
5.56,0.885,0.39
5.58,0.885,0.36
5.6,0.885,0.33
5.62,0.9,0.315
5.64,0.9,0.3
5.66,0.9,0.285
5.68,0.915,0.255
5.7,0.915,0.24
5.72,0.93,0.24
5.74,0.93,0.21
5.76,0.945,0.21
5.78,0.945,0.21
5.8,0.945,0.195
5.82,0.945,0.195
5.84,0.96,0.18
5.86,0.96,0.18
5.88,0.975,0.195
5.9,0.975,0.195
5.92,0.975,0.195
5.94,0.99,0.21
5.96,0.99,0.21
5.98,0.99,0.24
6,1.005,0.255
6.02,1.005,0.27
6.04,1.005,0.285
6.06,1.02,0.3
6.08,1.02,0.33
6.1,1.035,0.345
6.12,1.05,0.375
6.14,1.05,0.405
6.16,1.05,0.435
6.18,1.05,0.465
6.2,1.065,0.495
6.22,1.065,0.54
6.24,1.065,0.57
6.26,1.08,0.615
6.28,1.08,0.675
6.3,1.08,0.705
6.32,1.095,0.75
6.34,1.095,0.81
6.36,1.11,0.855
6.38,1.11,0.915
6.4,1.11,0.975
6.42,1.125,1.02
6.44,1.14,1.08
6.46,1.14,1.155
6.48,1.14,1.215
6.5,1.14,1.29
6.52,1.155,1.365
6.54,1.155,1.425
6.56,1.155,1.485
6.58,1.17,1.56
6.6,1.17,1.65
6.62,1.185,1.725
6.64,1.185,1.815
6.66,1.185,1.905
6.68,1.2,1.98
6.7,1.2,2.055
6.72,1.215,2.145
6.74,1.215,2.235
6.76,1.215,2.325
6.78,1.23,2.4
6.8,1.23,2.475
6.82,1.23,2.55
6.84,1.245,2.61
6.86,1.245,2.67
6.88,1.26,2.685
6.9,1.26,2.7
6.92,1.275,2.7
6.94,1.275,2.655
6.96,1.275,2.595
6.98,1.275,2.505
7,1.29,2.4
7.02,1.305,2.265
7.04,1.305,2.115
7.06,1.305,1.965
7.08,1.305,1.8
7.1,1.32,1.635
7.12,1.32,1.485
7.14,1.335,1.35
7.16,1.335,1.23
7.18,1.335,1.11
7.2,1.35,1.02
7.22,1.35,0.93
7.24,1.365,0.84
7.26,1.365,0.78
7.28,1.365,0.705
7.3,1.38,0.645
7.32,1.395,0.585
7.34,1.395,0.54
7.36,1.395,0.495
7.38,1.395,0.45
7.4,1.41,0.42
7.42,1.41,0.39
7.44,1.425,0.375
7.46,1.425,0.345
7.48,1.425,0.33
7.5,1.425,0.315
7.52,1.44,0.3
7.54,1.44,0.3
7.56,1.455,0.3
7.58,1.455,0.3
7.6,1.455,0.3
7.62,1.47,0.3
7.64,1.47,0.33
7.66,1.47,0.345
7.68,1.485,0.3
7.7,1.485,0.39
7.72,1.485,0.42
7.74,1.5,0.435
7.76,1.5,0.465
7.78,1.515,0.495
7.8,1.515,0.54
7.82,1.515,0.585
7.84,1.53,0.63
7.86,1.53,0.675
7.88,1.53,0.72
7.9,1.545,0.78
7.92,1.56,0.84
7.94,1.56,0.9
7.96,1.56,0.96
7.98,1.575,1.035
8,1.575,1.095
8.02,1.575,1.17
8.04,1.575,1.245
8.06,1.59,1.335
8.08,1.59,1.425
8.1,1.605,1.5
8.12,1.605,1.605
8.14,1.605,1.695
8.16,1.62,1.785
8.18,1.62,1.89
8.2,1.635,1.995
8.22,1.635,2.1
8.24,1.65,2.22
8.26,1.65,2.325
8.28,1.65,2.43
8.3,1.65,2.535
8.32,1.665,2.655
8.34,1.665,2.79
8.36,1.68,2.91
8.38,1.68,3.03
8.4,1.695,3.15
8.42,1.695,3.285
8.44,1.695,3.405
8.46,1.71,3.525
8.48,1.71,3.645
8.5,1.71,3.765
8.52,1.725,3.87
8.54,1.725,3.945
8.56,1.74,4.02
8.58,1.74,4.08
8.6,1.74,4.095
8.62,1.755,4.095
8.64,1.755,4.05
8.66,1.755,3.99
8.68,1.77,3.885
8.7,1.77,3.765
8.72,1.785,3.615
8.74,1.785,3.45
8.76,1.785,3.255
8.78,1.8,3.06
8.8,1.8,2.865
8.82,1.8,2.685
8.84,1.815,2.49
8.86,1.815,2.325
8.88,1.83,2.145
8.9,1.83,1.995
8.92,1.83,1.845
8.94,1.845,1.695
8.96,1.845,1.56
8.98,1.845,1.44
9,1.86,1.32
9.02,1.86,1.2
9.04,1.875,1.095
9.06,1.875,1.005
9.08,1.89,0.915
9.1,1.89,0.84
9.12,1.89,0.78
9.14,1.89,0.72
9.16,1.905,0.66
9.18,1.92,0.615
9.2,1.92,0.57
9.22,1.92,0.525
9.24,1.935,0.525
9.26,1.935,0.51
9.28,1.935,0.495
9.3,1.95,0.48
9.32,1.95,0.48
9.34,1.95,0.495
9.36,1.965,0.495
9.38,1.965,0.555
9.4,1.965,0.54
9.42,1.98,0.555
9.44,1.98,0.585
9.46,1.98,0.615
9.48,1.995,0.66
9.5,2.01,0.69
9.52,2.01,0.735
9.54,2.01,0.795
9.56,2.01,0.84
9.58,2.025,0.9
9.6,2.04,0.96
9.62,2.025,1.035
9.64,2.04,1.095
9.66,2.04,1.185
9.68,2.055,1.26
9.7,2.055,1.335
9.72,2.055,1.44
9.74,2.07,1.53
9.76,2.07,1.635
9.78,2.085,1.725
9.8,2.085,1.845
9.82,2.085,1.935
9.84,2.1,2.055
9.86,2.1,2.175
9.88,2.115,2.295
9.9,2.115,2.415
9.92,2.115,2.55
9.94,2.115,2.685
9.96,2.13,2.82
9.98,2.13,2.955
10,2.145,3.105
10.02,2.145,3.255
10.04,2.16,3.405
10.06,2.16,3.555
10.08,2.16,3.705
10.1,2.175,3.87
10.12,2.175,4.02
10.14,2.175,4.185
10.16,2.19,4.335
10.18,2.19,4.485
10.2,2.205,4.635
10.22,2.205,4.77
10.24,2.205,4.89
10.26,2.22,4.995
10.28,2.235,5.1
10.3,2.235,5.16
10.32,2.235,5.19
10.34,2.235,5.205
10.36,2.25,5.205
10.38,2.25,5.16
10.4,2.265,5.07
10.42,2.265,4.98
10.44,2.265,4.86
10.46,2.28,4.71
10.48,2.28,4.56
10.5,2.28,4.365
10.52,2.295,4.2
10.54,2.295,4.005
10.56,2.31,3.825
10.58,2.31,3.63
10.6,2.31,3.45
10.62,2.325,3.27
10.64,2.325,3.075
10.66,2.325,2.895
10.68,2.34,2.7
10.7,2.34,2.52
10.72,2.355,2.355
10.74,2.355,2.175
10.76,2.37,2.025
10.78,2.37,1.86
10.8,2.37,1.725
10.82,2.385,1.59
10.84,2.385,1.485
10.86,2.385,1.38
10.88,2.4,1.29
10.9,2.4,1.2
10.92,2.4,1.11
10.94,2.415,1.05
10.96,2.415,0.99
10.98,2.415,0.93
11,2.43,0.9
11.02,2.43,0.855
11.04,2.43,0.84
11.06,2.445,0.81
11.08,2.445,0.795
11.1,2.445,0.81
11.12,2.46,0.795
11.14,2.46,0.81
11.16,2.475,0.825
11.18,2.475,0.84
11.2,2.475,0.87
11.22,2.49,0.915
11.24,2.49,0.945
11.26,2.505,0.975
11.28,2.505,1.035
11.3,2.505,0.75
11.32,2.52,1.14
11.34,2.52,1.23
11.36,2.535,1.305
11.38,2.535,1.395
11.4,2.535,1.47
11.42,2.535,1.56
11.44,2.55,1.665
11.46,2.55,1.77
11.48,2.565,1.89
11.5,2.565,1.98
11.52,2.58,2.115
11.54,2.58,2.25
11.56,2.58,2.37
11.58,2.595,2.505
11.6,2.595,2.64
11.62,2.595,2.79
11.64,2.61,2.94
11.66,2.61,3.105
11.68,2.625,3.255
11.7,2.625,3.435
11.72,2.625,3.585
11.74,2.64,3.765
11.76,2.64,3.945
11.78,2.64,4.14
11.8,2.655,4.305
11.82,2.655,4.515
11.84,2.67,4.68
11.86,2.67,4.875
11.88,2.67,5.055
11.9,2.685,5.085
11.92,2.685,5.535
11.94,2.7,5.595
11.96,2.7,5.715
11.98,2.7,5.895
12,2.7,6.03
12.02,2.715,6.135
12.04,2.715,6.225
12.06,2.73,6.285
12.08,2.73,6.33
12.1,2.745,6.33
12.12,2.745,6.315
12.14,2.745,6.285
12.16,2.76,6.225
12.18,2.76,6.135
12.2,2.76,6.045
12.22,2.775,5.925
12.24,2.775,5.805
12.26,2.79,5.655
12.28,2.79,5.505
12.3,2.79,5.34
12.32,2.805,5.16
12.34,2.805,4.98
12.36,2.805,4.785
12.38,2.82,4.59
12.4,2.82,4.38
12.42,2.82,4.14
12.44,2.835,3.945
12.46,2.835,3.75
12.48,2.85,3.54
12.5,2.85,3.345
12.52,2.85,3.135
12.54,2.865,2.97
12.56,2.88,2.805
12.58,2.88,2.655
12.6,2.88,2.505
12.62,2.895,2.355
12.64,2.895,2.22
12.66,2.895,2.085
12.68,2.895,1.965
12.7,2.91,1.86
12.72,2.91,1.77
12.74,2.925,1.665
12.76,2.925,1.605
12.78,2.925,1.545
12.8,2.94,1.485
12.82,2.94,1.455
12.84,2.94,1.41
12.86,2.94,1.38
12.88,2.955,1.35
12.9,2.97,1.35
12.92,2.97,1.35
12.94,2.97,1.35
12.96,2.97,1.365
12.98,2.985,1.395
13,3,1.425
13.02,3,1.455
13.04,3,1.515
13.06,3,1.56
13.08,3.015,1.62
13.1,3.015,1.71
13.12,3.015,1.785
13.14,3.03,1.86
13.16,3.03,1.95
13.18,3.045,2.055
13.2,3.045,2.16
13.22,3.06,2.28
13.24,3.06,2.385
13.26,3.06,2.505
13.28,3.075,2.655
13.3,3.075,2.805
13.32,3.075,2.94
13.34,3.09,3.105
13.36,3.09,3.255
13.38,3.105,3.42
13.4,3.105,3.585
13.42,3.105,3.78
13.44,3.12,3.96
13.46,3.12,4.155
13.48,3.12,4.35
13.5,3.135,4.545
13.52,3.135,4.755
13.54,3.135,4.98
13.56,3.15,5.175
13.58,3.15,5.4
13.6,3.165,5.61
13.62,3.165,5.82
13.64,3.165,6.03
13.66,3.18,6.255
13.68,3.195,6.45
13.7,3.18,6.645
13.72,3.195,6.81
13.74,3.195,6.885
13.76,3.195,6.87
13.78,3.195,6.87
13.8,3.195,6.87
13.82,3.195,6.87
13.84,3.195,6.87
13.86,3.195,6.87
13.88,3.195,6.87
13.9,3.21,6.87
13.92,3.195,6.885
13.94,3.195,6.87
13.96,3.195,6.885
13.98,3.195,6.855
14,3.195,6.87
14.02,3.195,6.885
14.04,3.195,6.87
14.06,3.195,6.87
14.08,3.195,6.87
14.1,3.195,6.87
14.12,3.195,6.87
14.14,3.195,6.87
14.16,3.195,6.87
14.18,3.195,6.87
14.2,3.195,6.87
14.22,3.195,6.87
14.24,3.195,6.87
14.26,3.195,6.885
14.28,3.195,6.87
14.3,3.195,6.87
14.32,3.195,6.87
14.34,3.195,6.87
14.36,3.21,6.87
14.38,3.195,6.87
14.4,3.195,6.87
14.42,3.195,6.87
14.44,3.195,6.87
14.46,3.195,6.87
14.48,3.195,6.87
14.5,3.195,6.87
14.52,3.195,6.87
14.54,3.195,6.87
14.56,3.195,6.87
14.58,3.195,6.855
14.6,3.195,6.87
14.62,3.195,6.87
14.64,3.195,6.87
14.66,3.195,6.87
14.68,3.195,6.87
14.7,3.195,6.87
14.72,3.195,6.87
14.74,3.195,6.87
14.76,3.195,6.87
14.78,3.195,6.87
14.8,3.195,6.87
14.82,3.195,6.87
14.84,3.195,6.885
14.86,3.195,6.87
14.88,3.195,6.87
14.9,3.195,6.87
14.92,3.195,6.87
14.94,3.195,6.87
14.96,3.195,6.87
14.98,3.195,6.87
15,3.195,6.87
15.02,3.195,7.74
15.04,3.195,6.9
15.06,3.195,6.855
15.08,3.195,6.87
15.1,3.195,6.87
15.12,3.195,6.87
15.14,3.195,6.87
15.16,3.195,6.87
15.18,3.195,6.885
15.2,3.195,6.87
15.22,3.195,6.87
15.24,3.195,6.87
15.26,3.195,6.87
15.28,3.195,6.87
15.3,3.195,6.885
15.32,3.195,6.87
15.34,3.195,6.87
15.36,3.195,6.84
15.38,3.195,6.945
15.4,3.195,6.6
15.42,3.195,6.48
15.44,3.195,4.95
15.46,3.195,6.72
15.48,3.195,6.885
15.5,3.195,6.855
15.52,3.195,6.885
15.54,3.195,6.81
15.56,3.195,6.795
15.58,3.195,6.84
15.6,3.195,6.9
15.62,3.195,6.87
15.64,3.195,6.84
15.66,3.195,6.81
15.68,3.195,6.81
15.7,3.195,6.9
15.72,3.195,6.825
15.74,3.195,6.9
15.76,3.195,6.78
15.78,3.195,6.825
15.8,3.195,6.84
15.82,3.195,6.81
15.84,3.195,6.87
15.86,3.195,6.795
15.88,3.195,6.84
15.9,3.195,6.825
15.92,3.195,6.825
15.94,3.195,6.855
15.96,3.195,6.81
15.98,3.195,6.765
16,3.195,6.78
16.02,3.195,6.75
16.04,3.195,6.735
16.06,3.195,6.705
16.08,3.195,6.705
16.1,3.195,6.735
16.12,3.195,6.735
16.14,3.195,6.69
16.16,3.195,6.72
16.18,3.195,6.705
16.2,3.195,6.72
16.22,3.195,6.705
16.24,3.195,6.72
16.26,3.195,6.72
16.28,3.195,6.705
16.3,3.195,6.735
16.32,3.195,6.735
16.34,3.195,6.735
16.36,3.195,6.705
16.38,3.195,6.705
16.4,3.195,6.735
16.42,3.195,6.72
16.44,3.195,6.735
16.46,3.195,6.72
16.48,3.195,6.735
16.5,3.195,6.735
16.52,3.195,6.72
16.54,3.195,6.75
16.56,3.195,6.72
16.58,3.195,6.72
16.6,3.195,6.735
16.62,3.195,6.735
16.64,3.195,6.735
16.66,3.195,6.72
16.68,3.195,6.735
16.7,3.195,6.735
16.72,3.195,6.72
16.74,3.195,6.735
16.76,3.195,6.735
16.78,3.195,6.735
16.8,3.195,6.735
16.82,3.195,6.735
16.84,3.195,6.72
16.86,3.195,6.735
16.88,3.195,6.72
16.9,3.195,6.735
16.92,3.195,6.72
16.94,3.195,6.72
16.96,3.195,6.735
16.98,3.195,6.72
17,3.195,6.735
17.02,3.195,6.675
17.04,3.195,6.72
17.06,3.195,6.735
17.08,3.195,6.72
17.1,3.195,6.735
17.12,3.195,6.735
17.14,3.195,6.72
17.16,3.195,6.735
17.18,3.195,6.735
17.2,3.195,6.735
17.22,3.195,6.735
17.24,3.195,6.735
17.26,3.195,6.735
17.28,3.195,6.735
17.3,3.195,6.735
17.32,3.195,6.735
17.34,3.195,6.735
17.36,3.195,6.675
17.38,3.195,6.735
17.4,3.195,6.735
17.42,3.195,6.735
17.44,3.195,6.75
17.46,3.195,6.735
17.48,3.195,6.735
17.5,3.195,6.735
17.52,3.195,6.735
17.54,3.195,6.75
17.56,3.195,6.735
17.58,3.195,6.75
17.6,3.195,6.735
17.62,3.195,6.75
17.64,3.195,6.735
17.66,3.195,6.735
17.68,3.195,6.75
17.7,3.195,6.75
17.72,3.195,6.75
17.74,3.195,6.735
17.76,3.195,6.75
17.78,3.195,6.75
17.8,3.195,6.75
17.82,3.195,6.75
17.84,3.195,6.75
17.86,3.195,6.735
17.88,3.195,6.75
17.9,3.195,6.75
17.92,3.195,6.75
17.94,3.195,6.75
17.96,3.195,6.735
17.98,3.195,6.75
18,3.195,6.75
18.02,3.195,6.75
18.04,3.195,6.75
18.06,3.195,6.75
18.08,3.195,6.735
18.1,3.195,6.75
18.12,3.195,6.75
18.14,3.195,6.75
18.16,3.195,6.735
18.18,3.195,6.75
18.2,3.195,6.75
18.22,3.195,6.765
18.24,3.195,6.75
18.26,3.195,6.75
18.28,3.195,6.75
18.3,3.195,6.765
18.32,3.195,6.75
18.34,3.195,6.75
18.36,3.195,6.75
18.38,3.195,6.765
18.4,3.195,6.765
18.42,3.195,6.765
18.44,3.195,6.765
18.46,3.195,6.75
18.48,3.195,6.765
18.5,3.195,6.765
18.52,3.195,6.765
18.54,3.195,6.75
18.56,3.195,6.765
18.58,3.195,6.765
18.6,3.195,6.75
18.62,3.195,6.78
18.64,3.195,6.765
18.66,3.195,6.765
18.68,3.195,6.765
18.7,3.195,6.78
18.72,3.195,6.78
18.74,3.195,6.78
18.76,3.195,6.765
18.78,3.195,6.78
18.8,3.195,6.78
18.82,3.195,6.78
18.84,3.195,6.78
18.86,3.195,6.78
18.88,3.195,6.78
18.9,3.195,6.78
18.92,3.195,6.78
18.94,3.195,6.78
18.96,3.195,6.78
18.98,3.195,6.78
19,3.195,6.78
19.02,3.195,6.78
19.04,3.195,6.78
19.06,3.195,6.78
19.08,3.18,6.795
19.1,3.195,6.795
19.12,3.195,6.78
19.14,3.195,6.825
19.16,3.195,6.78
19.18,3.195,6.78
19.2,3.195,6.795
19.22,3.195,6.78
19.24,3.195,6.69
19.26,0,-0.075
19.28,0,-0.075
19.3,0,-0.045
19.32,0,-0.045
19.34,0,-0.045
19.36,-0.015,-0.045
19.38,-0.015,-0.03
19.4,-0.015,-0.03
19.42,0,-0.03
19.44,-0.015,-0.015
19.46,0,-0.03
19.48,0,-0.03
19.5,0,-0.015
19.52,0,-0.015
19.54,-0.015,-0.015
19.56,0,-0.015
19.58,0,-0.015
19.6,-0.015,-0.015
19.62,0,-0.015
19.64,0,0
19.66,-0.015,-0.015
19.68,0,-0.015
19.7,0,0
19.72,0,0
19.74,-0.015,0
19.76,0,-0.015
19.78,0,-0.015
19.8,-0.015,0
19.82,0,-0.015
19.84,0,0
19.86,-0.015,-0.015
19.88,0,0
19.9,0,-0.015
19.92,0,0
19.94,0,0
19.96,0,0
19.98,0,0
20,-0.015,0
