Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
7.24,1.82,1.91
7.26,1.825,1.78
7.28,1.83,1.66
7.3,1.835,1.545
7.32,1.84,1.44
7.34,1.845,1.33
7.36,1.85,1.225
7.38,1.855,1.13
7.4,1.865,1.04
7.42,1.87,0.955
7.44,1.875,0.875
7.46,1.88,0.805
7.48,1.885,0.745
7.5,1.89,0.685
7.52,1.9,0.64
7.54,1.905,0.595
7.56,1.91,0.56
7.58,1.915,0.53
7.6,1.92,0.5
7.62,1.93,0.48
7.64,1.93,0.46
7.66,1.94,0.445
7.68,1.945,0.44
7.7,1.95,0.44
7.72,1.955,0.44
7.74,1.96,0.445
7.76,1.965,0.455
7.78,1.97,0.47
7.8,1.98,0.49
7.82,1.985,0.51
7.84,1.99,0.535
7.86,1.995,0.565
7.88,2,0.6
7.9,2.005,0.635
7.92,2.01,0.675
7.94,2.02,0.72
7.96,2.02,0.77
7.98,2.03,0.82
8,2.035,0.88
8.02,2.04,0.94
8.04,2.045,1.005
8.06,2.05,1.075
8.08,2.06,1.145
8.1,2.065,1.22
8.12,2.07,1.295
8.14,2.075,1.38
8.16,2.08,1.465
8.18,2.085,1.56
8.2,2.09,1.65
8.22,2.095,1.75
8.24,2.1,1.87
8.26,2.11,1.955
8.28,2.115,2.065
8.3,2.12,2.17
8.32,2.125,2.285
8.34,2.13,2.405
8.36,2.135,2.525
8.38,2.145,2.65
8.4,2.15,2.78
8.42,2.155,2.91
8.44,2.16,3.045
8.46,2.165,3.18
8.48,2.17,3.32
8.5,2.175,3.455
8.52,2.18,3.595
8.54,2.185,3.73
8.56,2.195,3.865
8.58,2.2,4
8.6,2.205,4.12
8.62,2.21,4.22
8.64,2.215,4.335
8.66,2.22,4.425
8.68,2.225,4.49
8.7,2.235,4.535
8.72,2.24,4.56
8.74,2.245,4.555
8.76,2.25,4.525
8.78,2.255,4.47
8.8,2.26,4.425
8.82,2.265,4.295
8.84,2.275,4.175
8.86,2.28,4.045
8.88,2.285,3.895
8.9,2.29,3.74
8.92,2.295,3.59
8.94,2.3,3.43
8.96,2.305,3.275
8.98,2.31,3.115
9,2.315,2.955
9.02,2.325,2.8
9.04,2.33,2.635
9.06,2.335,2.475
9.08,2.34,2.32
9.1,2.345,2.165
9.12,2.35,2.015
9.14,2.355,1.87
9.16,2.365,1.74
9.18,2.37,1.62
9.2,2.375,1.52
9.22,2.38,1.42
9.24,2.385,1.32
9.26,2.39,1.235
9.28,2.4,1.155
9.3,2.405,1.09
9.32,2.405,1.03
9.34,2.415,0.97
9.36,2.42,0.925
9.38,2.425,0.885
9.4,2.43,0.855
9.42,2.435,0.83
9.44,2.44,0.815
9.46,2.445,0.805
9.48,2.455,0.805
9.5,2.46,0.805
9.52,2.465,0.815
9.54,2.47,0.825
9.56,2.475,0.845
9.58,2.48,0.875
9.6,2.485,0.905
9.62,2.495,0.94
9.64,2.5,0.99
9.66,2.505,1.035
9.68,2.51,1.09
9.7,2.515,1.15
9.72,2.525,1.215
9.74,2.525,1.285
9.76,2.535,1.365
9.78,2.54,1.445
9.8,2.545,1.53
9.82,2.55,1.625
9.84,2.555,1.72
9.86,2.56,1.82
9.88,2.565,1.93
9.9,2.57,2.04
9.92,2.575,2.16
9.94,2.585,2.28
9.96,2.59,2.41
9.98,2.595,2.545
10,2.6,2.68
10.02,2.605,2.825
10.04,2.61,2.96
10.06,2.615,3.115
10.08,2.625,3.275
10.1,2.63,3.43
10.12,2.635,3.595
10.14,2.64,3.75
10.16,2.645,3.935
10.18,2.65,4.11
10.2,2.655,4.285
10.22,2.66,4.47
10.24,2.67,4.645
10.26,2.675,4.815
10.28,2.68,4.995
10.3,2.685,5.16
10.32,2.69,5.325
10.34,2.695,5.475
10.36,2.7,5.615
10.38,2.71,5.745
10.4,2.715,5.85
10.42,2.72,5.935
10.44,2.725,5.995
10.46,2.73,6.035
10.48,2.735,6.055
10.5,2.74,6.035
10.52,2.745,6.005
10.54,2.75,5.95
10.56,2.755,5.875
10.58,2.765,5.78
10.6,2.77,5.675
10.62,2.775,5.555
10.64,2.78,5.42
10.66,2.785,5.275
10.68,2.79,5.12
10.7,2.8,4.955
10.72,2.805,4.785
10.74,2.81,4.595
10.76,2.815,4.405
10.78,2.82,4.205
10.8,2.825,3.995
10.82,2.83,3.81
10.84,2.835,3.615
10.86,2.845,3.42
10.88,2.85,3.24
10.9,2.855,3.07
10.92,2.86,2.895
10.94,2.865,2.74
10.96,2.87,2.585
10.98,2.875,2.445
11,2.885,2.31
11.02,2.885,2.185
11.04,2.89,2.065
11.06,2.895,1.95
11.08,2.905,1.85
11.1,2.91,1.76
11.12,2.915,1.68
11.14,2.92,1.61
11.16,2.925,1.55
11.18,2.935,1.5
11.2,2.94,1.46
11.22,2.945,1.43
11.24,2.95,1.405
11.26,2.955,1.385
11.28,2.96,1.38
11.3,2.965,1.38
11.32,2.975,1.385
11.34,2.98,1.415
11.36,2.985,1.435
11.38,2.99,1.465
11.4,2.995,1.51
11.42,3,1.565
11.44,3.005,1.615
11.46,3.01,1.68
11.48,3.02,1.74
11.5,3.025,1.83
11.52,3.03,1.915
11.54,3.035,2.015
11.56,3.04,2.115
11.58,3.045,2.235
11.6,3.05,2.345
11.62,3.055,2.41
11.64,3.06,2.595
11.66,3.065,2.72
11.68,3.075,2.86
11.7,3.08,3.01
11.72,3.085,3.165
11.74,3.09,3.315
11.76,3.095,3.485
11.78,3.1,3.665
11.8,3.11,3.85
11.82,3.115,4.03
11.84,3.12,4.225
11.86,3.125,4.42
11.88,3.13,4.625
11.9,3.135,4.83
11.92,3.14,5.04
11.94,3.145,5.255
11.96,3.15,5.465
11.98,3.16,5.68
12,3.165,5.895
12.02,3.17,6.105
12.04,3.175,6.315
12.06,3.18,6.515
12.08,3.185,6.69
12.1,3.185,6.765
12.12,3.185,6.765
12.14,3.185,6.765
12.16,3.19,6.765
12.18,3.19,6.765
12.2,3.185,6.765
12.22,3.185,6.765
12.24,3.185,6.765
12.26,3.185,6.75
12.28,3.185,6.765
12.3,3.185,6.765
12.32,3.185,6.77
12.34,3.19,6.77
12.36,3.185,6.765
12.38,3.19,6.765
12.4,3.19,6.765
12.42,3.185,6.77
12.44,3.19,6.77
12.46,3.19,6.765
12.48,3.19,6.77
12.5,3.19,6.77
12.52,3.19,6.77
12.54,3.185,6.77
12.56,3.19,6.77
12.58,3.19,6.77
12.6,3.19,6.775
12.62,3.19,6.77
12.64,3.185,6.775
12.66,3.185,6.775
12.68,3.19,6.775
12.7,3.185,6.785
12.72,3.185,6.78
12.74,3.185,6.785
12.76,3.185,6.78
12.78,3.19,6.78
12.8,3.19,6.78
12.82,3.19,6.78
12.84,3.19,6.785
12.86,3.185,6.785
12.88,3.185,6.785
12.9,3.185,6.785
12.92,3.185,6.785
12.94,3.19,6.785
12.96,3.19,6.785
12.98,3.185,6.785
13,3.185,6.785
13.02,3.19,6.785
13.04,3.185,6.79
13.06,3.185,6.79
13.08,3.185,6.79
13.1,3.19,6.795
13.12,3.185,6.79
13.14,3.185,6.79
13.16,3.185,6.79
13.18,3.19,6.785
13.2,3.19,6.79
13.22,3.185,6.795
13.24,3.185,6.8
13.26,3.185,6.795
13.28,3.185,6.795
13.3,3.185,6.795
13.32,3.185,6.795
13.34,3.19,6.795
13.36,3.185,6.875
13.38,3.185,6.8
13.4,3.185,6.8
13.42,3.185,6.8
13.44,3.19,6.8
13.46,3.19,6.8
13.48,3.185,6.8
13.5,3.185,6.795
13.52,3.19,6.8
13.54,3.185,6.8
13.56,3.19,6.79
13.58,3.185,6.805
13.6,3.19,6.805
13.62,3.19,6.8
13.64,3.19,6.805
13.66,3.185,6.805
13.68,3.185,6.805
13.7,3.185,6.805
13.72,3.185,6.805
13.74,3.19,6.795
13.76,3.185,6.805
13.78,3.19,6.805
13.8,3.19,6.81
13.82,3.19,6.81
13.84,3.185,6.81
13.86,3.19,6.815
13.88,3.19,6.83
13.9,3.185,6.815
13.92,3.185,6.81
13.94,3.185,6.815
13.96,3.185,6.815
13.98,3.19,6.815
14,3.185,6.815
14.02,3.185,6.815
14.04,3.185,6.815
14.06,3.185,6.815
14.08,3.185,6.815
14.1,3.185,6.815
14.12,3.185,6.815
14.14,3.185,6.82
14.16,3.185,6.82
14.18,3.185,6.82
14.2,3.19,6.82
14.22,3.19,6.82
14.24,3.185,6.82
14.26,3.185,6.82
14.28,3.185,6.815
14.3,3.19,6.815
14.32,3.19,6.82
14.34,3.185,6.825
14.36,3.19,6.825
14.38,3.19,6.825
14.4,3.19,6.825
14.42,3.19,6.825
14.44,3.19,6.825
14.46,3.19,6.83
14.48,3.185,6.825
14.5,3.19,6.83
14.52,3.19,6.825
14.54,3.19,6.83
14.56,3.19,6.835
14.58,3.185,6.83
14.6,3.185,6.83
14.62,3.19,6.83
14.64,3.185,6.835
14.66,3.19,6.83
14.68,3.185,6.83
14.7,3.19,6.83
14.72,3.185,6.835
14.74,3.185,6.835
14.76,3.185,6.835
14.78,3.185,6.835
14.8,3.185,6.835
14.82,3.19,6.835
14.84,3.19,6.835
14.86,3.185,6.835
14.88,3.185,6.84
14.9,3.19,6.84
14.92,3.19,6.84
14.94,3.19,6.84
14.96,3.185,6.84
14.98,3.19,6.84
15,3.19,6.84
15.02,3.19,6.845
15.04,3.19,6.845
15.06,3.185,6.845
15.08,3.185,6.845
15.1,3.185,6.845
15.12,3.19,6.845
15.14,3.185,6.845
15.16,3.185,6.845
15.18,3.19,6.845
15.2,3.19,6.845
15.22,3.19,6.85
15.24,3.19,6.85
15.26,3.185,6.85
15.28,3.19,6.85
15.3,3.19,6.77
15.32,3.19,6.85
15.34,3.185,6.85
15.36,3.19,6.85
15.38,3.185,6.855
15.4,3.19,6.855
15.42,3.19,6.855
15.44,3.19,6.855
15.46,3.185,6.855
15.48,3.185,6.86
15.5,3.185,6.855
15.52,3.19,6.855
15.54,3.185,6.86
15.56,3.19,6.86
15.58,3.19,6.86
15.6,3.19,6.86
15.62,3.185,6.86
15.64,3.19,6.86
15.66,3.19,6.855
15.68,3.185,6.86
15.7,3.19,6.865
15.72,3.185,6.865
15.74,3.19,6.87
15.76,3.19,6.865
15.78,3.19,6.87
15.8,3.19,6.865
15.82,0,-0.09
15.84,0,-0.07
15.86,0,-0.06
15.88,0,-0.055
15.9,0,-0.05
15.92,-0.005,-0.045
15.94,0,-0.04
15.96,0,-0.04
15.98,0,-0.035
16,0,-0.03
16.02,0,-0.03
16.04,-0.005,-0.03
16.06,0,-0.025
16.08,0,-0.025
16.1,0,-0.025
16.12,0,-0.025
16.14,-0.005,-0.02
16.16,0,-0.02
16.18,0,-0.02
16.2,0,-0.02
16.22,0,-0.02
16.24,0,-0.02
16.26,-0.005,-0.015
16.28,0,-0.015
16.3,0,-0.015
16.32,0,-0.015
16.34,0,-0.015
16.36,0,-0.01
16.38,-0.005,-0.015
16.4,-0.005,-0.01
16.42,-0.005,-0.01
16.44,-0.005,-0.01
16.46,0,-0.015
16.48,-0.005,-0.01
16.5,0,-0.015
16.52,0,-0.01
16.54,0,-0.01
16.56,0,-0.01
16.58,-0.005,-0.015
16.6,0,-0.01
16.62,-0.005,-0.01
16.64,0,-0.01
16.66,-0.005,-0.01
16.68,-0.005,-0.01
16.7,0,-0.01
16.72,0,-0.01
16.74,0,-0.01
16.76,0,-0.01
16.78,0,-0.01
16.8,-0.005,-0.01
16.82,0,-0.01
16.84,0,-0.01
16.86,0,-0.01
16.88,0,-0.01
16.9,-0.005,-0.005
16.92,-0.005,-0.01
16.94,0,-0.01
16.96,-0.005,-0.01
16.98,0,-0.005
17,-0.005,-0.005
17.02,0,-0.01
17.04,0,-0.005
17.06,-0.005,-0.005
17.08,-0.005,-0.01
17.1,0,-0.01
17.12,0,-0.005
17.14,0,-0.01
17.16,0,-0.005
17.18,0,-0.005
17.2,0,-0.01
17.22,0,-0.01
17.24,-0.005,-0.005
17.26,0,-0.01
17.28,-0.005,-0.005
17.3,-0.005,-0.01
17.32,0,-0.005
17.34,0,-0.01
17.36,0,-0.01
17.38,-0.005,-0.01
17.4,0,-0.005
17.42,-0.005,-0.01
17.44,0,-0.01
17.46,0,-0.01
17.48,-0.005,-0.01
17.5,-0.005,-0.005
17.52,0,-0.005
17.54,0,-0.01
17.56,-0.005,-0.005
17.58,-0.005,-0.01
17.6,0,-0.01
17.62,0,-0.01
17.64,-0.005,-0.005
17.66,-0.005,-0.01
17.68,0,-0.005
17.7,0,-0.005
17.72,0,-0.01
17.74,0,-0.01
17.76,0,-0.005
17.78,-0.005,-0.01
17.8,0,-0.01
17.82,-0.005,-0.005
17.84,0,-0.005
17.86,-0.005,-0.005
17.88,-0.005,-0.01
17.9,0,-0.005
17.92,-0.005,-0.01
17.94,0,-0.01
17.96,-0.005,-0.005
17.98,0,-0.01
18,-0.005,-0.01
18.02,0,-0.01
18.04,0,-0.005
18.06,-0.005,-0.01
18.08,0,-0.01
18.1,-0.005,-0.01
18.12,0,-0.01
18.14,0,-0.005
18.16,0,-0.01
18.18,-0.005,-0.01
18.2,0,-0.005
18.22,0,-0.01
18.24,0,-0.01
18.26,-0.005,-0.01
18.28,0,-0.01
18.3,0,-0.01
18.32,-0.005,-0.01
18.34,0,-0.01
18.36,0,-0.01
18.38,0,-0.01
18.4,-0.005,-0.01
18.42,0,-0.01
18.44,0,-0.01
18.46,0,-0.01
18.48,-0.005,-0.01
18.5,0,-0.01
18.52,0,-0.01
18.54,0,-0.04
18.56,0,-0.03
18.58,0,-0.01
18.6,0,-0.01
18.62,-0.005,-0.01
18.64,-0.005,0
18.66,-0.005,-0.015
18.68,0,-0.01
18.7,-0.005,-0.01
18.72,-0.005,-0.01
18.74,0,-0.01
18.76,-0.005,-0.01
18.78,-0.005,-0.01
18.8,-0.005,-0.01
18.82,-0.005,-0.01
18.84,-0.005,-0.015
18.86,-0.005,-0.01
18.88,-0.005,-0.01
18.9,-0.005,-0.01
18.92,-0.005,-0.01
18.94,-0.005,-0.01
18.96,-0.005,-0.01
18.98,-0.005,-0.01
19,-0.005,-0.01
19.02,0,-0.01
19.04,0,-0.035
19.06,-0.005,-0.02
19.08,-0.005,0.03
19.1,-0.005,-0.03
19.12,0,-0.01
19.14,-0.005,-0.01
19.16,-0.005,-0.01
19.18,0,-0.015
19.2,0,-0.01
19.22,0,-0.01
19.24,-0.005,-0.01
19.26,-0.005,-0.01
19.28,-0.005,-0.01
19.3,0,-0.01
19.32,0,-0.01
19.34,-0.005,-0.025
19.36,0,-0.015
19.38,0,-0.01
19.4,0,-0.015
19.42,0,-0.015
19.44,-0.005,-0.015
19.46,-0.005,-0.015
19.48,0,-0.015
19.5,0,-0.015
19.52,0,-0.015
19.54,-0.005,-0.01
19.56,0,-0.015
19.58,0,-0.01
19.6,0,-0.015
19.62,0,-0.015
19.64,0,-0.015
19.66,0,-0.015
19.68,0,-0.015
19.7,0,-0.015
19.72,0,-0.015
19.74,0,-0.015
19.76,-0.005,-0.015
19.78,-0.005,-0.025
19.8,0,0.015
19.82,0,-0.015
19.84,-0.005,-0.015
19.86,0,-0.015
19.88,0,-0.015
19.9,0,-0.015
19.92,0,-0.01
19.94,-0.005,-0.015
19.96,-0.005,-0.015
19.98,0,-0.015
20,0,-0.015
