Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
10.18,2.57,1.4265
10.2,2.58,1.5015
10.22,2.585,1.5795
10.24,2.59,1.638
10.26,2.595,1.767
10.28,2.6,1.851
10.3,2.605,1.9365
10.32,2.61,2.043
10.34,2.62,2.1315
10.36,2.625,2.2335
10.38,2.63,2.3295
10.4,2.635,2.4405
10.42,2.64,2.547
10.44,2.645,2.661
10.46,2.655,2.754
10.48,2.66,2.865
10.5,2.665,2.9745
10.52,2.67,3.0705
10.54,2.675,3.072
10.56,2.68,3.072
10.58,2.685,3.072
10.6,2.695,3.072
10.62,2.7,3.072
10.64,2.705,3.072
10.66,2.71,3.072
10.68,2.715,3.072
10.7,2.72,3.072
10.72,2.725,3.072
10.74,2.735,3.072
10.76,2.735,3.072
10.78,2.745,3.072
10.8,2.75,3.072
10.82,2.755,3.072
10.84,2.76,3.072
10.86,2.765,3.0555
10.88,2.77,2.952
10.9,2.775,2.841
10.92,2.785,2.721
10.94,2.79,2.604
10.96,2.795,2.4825
10.98,2.8,2.358
11,2.805,2.232
11.02,2.81,2.109
11.04,2.815,1.9815
11.06,2.82,1.8645
11.08,2.83,1.746
11.1,2.835,1.629
11.12,2.84,1.524
11.14,2.845,1.4235
11.16,2.85,1.329
11.18,2.855,1.2435
11.2,2.86,1.1655
11.22,2.865,1.0875
11.24,2.875,1.02
11.26,2.88,0.954
11.28,2.885,0.8985
11.3,2.89,0.849
11.32,2.895,0.804
11.34,2.9,0.7635
11.36,2.905,0.7335
11.38,2.91,0.7065
11.4,2.915,0.6855
11.42,2.92,0.6735
11.44,2.93,0.663
11.46,2.935,0.66
11.48,2.94,0.663
11.5,2.945,0.669
11.52,2.95,0.6795
11.54,2.96,0.699
11.56,2.965,0.7155
11.58,2.97,0.744
11.6,2.975,0.78
11.62,2.98,0.8115
11.64,2.985,0.8415
11.66,2.99,0.897
11.68,3,0.948
11.7,3.005,1.0005
11.72,3.01,1.0545
11.74,3.015,1.1175
11.76,3.02,1.179
11.78,3.025,1.2525
11.8,3.03,1.323
11.82,3.04,1.404
11.84,3.045,1.482
11.86,3.045,1.569
11.88,3.055,1.659
11.9,3.06,1.7535
11.92,3.065,1.851
11.94,3.07,1.953
11.96,3.075,2.0565
11.98,3.08,2.1645
12,3.085,2.277
12.02,3.095,2.391
12.04,3.1,2.511
12.06,3.105,2.6325
12.08,3.11,2.757
12.1,3.115,2.886
12.12,3.12,3.015
12.14,3.13,3.072
12.16,3.135,3.072
12.18,3.14,3.072
12.2,3.145,3.072
12.22,3.15,3.072
12.24,3.155,3.072
12.26,3.16,3.072
12.28,3.17,3.072
12.3,3.17,3.072
12.32,3.175,3.072
12.34,3.185,3.072
12.36,3.19,3.072
12.38,3.19,3.072
12.4,3.19,3.072
12.42,3.19,3.072
12.44,3.19,3.072
12.46,3.19,3.072
12.48,3.19,3.072
12.5,3.19,3.072
12.52,3.185,3.072
12.54,3.19,3.072
12.56,3.185,3.072
12.58,3.19,3.072
12.6,3.185,3.072
12.62,3.19,3.072
12.64,3.19,3.072
12.66,3.19,3.072
12.68,3.19,3.072
12.7,3.19,3.072
12.72,3.19,3.072
12.74,3.185,3.072
12.76,3.19,3.072
12.78,3.19,3.072
12.8,3.19,3.072
12.82,3.185,3.072
12.84,3.19,3.072
12.86,3.19,3.072
12.88,3.19,3.072
12.9,3.19,3.072
12.92,3.19,3.072
12.94,3.19,3.072
12.96,3.19,3.072
12.98,3.19,3.072
13,3.19,3.072
13.02,3.19,3.072
13.04,3.19,3.072
13.06,3.19,3.072
13.08,3.19,3.072
13.1,3.19,3.072
13.12,3.185,3.072
13.14,3.19,3.072
13.16,3.19,3.072
13.18,3.19,3.072
13.2,3.19,3.072
13.22,3.19,3.072
13.24,3.19,3.072
13.26,3.19,3.072
13.28,3.185,3.072
13.3,3.19,3.072
13.32,3.185,3.072
13.34,3.19,3.072
13.36,3.185,3.072
13.38,3.185,3.072
13.4,3.19,3.072
13.42,3.19,3.072
13.44,3.185,3.072
13.46,3.19,3.072
13.48,3.19,3.072
13.5,3.19,3.072
13.52,3.185,3.072
13.54,3.19,3.072
13.56,3.19,3.072
13.58,3.19,3.072
13.6,3.19,3.072
13.62,3.19,3.072
13.64,3.185,3.072
13.66,3.19,3.072
13.68,3.19,3.072
13.7,3.19,3.072
13.72,3.19,3.072
13.74,3.185,3.072
13.76,3.19,3.072
13.78,3.19,3.072
13.8,3.19,3.072
13.82,3.185,3.072
13.84,3.19,3.072
13.86,3.19,3.072
13.88,3.19,3.072
13.9,3.19,3.072
13.92,3.19,3.072
13.94,3.19,3.072
13.96,3.19,3.072
13.98,3.185,3.072
14,3.185,3.072
14.02,3.19,3.072
14.04,3.185,3.072
14.06,3.19,3.072
14.08,3.185,3.072
14.1,3.19,3.072
14.12,3.19,3.072
14.14,3.185,3.072
14.16,3.19,3.072
14.18,3.19,3.072
14.2,3.185,3.072
14.22,3.19,3.072
14.24,3.19,3.072
14.26,3.19,3.072
14.28,3.19,3.072
14.3,3.19,3.072
14.32,3.19,3.072
14.34,3.19,3.072
14.36,3.19,3.072
14.38,3.19,3.072
14.4,3.19,3.072
14.42,3.19,3.072
14.44,3.19,3.072
14.46,3.19,3.072
14.48,3.185,3.072
14.5,3.19,3.072
14.52,3.185,3.072
14.54,3.19,3.072
14.56,3.19,3.072
14.58,3.19,3.072
14.6,3.19,3.072
14.62,3.185,3.072
14.64,3.185,3.072
14.66,3.19,3.072
14.68,3.19,3.072
14.7,3.19,3.072
14.72,3.19,3.072
14.74,3.19,3.072
14.76,3.185,3.072
14.78,3.19,3.072
14.8,3.185,3.072
14.82,3.19,3.072
14.84,3.19,3.072
14.86,3.19,3.072
14.88,3.185,3.072
14.9,3.19,3.072
14.92,3.19,3.072
14.94,3.185,3.072
14.96,3.19,3.072
14.98,3.19,3.072
15,3.185,3.072
