Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
3.62,0.675,0.725
3.64,0.72,0.73
3.66,0.765,0.735
3.68,0.825,0.74
3.7,0.87,0.745
3.72,0.93,0.75
3.74,0.975,0.755
3.76,1.05,0.76
3.78,1.11,0.765
3.8,1.17,0.77
3.82,1.23,0.775
3.84,1.305,0.78
3.86,1.365,0.785
3.88,1.44,0.79
3.9,1.515,0.795
3.92,1.575,0.8
3.94,1.665,0.805
3.96,1.74,0.81
3.98,1.815,0.815
4,1.89,0.82
4.02,1.98,0.825
4.04,2.055,0.83
4.06,2.145,0.835
4.08,2.235,0.84
4.1,2.31,0.845
4.12,2.415,0.85
4.14,2.49,0.855
4.16,2.58,0.86
4.18,2.655,0.865
4.2,2.745,0.87
4.22,2.82,0.875
4.24,2.88,0.88
4.26,2.925,0.885
4.28,2.955,0.89
4.3,2.985,0.895
4.32,2.985,0.9
4.34,2.955,0.905
4.36,2.91,0.91
4.38,2.85,0.915
4.4,2.775,0.92
4.42,2.67,0.925
4.44,2.565,0.93
4.46,2.43,0.935
4.48,2.31,0.94
4.5,2.175,0.945
4.52,2.055,0.95
4.54,1.935,0.955
4.56,1.845,0.96
4.58,1.725,0.965
4.6,1.605,0.97
4.62,1.485,0.97
4.64,1.38,0.975
4.66,1.26,0.985
4.68,1.14,0.99
4.7,1.02,0.99
4.72,0.915,1
4.74,0.825,1.005
4.76,0.735,1.005
4.78,0.66,1.01
4.8,0.6,1.015
4.82,0.555,1.02
4.84,0.495,1.03
4.86,0.45,1.035
4.88,0.42,1.035
4.9,0.39,1.04
4.92,0.36,1.05
4.94,0.345,1.05
4.96,0.33,1.055
4.98,0.33,1.065
5,0.315,1.07
5.02,0.33,1.075
5.04,0.33,1.08
5.06,0.36,1.085
5.08,0.36,1.09
5.1,0.39,1.095
5.12,0.405,1.1
5.14,0.435,1.105
5.16,0.45,1.105
5.18,0.465,1.115
5.2,0.495,1.115
5.22,0.525,1.12
5.24,0.57,1.13
5.26,0.615,1.13
5.28,0.66,1.135
5.3,0.705,1.145
5.32,0.75,1.15
5.34,0.825,1.15
5.36,0.885,1.155
5.38,0.93,1.165
5.4,0.99,1.165
5.42,1.065,1.17
5.44,1.125,1.18
5.46,1.2,1.185
5.48,1.275,1.185
5.5,1.335,1.19
5.52,1.425,1.2
5.54,1.5,1.2
5.56,1.59,1.205
5.58,1.695,1.21
5.6,1.77,1.215
5.62,1.875,1.22
5.64,1.965,1.225
5.66,2.07,1.235
5.68,2.175,1.24
5.7,2.28,1.245
5.72,2.385,1.245
5.74,2.49,1.25
5.76,2.61,1.255
5.78,2.73,1.26
5.8,2.85,1.265
5.82,2.97,1.27
5.84,3.105,1.275
5.86,3.24,1.28
5.88,3.375,1.285
5.9,3.51,1.295
5.92,3.63,1.3
5.94,3.78,1.3
5.96,3.915,1.305
5.98,4.065,1.315
6,4.215,1.315
6.02,4.35,1.32
6.04,4.5,1.325
6.06,4.65,1.33
6.08,4.8,1.335
6.1,4.95,1.345
6.12,5.085,1.35
6.14,5.235,1.35
6.16,5.37,1.36
6.18,5.49,1.36
6.2,5.61,1.365
6.22,5.715,1.37
6.24,5.79,1.38
6.26,5.85,1.38
6.28,5.895,1.385
6.3,5.91,1.395
6.32,5.91,1.4
6.34,5.88,1.4
6.36,5.805,1.405
6.38,5.73,1.41
6.4,5.64,1.42
6.42,5.535,1.425
6.44,5.4,1.425
6.46,5.265,1.435
6.48,5.115,1.44
6.5,4.965,1.445
6.52,4.815,1.445
6.54,4.65,1.45
6.56,4.485,1.455
6.58,4.32,1.46
6.6,4.125,1.47
6.62,3.915,1.47
6.64,3.705,1.475
6.66,3.495,1.48
6.68,3.285,1.485
6.7,3.09,1.49
6.72,2.88,1.495
6.74,2.715,1.505
6.76,2.55,1.505
6.78,2.415,1.51
6.8,2.28,1.515
6.82,2.16,1.52
6.84,2.04,1.525
6.86,1.95,1.53
6.88,1.86,1.535
6.9,1.77,1.54
6.92,1.695,1.55
6.94,1.62,1.555
6.96,1.575,1.555
6.98,1.53,1.565
7,1.5,1.57
7.02,1.485,1.57
7.04,1.47,1.575
7.06,1.47,1.58
7.08,1.455,1.585
7.1,1.455,1.59
7.12,1.47,1.595
7.14,1.485,1.6
7.16,1.485,1.605
7.18,1.515,1.61
7.2,1.545,1.615
7.22,1.59,1.62
7.24,1.635,1.625
7.26,1.68,1.63
7.28,1.74,1.635
7.3,1.8,1.64
7.32,1.875,1.645
7.34,1.935,1.65
7.36,1.995,1.655
7.38,2.055,1.66
7.4,2.13,1.665
7.42,2.205,1.67
7.44,2.28,1.675
7.46,2.385,1.68
7.48,2.475,1.685
7.5,2.58,1.69
7.52,2.685,1.695
7.54,2.805,1.7
7.56,2.925,1.705
7.58,3.075,1.71
7.6,3.21,1.715
7.62,3.195,1.72
7.64,3.33,1.725
7.66,3.525,1.73
7.68,3.735,1.735
7.7,3.855,1.74
7.72,4.14,1.745
7.74,4.23,1.75
7.76,3.51,1.755
7.78,4.29,1.76
7.8,4.14,1.765
7.82,4.47,1.77
7.84,4.89,1.775
7.86,5.115,1.78
7.88,5.25,1.785
7.9,5.445,1.79
7.92,5.625,1.795
7.94,5.82,1.8
7.96,5.985,1.805
7.98,6.18,1.81
8,6.36,1.815
8.02,6.555,1.82
8.04,6.84,1.825
8.06,7.005,1.83
8.08,7.11,1.835
8.1,7.29,1.84
8.12,7.455,1.845
8.14,7.62,1.85
8.16,7.785,1.855
8.18,7.935,1.86
8.2,8.07,1.865
8.22,8.19,1.87
8.24,8.295,1.875
8.26,8.385,1.88
8.28,8.46,1.885
8.3,8.505,1.89
8.32,8.535,1.895
8.34,8.535,1.9
8.36,8.535,1.905
8.38,8.52,1.91
8.4,8.49,1.915
8.42,8.43,1.92
8.44,8.37,1.925
8.46,8.295,1.93
8.48,8.205,1.935
8.5,8.1,1.94
8.52,7.98,1.945
8.54,7.815,1.95
8.56,7.68,1.955
8.58,7.5,1.96
8.6,7.305,1.965
8.62,7.11,1.97
8.64,6.9,1.975
8.66,6.69,1.98
8.68,6.48,1.985
8.7,6.285,1.99
8.72,6.105,1.995
8.74,5.925,2
8.76,5.76,2.005
8.78,5.595,2.01
8.8,5.445,2.02
8.82,5.28,2.02
8.84,5.145,2.025
8.86,4.995,2.035
8.88,4.86,2.035
8.9,4.725,2.04
8.92,4.605,2.045
8.94,4.5,2.05
8.96,4.395,2.06
8.98,4.32,2.065
9,4.245,2.065
9.02,4.185,2.07
9.04,4.125,2.075
9.06,4.08,2.08
9.08,4.035,2.085
9.1,4.005,2.09
9.12,3.975,2.095
9.14,3.93,2.1
9.16,3.915,2.105
9.18,3.915,2.11
9.2,3.93,2.115
9.22,3.915,2.12
9.24,3.93,2.125
9.26,3.945,2.13
9.28,3.975,2.135
9.3,3.99,2.14
9.32,4.005,2.145
9.34,4.035,2.15
9.36,4.05,2.155
9.38,4.11,2.16
9.4,4.14,2.165
9.42,4.2,2.17
9.44,4.26,2.175
9.46,4.32,2.18
9.48,4.395,2.185
9.5,4.485,2.19
9.52,4.575,2.195
9.54,4.665,2.2
9.56,4.77,2.205
9.58,4.86,2.21
9.6,4.98,2.215
9.62,5.1,2.22
9.64,5.235,2.225
9.66,5.355,2.23
9.68,5.505,2.24
9.7,5.655,2.24
9.72,5.805,2.245
9.74,5.97,2.25
9.76,6.135,2.255
9.78,6.3,2.26
9.8,6.465,2.265
9.82,6.63,2.27
9.84,6.9,2.275
9.86,7.08,2.28
9.88,7.215,2.285
9.9,7.365,2.29
9.92,7.56,2.295
9.94,7.755,2.3
9.96,7.965,2.305
9.98,8.16,2.31
10,8.355,2.315
10.02,8.55,2.32
10.04,8.745,2.325
10.06,8.94,2.33
10.08,9.135,2.335
10.1,9.315,2.34
10.12,9.51,2.345
10.14,9.69,2.35
10.16,9.87,2.355
10.18,10.035,2.36
10.2,10.2,2.365
10.22,10.35,2.37
10.24,10.485,2.375
10.26,10.605,2.38
10.28,10.725,2.385
10.3,10.815,2.39
10.32,10.92,2.395
10.34,10.995,2.4
10.36,11.07,2.405
10.38,11.13,2.41
10.4,11.175,2.415
10.42,11.22,2.42
10.44,11.235,2.425
10.46,11.25,2.43
10.48,11.235,2.435
10.5,11.205,2.44
10.52,11.175,2.445
10.54,11.115,2.45
10.56,11.055,2.455
10.58,10.965,2.46
10.6,10.875,2.465
10.62,10.785,2.47
10.64,10.68,2.475
10.66,10.59,2.48
10.68,10.47,2.485
10.7,10.365,2.49
10.72,10.275,2.495
10.74,10.17,2.5
10.76,10.05,2.505
10.78,9.93,2.51
10.8,9.825,2.515
10.82,9.705,2.52
10.84,9.6,2.525
10.86,9.48,2.53
10.88,9.36,2.535
10.9,9.255,2.54
10.92,9.165,2.545
10.94,9.075,2.55
10.96,8.985,2.555
10.98,8.955,2.56
11,8.835,2.565
11.02,8.76,2.57
11.04,8.7,2.575
11.06,8.655,2.58
11.08,8.595,2.585
11.1,8.535,2.585
11.12,8.505,2.595
11.14,8.46,2.6
11.16,8.4,2.605
11.18,8.37,2.605
11.2,8.34,2.615
11.22,8.31,2.62
11.24,8.28,2.625
11.26,8.265,2.63
11.28,8.25,2.635
11.3,8.235,2.64
11.32,8.205,2.645
11.34,8.205,2.65
11.36,8.205,2.65
11.38,8.205,2.66
11.4,8.205,2.665
11.42,8.22,2.665
11.44,8.235,2.675
11.46,8.34,2.68
11.48,8.31,2.685
11.5,8.55,2.69
11.52,8.4,2.695
11.54,8.445,2.695
11.56,8.52,2.705
11.58,8.595,2.71
11.6,8.685,2.715
11.62,8.76,2.72
11.64,8.865,2.725
11.66,8.97,2.73
11.68,9.075,2.73
11.7,9.195,2.74
11.72,9.33,2.74
11.74,9.45,2.75
11.76,9.6,2.755
11.78,9.735,2.76
11.8,9.9,2.76
11.82,10.065,2.765
11.84,10.23,2.77
11.86,10.425,2.78
11.88,10.605,2.785
11.9,10.8,2.79
11.92,10.98,2.79
11.94,11.16,2.8
11.96,11.355,2.805
11.98,11.55,2.81
12,11.73,2.815
12.02,11.925,2.815
12.04,12.105,2.825
12.06,12.255,2.83
12.08,12.39,2.835
12.1,12.42,2.835
12.12,12.42,2.845
12.14,12.42,2.85
12.16,12.42,2.855
12.18,12.42,2.86
12.2,12.42,2.86
12.22,12.42,2.87
12.24,12.42,2.87
12.26,12.42,2.875
12.28,12.42,2.885
12.3,12.42,2.885
12.32,12.42,2.89
12.34,12.42,2.895
12.36,12.42,2.9
12.38,12.42,2.905
12.4,12.42,2.91
12.42,12.42,2.915
12.44,12.42,2.925
12.46,12.42,2.925
12.48,12.42,2.93
12.5,12.42,2.935
12.52,12.42,2.94
12.54,12.42,2.945
12.56,12.42,2.95
12.58,12.42,2.955
12.6,12.42,2.96
12.62,12.42,2.97
12.64,12.42,2.97
12.66,12.42,2.98
12.68,12.42,2.985
12.7,12.42,2.985
12.72,12.42,2.995
12.74,12.42,3
12.76,12.42,3.005
12.78,12.42,3.01
12.8,12.42,3.01
12.82,12.42,3.015
12.84,12.42,3.02
12.86,12.42,3.025
12.88,12.42,3.035
12.9,12.42,3.04
12.92,12.435,3.04
12.94,12.42,3.05
12.96,12.42,3.05
12.98,12.42,3.055
13,12.42,3.06
13.02,12.42,3.065
13.04,12.42,3.07
13.06,12.42,3.075
13.08,12.42,3.08
13.1,12.42,3.085
13.12,12.42,3.09
13.14,12.42,3.095
13.16,12.42,3.1
13.18,12.42,3.105
13.2,12.42,3.11
13.22,12.42,3.115
13.24,12.42,3.12
13.26,12.42,3.125
13.28,12.42,3.135
13.3,12.42,3.135
13.32,12.42,3.14
13.34,12.435,3.145
13.36,12.42,3.15
13.38,12.42,3.155
13.4,12.42,3.16
13.42,12.42,3.165
13.44,12.42,3.17
13.46,12.42,3.175
13.48,12.42,3.18
13.5,12.42,3.19
13.52,12.42,3.19
13.54,12.42,3.195
13.56,12.42,3.2
13.58,12.435,3.205
13.6,12.42,3.21
13.62,12.42,3.21
13.64,12.42,3.21
13.66,12.42,3.21
13.68,12.42,3.21
13.7,12.42,3.21
13.72,12.42,3.21
13.74,12.42,3.21
13.76,12.42,3.21
13.78,12.42,3.21
13.8,12.42,3.205
13.82,12.42,3.21
13.84,12.42,3.21
13.86,12.42,3.21
13.88,12.42,3.21
13.9,12.42,3.21
13.92,12.42,3.205
13.94,12.42,3.21
13.96,12.42,3.21
13.98,12.42,3.205
14,12.42,3.21
14.02,12.42,3.205
14.04,12.42,3.21
14.06,12.42,3.21
14.08,12.42,3.21
14.1,12.42,3.21
14.12,12.42,3.205
14.14,12.42,3.205
14.16,12.42,3.21
14.18,12.42,3.21
14.2,12.42,3.21
14.22,12.42,3.21
14.24,12.42,3.205
14.26,12.42,3.21
14.28,12.42,3.21
14.3,12.42,3.21
14.32,12.435,3.21
14.34,12.42,3.21
14.36,12.42,3.205
14.38,12.42,3.205
14.4,12.42,3.21
14.42,12.42,3.205
14.44,12.42,3.21
14.46,12.42,3.21
14.48,12.42,3.21
14.5,12.42,3.205
14.52,12.42,3.21
14.54,12.42,3.21
14.56,12.42,3.21
14.58,12.42,3.21
14.6,12.42,3.21
14.62,12.42,3.21
14.64,12.42,3.21
14.66,12.42,3.21
14.68,12.42,3.21
14.7,12.42,3.21
14.72,12.42,3.21
14.74,12.42,3.205
14.76,12.42,3.21
14.78,12.42,3.21
14.8,12.42,3.205
14.82,12.42,3.21
14.84,12.42,3.21
14.86,12.42,3.21
14.88,12.42,3.21
14.9,12.42,3.21
14.92,12.42,3.21
14.94,12.42,3.21
14.96,12.42,3.21
14.98,12.42,3.21
15,12.42,3.21
