Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
3.62,0.945,0.755
3.64,0.99,0.76
3.66,1.05,0.765
3.68,1.11,0.77
3.7,1.17,0.775
3.72,1.245,0.78
3.74,1.305,0.785
3.76,1.38,0.79
3.78,1.455,0.795
3.8,1.515,0.8
3.82,1.59,0.805
3.84,1.665,0.81
3.86,1.74,0.815
3.88,1.815,0.82
3.9,1.905,0.825
3.92,1.98,0.83
3.94,2.07,0.835
3.96,2.145,0.84
3.98,2.25,0.845
4,2.325,0.85
4.02,2.4,0.855
4.04,2.49,0.86
4.06,2.565,0.865
4.08,2.64,0.87
4.1,2.715,0.875
4.12,2.775,0.88
4.14,2.835,0.885
4.16,2.865,0.89
4.18,2.895,0.895
4.2,2.88,0.9
4.22,2.865,0.905
4.24,2.82,0.91
4.26,2.76,0.915
4.28,2.67,0.92
4.3,2.58,0.925
4.32,2.46,0.93
4.34,2.34,0.935
4.36,2.22,0.94
4.38,2.1,0.945
4.4,1.98,0.95
4.42,1.875,0.955
4.44,1.77,0.96
4.46,1.65,0.965
4.48,1.545,0.97
4.5,1.44,0.97
4.52,1.32,0.975
4.54,1.2,0.985
4.56,1.095,0.99
4.58,0.975,0.995
4.6,0.885,0.995
4.62,0.78,1
4.64,0.705,1.005
4.66,0.63,1.01
4.68,0.57,1.015
4.7,0.525,1.025
4.72,0.48,1.03
4.74,0.435,1.03
4.76,0.39,1.035
4.78,0.36,1.045
4.8,0.345,1.045
4.82,0.315,1.05
4.84,0.315,1.06
4.86,0.3,1.06
4.88,0.3,1.07
4.9,0.3,1.075
4.92,0.3,1.08
4.94,0.315,1.085
4.96,0.33,1.09
4.98,0.345,1.095
5,0.36,1.1
5.02,0.39,1.1
5.04,0.42,1.11
5.06,0.435,1.11
5.08,0.45,1.12
5.1,0.48,1.125
5.12,0.51,1.125
5.14,0.555,1.13
5.16,0.6,1.135
5.18,0.645,1.145
5.2,0.705,1.145
5.22,0.765,1.15
5.24,0.825,1.155
5.26,0.885,1.16
5.28,0.93,1.165
5.3,0.99,1.17
5.32,1.05,1.175
5.34,1.125,1.18
5.36,1.185,1.185
5.38,1.26,1.19
5.4,1.335,1.195
5.42,1.425,1.205
5.44,1.5,1.205
5.46,1.59,1.21
5.48,1.68,1.215
5.5,1.77,1.22
5.52,1.86,1.225
5.54,1.95,1.23
5.56,2.055,1.235
5.58,2.145,1.24
5.6,2.25,1.245
5.62,2.37,1.255
5.64,2.475,1.255
5.66,2.595,1.26
5.68,2.715,1.265
5.7,2.835,1.27
5.72,2.955,1.275
5.74,3.075,1.28
5.76,3.195,1.285
5.78,3.33,1.29
5.8,3.465,1.295
5.82,3.6,1.3
5.84,3.735,1.305
5.86,3.87,1.31
5.88,4.005,1.32
5.9,4.155,1.32
5.92,4.305,1.325
5.94,4.44,1.33
5.96,4.59,1.335
5.98,4.725,1.34
6,4.86,1.345
6.02,5.01,1.355
6.04,5.145,1.355
6.06,5.265,1.36
6.08,5.37,1.365
6.1,5.46,1.37
6.12,5.55,1.375
6.14,5.61,1.38
6.16,5.655,1.385
6.18,5.67,1.39
6.2,5.67,1.395
6.22,5.64,1.4
6.24,5.58,1.405
6.26,5.505,1.415
6.28,5.415,1.415
6.3,5.31,1.42
6.32,5.19,1.43
6.34,5.055,1.435
6.36,4.92,1.44
6.38,4.77,1.44
6.4,4.62,1.445
6.42,4.47,1.45
6.44,4.32,1.455
6.46,4.14,1.46
6.48,3.945,1.465
6.5,3.765,1.47
6.52,3.555,1.475
6.54,3.36,1.48
6.56,3.15,1.485
6.58,2.955,1.49
6.6,2.76,1.495
6.62,2.58,1.5
6.64,2.43,1.505
6.66,2.28,1.51
6.68,2.16,1.515
6.7,2.04,1.52
6.72,1.95,1.525
6.74,1.845,1.53
6.76,1.755,1.535
6.78,1.665,1.54
6.8,1.59,1.545
6.82,1.53,1.555
6.84,1.47,1.555
6.86,1.44,1.56
6.88,1.41,1.57
6.9,1.395,1.57
6.92,1.38,1.575
6.94,1.365,1.585
6.96,1.365,1.585
6.98,1.365,1.59
7,1.365,1.595
7.02,1.365,1.6
7.04,1.38,1.605
7.06,1.41,1.61
7.08,1.44,1.615
7.1,1.47,1.62
7.12,1.515,1.625
7.14,1.56,1.63
7.16,1.62,1.635
7.18,1.68,1.64
7.2,1.74,1.645
7.22,1.8,1.65
7.24,1.86,1.655
7.26,1.92,1.66
7.28,1.98,1.665
7.3,2.055,1.67
7.32,2.145,1.675
7.34,2.22,1.68
7.36,2.31,1.685
7.38,2.415,1.69
7.4,2.52,1.695
7.42,2.625,1.7
7.44,2.745,1.705
7.46,2.85,1.71
7.48,2.97,1.715
7.5,3.09,1.72
7.52,3.21,1.725
7.54,3.345,1.73
7.56,3.465,1.735
7.58,3.615,1.74
7.6,3.765,1.745
7.62,3.9,1.75
7.64,4.065,1.755
7.66,4.215,1.76
7.68,4.38,1.765
7.7,4.545,1.77
7.72,4.71,1.775
7.74,4.86,1.78
7.76,5.04,1.785
7.78,5.205,1.79
7.8,5.37,1.795
7.82,5.58,1.8
7.84,5.73,1.805
7.86,5.91,1.81
7.88,6.09,1.815
7.9,6.285,1.82
7.92,6.465,1.825
7.94,6.66,1.83
7.96,6.84,1.835
7.98,7.005,1.84
8,7.185,1.845
8.02,7.335,1.85
8.04,7.5,1.855
8.06,7.65,1.86
8.08,7.785,1.865
8.1,7.905,1.87
8.12,8.01,1.875
8.14,8.115,1.88
8.16,8.175,1.885
8.18,8.235,1.89
8.2,8.265,1.895
8.22,8.28,1.9
8.24,8.28,1.905
8.26,8.265,1.91
8.28,8.235,1.915
8.3,8.19,1.92
8.32,8.13,1.925
8.34,8.055,1.93
8.36,7.965,1.935
8.38,7.875,1.94
8.4,7.74,1.945
8.42,7.62,1.95
8.44,7.47,1.955
8.46,7.305,1.96
8.48,7.125,1.965
8.5,6.93,1.97
8.52,6.735,1.975
8.54,6.525,1.98
8.56,6.315,1.985
8.58,6.12,1.99
8.6,5.94,1.995
8.62,5.76,2
8.64,5.595,2.005
8.66,5.43,2.01
8.68,5.295,2.015
8.7,5.13,2.02
8.72,4.995,2.025
8.74,4.86,2.03
8.76,4.725,2.035
8.78,4.59,2.04
8.8,4.455,2.045
8.82,4.35,2.05
8.84,4.26,2.055
8.86,4.17,2.06
8.88,4.095,2.065
8.9,4.035,2.07
8.92,3.975,2.075
8.94,3.93,2.08
8.96,3.885,2.085
8.98,3.84,2.09
9,3.81,2.095
9.02,3.78,2.1
9.04,3.765,2.105
9.06,3.75,2.11
9.08,3.765,2.115
9.1,3.765,2.12
9.12,3.765,2.125
9.14,3.78,2.13
9.16,3.795,2.135
9.18,3.825,2.14
9.2,3.84,2.145
9.22,3.855,2.15
9.24,3.885,2.155
9.26,3.915,2.16
9.28,3.96,2.165
9.3,4.02,2.17
9.32,4.08,2.175
9.34,4.14,2.18
9.36,4.2,2.185
9.38,4.29,2.19
9.4,4.365,2.195
9.42,4.47,2.2
9.44,4.56,2.205
9.46,4.665,2.21
9.48,4.755,2.215
9.5,4.875,2.22
9.52,4.995,2.225
9.54,5.13,2.23
9.56,5.265,2.235
9.58,5.4,2.24
9.6,5.55,2.245
9.62,5.7,2.25
9.64,5.865,2.255
9.66,6.03,2.26
9.68,6.18,2.265
9.7,6.345,2.27
9.72,6.51,2.275
9.74,6.69,2.28
9.76,6.87,2.285
9.78,7.05,2.29
9.8,7.245,2.295
9.82,7.44,2.3
9.84,7.635,2.305
9.86,7.83,2.31
9.88,8.025,2.315
9.9,8.22,2.32
9.92,8.415,2.325
9.94,8.595,2.33
9.96,8.775,2.335
9.98,8.955,2.34
10,9.15,2.345
10.02,9.315,2.35
10.04,9.495,2.355
10.06,9.66,2.36
10.08,9.825,2.365
10.1,9.975,2.37
10.12,10.125,2.375
10.14,10.26,2.38
10.16,10.365,2.385
10.18,10.455,2.39
10.2,10.545,2.395
10.22,10.62,2.4
10.24,10.71,2.405
10.26,10.755,2.405
10.28,10.815,2.415
10.3,10.86,2.42
10.32,10.89,2.42
10.34,10.89,2.43
10.36,10.89,2.43
10.38,10.875,2.435
10.4,10.845,2.44
10.42,10.785,2.45
10.44,10.71,2.455
10.46,10.65,2.455
10.48,10.56,2.46
10.5,10.47,2.47
10.52,10.38,2.475
10.54,10.275,2.475
10.56,10.17,2.485
10.58,10.065,2.49
10.6,9.96,2.49
10.62,9.87,2.5
10.64,9.75,2.5
10.66,9.645,2.51
10.68,9.525,2.515
10.7,9.435,2.52
10.72,9.315,2.525
10.74,9.195,2.525
10.76,9.105,2.535
10.78,8.985,2.54
10.8,8.895,2.545
10.82,8.805,2.545
10.84,8.73,2.555
10.86,8.64,2.56
10.88,8.58,2.56
10.9,8.505,2.565
10.92,8.445,2.57
10.94,8.4,2.575
10.96,8.34,2.58
10.98,8.295,2.585
11,8.25,2.59
11.02,8.205,2.595
11.04,8.175,2.6
11.06,8.13,2.605
11.08,8.1,2.61
11.1,8.07,2.615
11.12,8.055,2.62
11.14,8.025,2.625
11.16,8.01,2.63
11.18,7.995,2.635
11.2,7.98,2.64
11.22,7.98,2.645
11.24,7.965,2.65
11.26,7.98,2.655
11.28,7.98,2.66
11.3,7.98,2.67
11.32,7.995,2.67
11.34,8.025,2.68
11.36,8.055,2.685
11.38,8.085,2.69
11.4,8.145,2.695
11.42,8.175,2.695
11.44,8.25,2.705
11.46,8.31,2.705
11.48,8.4,2.71
11.5,8.49,2.715
11.52,8.595,2.72
11.54,8.685,2.725
11.56,8.775,2.73
11.58,8.895,2.735
11.6,9.03,2.74
11.62,9.15,2.745
11.64,9.27,2.75
11.66,9.42,2.755
11.68,9.57,2.76
11.7,9.735,2.765
11.72,9.9,2.77
11.74,10.065,2.775
11.76,10.245,2.78
11.78,10.44,2.785
11.8,10.605,2.79
11.82,10.8,2.795
11.84,10.98,2.8
11.86,11.16,2.805
11.88,11.355,2.81
11.9,11.535,2.815
11.92,11.73,2.825
11.94,11.91,2.83
11.96,12.105,2.83
11.98,12.3,2.84
12,12.42,2.84
12.02,12.42,2.845
12.04,12.42,2.855
12.06,12.42,2.86
12.08,12.435,2.86
12.1,12.42,2.865
12.12,12.42,2.87
12.14,12.42,2.875
12.16,12.42,2.88
12.18,12.42,2.885
12.2,12.42,2.89
12.22,12.435,2.895
12.24,12.42,2.9
12.26,12.42,2.905
12.28,12.42,2.91
12.3,12.42,2.915
12.32,12.42,2.92
12.34,12.42,2.925
12.36,12.42,2.93
12.38,12.42,2.935
12.4,12.42,2.94
12.42,12.42,2.945
12.44,12.42,2.95
12.46,12.42,2.955
12.48,12.435,2.96
12.5,12.435,2.965
12.52,12.42,2.97
12.54,12.435,2.975
12.56,12.42,2.98
12.58,12.42,2.985
12.6,12.42,2.99
12.62,12.42,2.995
12.64,12.42,3
12.66,12.435,3.005
12.68,12.42,3.01
12.7,12.42,3.015
12.72,12.42,3.02
12.74,12.42,3.025
12.76,12.42,3.03
12.78,12.42,3.035
12.8,12.42,3.04
12.82,12.42,3.045
12.84,12.42,3.05
12.86,12.42,3.055
12.88,12.435,3.06
12.9,12.435,3.065
12.92,12.42,3.07
12.94,12.435,3.075
12.96,12.42,3.08
12.98,12.435,3.085
13,12.42,3.09
13.02,12.42,3.095
13.04,12.42,3.1
13.06,12.42,3.105
13.08,12.42,3.11
13.1,12.42,3.115
13.12,12.42,3.12
13.14,12.435,3.125
13.16,12.42,3.13
13.18,12.42,3.135
13.2,12.42,3.14
13.22,12.435,3.145
13.24,12.42,3.15
13.26,12.42,3.155
13.28,12.42,3.16
13.3,12.42,3.165
13.32,12.42,3.17
13.34,12.42,3.175
13.36,12.435,3.18
13.38,12.42,3.185
13.4,12.42,3.19
13.42,12.42,3.195
13.44,12.42,3.2
13.46,12.42,3.205
13.48,12.435,3.21
13.5,12.42,3.21
13.52,12.42,3.21
13.54,12.42,3.21
13.56,12.42,3.21
13.58,12.42,3.205
13.6,12.42,3.21
13.62,12.42,3.21
13.64,12.42,3.21
13.66,12.42,3.21
13.68,12.42,3.205
13.7,12.42,3.21
13.72,12.42,3.205
13.74,12.435,3.21
13.76,12.42,3.21
13.78,12.42,3.21
13.8,12.42,3.21
13.82,12.42,3.21
13.84,12.42,3.21
13.86,12.42,3.205
13.88,12.42,3.21
13.9,12.42,3.205
13.92,12.42,3.21
13.94,12.42,3.21
13.96,12.42,3.21
13.98,12.42,3.205
14,12.42,3.21
14.02,12.42,3.21
14.04,12.42,3.205
14.06,12.42,3.21
14.08,12.42,3.21
14.1,12.435,3.205
14.12,12.435,3.205
14.14,12.42,3.21
14.16,12.42,3.21
14.18,12.435,3.21
14.2,12.42,3.21
14.22,12.42,3.205
14.24,12.435,3.21
14.26,12.435,3.21
14.28,12.435,3.21
14.3,12.42,3.21
14.32,12.42,3.21
14.34,12.42,3.21
14.36,12.42,3.21
14.38,12.42,3.21
14.4,12.42,3.21
14.42,12.42,3.21
14.44,12.435,3.21
14.46,12.42,3.21
14.48,12.42,3.205
14.5,12.42,3.205
14.52,12.42,3.21
14.54,12.42,3.21
14.56,12.42,3.21
14.58,12.42,3.21
14.6,12.42,3.205
14.62,12.42,3.21
14.64,12.42,3.21
14.66,12.42,3.21
14.68,12.42,3.21
14.7,12.42,3.205
14.72,12.435,3.21
14.74,12.42,3.21
14.76,12.42,3.205
14.78,12.42,3.21
14.8,12.42,3.21
14.82,12.42,3.21
14.84,12.435,3.21
14.86,12.42,3.21
14.88,12.435,3.21
14.9,12.42,3.21
14.92,12.42,3.21
14.94,12.42,3.21
14.96,12.42,3.205
14.98,12.42,3.21
15,12.42,3.21
