Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
2.18,0.03,0.295
2.2,0.03,0.305
2.22,0.03,0.31
2.24,0.035,0.315
2.26,0.04,0.315
2.28,0.04,0.32
2.3,0.04,0.325
2.32,0.04,0.33
2.34,0.05,0.335
2.36,0.05,0.34
2.38,0.055,0.345
2.4,0.055,0.35
2.42,0.06,0.355
2.44,0.065,0.36
2.46,0.07,0.365
2.48,0.07,0.37
2.5,0.075,0.375
2.52,0.08,0.38
2.54,0.085,0.385
2.56,0.085,0.39
2.58,0.09,0.395
2.6,0.09,0.4
2.62,0.09,0.405
2.64,0.085,0.41
2.66,0.08,0.415
2.68,0.08,0.42
2.7,0.075,0.425
2.72,0.07,0.43
2.74,0.06,0.435
2.76,0.055,0.44
2.78,0.05,0.445
2.8,0.045,0.45
2.82,0.04,0.455
2.84,0.035,0.46
2.86,0.035,0.465
2.88,0.03,0.47
2.9,0.03,0.475
2.92,0.025,0.48
2.94,0.025,0.485
2.96,0.025,0.49
2.98,0.025,0.495
3,0.02,0.5
3.02,0.02,0.505
3.04,0.02,0.51
3.06,0.02,0.515
3.08,0.02,0.52
3.1,0.02,0.525
3.12,0.015,0.53
3.14,0.015,0.535
3.16,0.015,0.54
3.18,0.015,0.545
3.2,0.015,0.55
3.22,0.015,0.555
3.24,0.015,0.56
3.26,0.015,0.565
3.28,0.015,0.57
3.3,0.015,0.575
3.32,0.02,0.58
3.34,0.015,0.585
3.36,0.02,0.59
3.38,0.015,0.595
3.4,0.02,0.6
3.42,0.02,0.605
3.44,0.02,0.61
3.46,0.02,0.615
3.48,0.025,0.62
3.5,0.025,0.625
3.52,0.025,0.63
3.54,0.03,0.635
3.56,0.03,0.64
3.58,0.035,0.645
3.6,0.035,0.65
3.62,0.04,0.655
3.64,0.04,0.66
3.66,0.045,0.665
3.68,0.05,0.67
3.7,0.055,0.675
3.72,0.055,0.68
3.74,0.06,0.685
3.76,0.06,0.69
3.78,0.07,0.695
3.8,0.08,0.7
3.82,0.09,0.705
3.84,0.095,0.71
3.86,0.105,0.715
3.88,0.115,0.72
3.9,0.12,0.725
3.92,0.135,0.73
3.94,0.15,0.735
3.96,0.16,0.74
3.98,0.17,0.745
4,0.19,0.75
4.02,0.2,0.755
4.04,0.22,0.76
4.06,0.235,0.765
4.08,0.255,0.77
4.1,0.275,0.775
4.12,0.295,0.78
4.14,0.31,0.785
4.16,0.33,0.79
4.18,0.355,0.795
4.2,0.375,0.8
4.22,0.4,0.805
4.24,0.42,0.81
4.26,0.445,0.815
4.28,0.465,0.815
4.3,0.49,0.825
4.32,0.515,0.83
4.34,0.54,0.835
4.36,0.57,0.84
4.38,0.595,0.845
4.4,0.615,0.85
4.42,0.635,0.855
4.44,0.66,0.86
4.46,0.68,0.86
4.48,0.695,0.87
4.5,0.705,0.875
4.52,0.715,0.88
4.54,0.72,0.885
4.56,0.72,0.89
4.58,0.705,0.89
4.6,0.69,0.895
4.62,0.66,0.905
4.64,0.63,0.905
4.66,0.595,0.915
4.68,0.555,0.92
4.7,0.515,0.925
4.72,0.475,0.93
4.74,0.435,0.935
4.76,0.395,0.94
4.78,0.36,0.945
4.8,0.325,0.945
4.82,0.295,0.95
4.84,0.265,0.96
4.86,0.24,0.965
4.88,0.21,0.965
4.9,0.185,0.97
4.92,0.16,0.975
4.94,0.14,0.98
4.96,0.12,0.985
4.98,0.105,0.99
5,0.095,0.995
5.02,0.08,1.005
5.04,0.075,1.005
5.06,0.07,1.015
5.08,0.065,1.015
5.1,0.055,1.025
5.12,0.055,1.025
5.14,0.05,1.03
5.16,0.045,1.035
5.18,0.045,1.04
5.2,0.04,1.045
5.22,0.04,1.05
5.24,0.04,1.06
5.26,0.04,1.06
5.28,0.04,1.065
5.3,0.045,1.075
5.32,0.045,1.08
5.34,0.045,1.085
5.36,0.05,1.085
5.38,0.05,1.09
5.4,0.055,1.095
5.42,0.055,1.105
5.44,0.055,1.105
5.46,0.065,1.115
5.48,0.07,1.115
5.5,0.08,1.12
5.52,0.08,1.125
5.54,0.095,1.13
5.56,0.1,1.135
5.58,0.115,1.14
5.6,0.125,1.145
5.62,0.14,1.15
5.64,0.155,1.155
5.66,0.165,1.16
5.68,0.185,1.165
5.7,0.2,1.17
5.72,0.22,1.175
5.74,0.24,1.18
5.76,0.265,1.185
5.78,0.28,1.19
5.8,0.31,1.195
5.82,0.335,1.2
5.84,0.36,1.205
5.86,0.385,1.21
5.88,0.415,1.215
5.9,0.44,1.22
5.92,0.47,1.225
5.94,0.505,1.23
5.96,0.535,1.235
5.98,0.57,1.24
6,0.6,1.245
6.02,0.635,1.25
6.04,0.665,1.255
6.06,0.71,1.26
6.08,0.745,1.265
6.1,0.785,1.27
6.12,0.82,1.275
6.14,0.865,1.28
6.16,0.9,1.285
6.18,0.945,1.29
6.2,0.99,1.295
6.22,1.03,1.3
6.24,1.075,1.305
6.26,1.115,1.31
6.28,1.16,1.315
6.3,1.2,1.32
6.32,1.25,1.325
6.34,1.29,1.33
6.36,1.33,1.335
6.38,1.37,1.34
6.4,1.41,1.345
6.42,1.44,1.35
6.44,1.47,1.36
6.46,1.49,1.36
6.48,1.505,1.365
6.5,1.505,1.37
6.52,1.5,1.375
6.54,1.485,1.38
6.56,1.465,1.385
6.58,1.435,1.39
6.6,1.39,1.395
6.62,1.34,1.405
6.64,1.285,1.405
6.66,1.235,1.41
6.68,1.18,1.42
6.7,1.125,1.425
6.72,1.065,1.425
6.74,1.01,1.435
6.76,0.955,1.435
6.78,0.905,1.445
6.8,0.845,1.445
6.82,0.79,1.45
6.84,0.735,1.455
6.86,0.675,1.46
6.88,0.62,1.465
6.9,0.56,1.47
6.92,0.505,1.475
6.94,0.455,1.48
6.96,0.41,1.485
6.98,0.365,1.49
7,0.33,1.495
7.02,0.3,1.5
7.04,0.27,1.505
7.06,0.245,1.51
7.08,0.22,1.515
7.1,0.2,1.52
7.12,0.18,1.525
7.14,0.165,1.53
7.16,0.15,1.535
7.18,0.145,1.54
7.2,0.14,1.545
7.22,0.13,1.55
7.24,0.125,1.555
7.26,0.125,1.56
7.28,0.125,1.565
7.3,0.13,1.57
7.32,0.13,1.575
7.34,0.13,1.58
7.36,0.135,1.585
7.38,0.14,1.59
7.4,0.145,1.595
7.42,0.155,1.6
7.44,0.165,1.605
7.46,0.17,1.61
7.48,0.185,1.615
7.5,0.195,1.62
7.52,0.215,1.625
7.54,0.235,1.63
7.56,0.26,1.635
7.58,0.275,1.64
7.6,0.3,1.645
7.62,0.32,1.65
7.64,0.35,1.655
7.66,0.375,1.66
7.68,0.4,1.665
7.7,0.43,1.67
7.72,0.46,1.675
7.74,0.49,1.68
7.76,0.515,1.685
7.78,0.56,1.69
7.8,0.595,1.695
7.82,0.635,1.7
7.84,0.665,1.705
7.86,0.71,1.71
7.88,0.75,1.715
7.9,0.8,1.72
7.92,0.84,1.725
7.94,0.885,1.73
7.96,0.93,1.735
7.98,0.975,1.74
8,1.025,1.745
8.02,1.075,1.75
8.04,1.13,1.755
8.06,1.185,1.76
8.08,1.235,1.765
8.1,1.285,1.77
8.12,1.345,1.775
8.14,1.4,1.78
8.16,1.46,1.785
8.18,1.515,1.79
8.2,1.58,1.795
8.22,1.635,1.8
8.24,1.695,1.805
8.26,1.75,1.81
8.28,1.81,1.815
8.3,1.865,1.82
8.32,1.925,1.825
8.34,1.975,1.83
8.36,2.02,1.835
8.38,2.065,1.84
8.4,2.1,1.845
8.42,2.135,1.85
8.44,2.16,1.855
8.46,2.18,1.86
8.48,2.185,1.865
8.5,2.19,1.87
8.52,2.18,1.875
8.54,2.17,1.88
8.56,2.15,1.885
8.58,2.12,1.89
8.6,2.085,1.895
8.62,2.045,1.9
8.64,2.01,1.905
8.66,1.965,1.91
8.68,1.92,1.915
8.7,1.865,1.92
8.72,1.805,1.925
8.74,1.75,1.93
8.76,1.685,1.935
8.78,1.615,1.94
8.8,1.57,1.945
8.82,1.475,1.95
8.84,1.395,1.955
8.86,1.315,1.96
8.88,1.245,1.965
8.9,1.17,1.97
8.92,1.105,1.975
8.94,1.04,1.98
8.96,0.98,1.985
8.98,0.93,1.99
9,0.875,1.995
9.02,0.825,2
9.04,0.78,2.005
9.06,0.735,2.01
9.08,0.69,2.015
9.1,0.65,2.02
9.12,0.61,2.025
9.14,0.58,2.03
9.16,0.55,2.035
9.18,0.525,2.04
9.2,0.505,2.045
9.22,0.485,2.05
9.24,0.47,2.055
9.26,0.46,2.06
9.28,0.45,2.065
9.3,0.44,2.07
9.32,0.435,2.075
9.34,0.425,2.08
9.36,0.42,2.085
9.38,0.42,2.09
9.4,0.425,2.095
9.42,0.43,2.1
9.44,0.44,2.105
9.46,0.445,2.11
9.48,0.455,2.115
9.5,0.47,2.12
9.52,0.49,2.125
9.54,0.505,2.13
9.56,0.52,2.135
9.58,0.54,2.14
9.6,0.555,2.145
9.62,0.575,2.15
9.64,0.6,2.155
9.66,0.63,2.16
9.68,0.655,2.165
9.7,0.69,2.17
9.72,0.715,2.175
9.74,0.755,2.18
9.76,0.795,2.185
9.78,0.835,2.19
9.8,0.875,2.195
9.82,0.92,2.2
9.84,0.955,2.205
9.86,0.995,2.21
9.88,1.05,2.215
9.9,1.095,2.22
9.92,1.145,2.225
9.94,1.195,2.23
9.96,1.25,2.235
9.98,1.3,2.24
10,1.365,2.245
10.02,1.425,2.25
10.04,1.485,2.255
10.06,1.545,2.26
10.08,1.605,2.265
10.1,1.665,2.27
10.12,1.73,2.275
10.14,1.8,2.275
10.16,1.865,2.285
10.18,1.93,2.29
10.2,2,2.295
10.22,2.055,2.3
10.24,2.125,2.305
10.26,2.2,2.31
10.28,2.26,2.315
10.3,2.325,2.32
10.32,2.385,2.325
10.34,2.425,2.33
10.36,2.485,2.335
10.38,2.535,2.34
10.4,2.575,2.345
10.42,2.615,2.35
10.44,2.645,2.355
10.46,2.665,2.36
10.48,2.685,2.365
10.5,2.7,2.37
10.52,2.715,2.375
10.54,2.715,2.38
10.56,2.72,2.385
10.58,2.71,2.39
10.6,2.695,2.395
10.62,2.68,2.4
10.64,2.665,2.405
10.66,2.63,2.41
10.68,2.595,2.415
10.7,2.555,2.42
10.72,2.5,2.425
10.74,2.45,2.43
10.76,2.4,2.435
10.78,2.335,2.44
10.8,2.25,2.445
10.82,2.21,2.45
10.84,2.145,2.455
10.86,2.065,2.46
10.88,2.015,2.465
10.9,1.955,2.47
10.92,1.89,2.475
10.94,1.84,2.48
10.96,1.775,2.485
10.98,1.715,2.49
11,1.665,2.495
11.02,1.61,2.5
11.04,1.55,2.505
11.06,1.495,2.51
11.08,1.445,2.515
11.1,1.385,2.52
11.12,1.35,2.525
11.14,1.305,2.53
11.16,1.26,2.535
11.18,1.235,2.54
11.2,1.205,2.545
11.22,1.17,2.55
11.24,1.15,2.555
11.26,1.13,2.56
11.28,1.105,2.565
11.3,1.08,2.57
11.32,1.065,2.57
11.34,1.055,2.58
11.36,1.03,2.585
11.38,1.03,2.59
11.4,1.02,2.595
11.42,1.015,2.6
11.44,1.01,2.6
11.46,1.005,2.61
11.48,1,2.615
11.5,1.01,2.615
11.52,1.005,2.625
11.54,1.01,2.63
11.56,1.015,2.635
11.58,1.02,2.64
11.6,1.025,2.645
11.62,1.045,2.65
11.64,1.06,2.655
11.66,1.08,2.66
11.68,1.105,2.665
11.7,1.125,2.67
11.72,1.15,2.675
11.74,1.185,2.68
11.76,1.215,2.685
11.78,1.245,2.69
11.8,1.28,2.695
11.82,1.315,2.7
11.84,1.35,2.705
11.86,1.395,2.71
11.88,1.44,2.715
11.9,1.48,2.715
11.92,1.53,2.725
11.94,1.585,2.73
11.96,1.635,2.735
11.98,1.69,2.74
12,1.75,2.74
12.02,1.805,2.75
12.04,1.86,2.755
12.06,1.925,2.755
12.08,1.98,2.76
12.1,2.045,2.77
12.12,2.11,2.775
12.14,2.175,2.78
12.16,2.245,2.78
12.18,2.275,2.79
12.2,2.42,2.795
12.22,2.445,2.8
12.24,2.51,2.805
12.26,2.575,2.81
12.28,2.635,2.81
12.3,2.695,2.82
12.32,2.755,2.825
12.34,2.81,2.83
12.36,2.87,2.835
12.38,2.925,2.84
12.4,2.97,2.845
12.42,3.02,2.85
12.44,3.06,2.855
12.46,3.1,2.86
12.48,3.145,2.865
12.5,3.125,2.87
12.52,3.19,2.875
12.54,3.215,2.88
12.56,3.23,2.885
12.58,3.25,2.885
12.6,3.255,2.895
12.62,3.265,2.9
12.64,3.26,2.9
12.66,3.255,2.905
12.68,3.245,2.915
12.7,3.225,2.915
12.72,3.2,2.92
12.74,3.18,2.925
12.76,3.15,2.935
12.78,3.11,2.935
12.8,3.08,2.945
12.82,3.04,2.945
12.84,3.01,2.95
12.86,2.965,2.96
12.88,2.93,2.965
12.9,2.88,2.965
12.92,2.84,2.97
12.94,2.795,2.98
12.96,2.74,2.985
12.98,2.7,2.99
13,2.645,2.995
13.02,2.6,3
13.04,2.545,3.005
13.06,2.5,3.01
13.08,2.45,3.01
13.1,2.41,3.02
13.12,2.37,3.025
13.14,2.3,3.03
13.16,2.285,3.035
13.18,2.25,3.035
13.2,2.215,3.045
13.22,2.175,3.05
13.24,2.145,3.05
13.26,2.11,3.06
13.28,2.075,3.06
13.3,2.045,3.065
13.32,2.02,3.07
13.34,1.99,3.075
13.36,1.975,3.08
13.38,1.95,3.09
13.4,1.93,3.09
13.42,1.91,3.095
13.44,1.895,3.1
13.46,1.875,3.105
13.48,1.86,3.11
13.5,1.845,3.115
13.52,1.83,3.12
13.54,1.82,3.13
13.56,1.81,3.135
13.58,1.81,3.14
13.6,1.81,3.14
13.62,1.81,3.145
13.64,1.81,3.15
13.66,1.815,3.155
13.68,1.825,3.165
13.7,1.835,3.165
13.72,1.845,3.175
13.74,1.86,3.18
13.76,1.875,3.185
13.78,1.89,3.185
13.8,1.91,3.195
13.82,1.93,3.195
13.84,1.955,3.2
13.86,1.99,3.21
13.88,1.985,3.205
13.9,1.975,3.205
13.92,1.985,3.205
13.94,1.99,3.205
13.96,1.985,3.205
13.98,1.98,3.205
14,1.98,3.205
14.02,1.975,3.205
14.04,1.98,3.205
14.06,1.98,3.205
14.08,1.98,3.205
14.1,1.98,3.205
14.12,1.98,3.205
14.14,1.98,3.21
14.16,1.98,3.205
14.18,1.985,3.205
14.2,1.98,3.205
14.22,1.98,3.205
14.24,1.98,3.205
14.26,1.985,3.205
14.28,1.98,3.205
14.3,1.98,3.205
14.32,1.98,3.205
14.34,1.98,3.205
14.36,1.98,3.205
14.38,1.98,3.205
14.4,1.975,3.21
14.42,1.98,3.205
14.44,1.985,3.205
14.46,1.98,3.205
14.48,1.98,3.21
14.5,1.98,3.205
14.52,1.975,3.205
14.54,1.975,3.205
14.56,1.98,3.205
14.58,1.98,3.205
14.6,1.98,3.205
14.62,1.98,3.205
14.64,1.975,3.205
14.66,1.975,3.205
14.68,1.98,3.205
14.7,1.98,3.205
14.72,1.975,3.21
14.74,1.995,3.205
14.76,1.98,3.205
14.78,1.98,3.205
14.8,1.98,3.205
14.82,1.98,3.205
14.84,1.98,3.205
14.86,1.98,3.205
14.88,1.975,3.205
14.9,1.98,3.205
14.92,1.98,3.21
14.94,1.985,3.205
14.96,1.98,3.205
14.98,1.98,3.205
15,1.98,3.205
15.02,1.975,3.205
15.04,1.98,3.21
15.06,1.98,3.205
15.08,1.98,3.205
15.1,1.985,3.205
15.12,1.98,3.205
15.14,1.98,3.205
15.16,1.98,3.21
15.18,1.985,3.205
15.2,1.98,3.205
15.22,1.985,3.205
15.24,1.985,3.205
15.26,1.98,3.21
15.28,1.985,3.205
15.3,1.985,3.205
15.32,1.985,3.205
15.34,1.98,3.21
15.36,1.98,3.205
15.38,1.98,3.205
15.4,1.98,3.205
15.42,1.985,3.205
15.44,1.98,3.205
15.46,1.985,3.205
15.48,1.985,3.205
15.5,1.985,3.205
15.52,1.98,3.205
15.54,1.985,3.205
15.56,1.985,3.205
15.58,1.985,3.205
15.6,1.985,3.21
15.62,1.98,3.205
15.64,1.975,3.205
15.66,1.98,3.205
15.68,1.99,3.205
15.7,1.99,3.205
15.72,1.985,3.205
15.74,1.985,3.205
15.76,1.985,3.205
15.78,1.985,3.205
15.8,1.99,3.205
15.82,1.995,3.205
15.84,1.99,3.205
15.86,1.99,3.205
15.88,1.985,3.205
15.9,2.02,3.205
15.92,2.01,3.205
15.94,1.995,3.205
15.96,1.99,3.205
15.98,1.985,3.205
16,1.98,3.205
16.02,1.985,3.205
16.04,1.99,3.205
16.06,1.985,3.205
16.08,1.985,3.205
16.1,1.985,3.205
16.12,1.98,3.205
16.14,1.98,3.21
16.16,1.99,3.205
16.18,1.985,3.205
16.2,1.985,3.205
16.22,1.985,3.205
16.24,1.98,3.21
16.26,1.98,3.205
16.28,1.99,3.205
16.3,-0.04,0.01
16.32,-0.035,0.01
16.34,-0.035,0.01
16.36,-0.03,0.01
16.38,-0.03,0.01
16.4,-0.025,0.01
16.42,-0.02,0.01
16.44,-0.02,0.01
16.46,-0.02,0.01
16.48,-0.045,0.01
16.5,-0.02,0.01
16.52,-0.015,0.01
16.54,-0.015,0.01
16.56,-0.01,0.01
16.58,-0.01,0.01
16.6,-0.01,0.01
16.62,-0.01,0.01
16.64,-0.01,0.01
16.66,-0.005,0.01
16.68,-0.01,0.01
16.7,-0.005,0.01
16.72,-0.005,0.01
16.74,-0.01,0.01
16.76,-0.005,0.01
16.78,-0.005,0.01
16.8,-0.005,0.01
16.82,-0.005,0.015
16.84,-0.005,0.01
16.86,-0.005,0.01
16.88,-0.005,0.01
16.9,-0.005,0.01
16.92,-0.005,0.01
16.94,-0.005,0.01
16.96,0,0.01
16.98,-0.005,0.01
17,-0.005,0.01
17.02,0,0.01
17.04,0,0.01
17.06,0,0.01
17.08,0,0.01
17.1,-0.005,0.01
17.12,-0.005,0.01
17.14,0,0.01
17.16,0,0.01
17.18,0,0.01
17.2,0,0.01
17.22,-0.005,0.01
17.24,-0.005,0.01
17.26,0,0.01
17.28,0,0.01
17.3,0,0.01
17.32,0,0.01
17.34,0,0.01
17.36,-0.005,0.01
17.38,0.005,0.01
17.4,0,0.01
17.42,0,0.01
17.44,0,0.01
17.46,0,0.01
17.48,0,0.01
17.5,0,0.01
17.52,0,0.01
17.54,0,0.01
17.56,0,0.01
17.58,0,0.01
17.6,-0.005,0.01
17.62,0,0.01
17.64,0,0.01
17.66,0,0.01
17.68,0,0.01
17.7,0,0.01
17.72,0,0.01
17.74,0,0.01
17.76,0,0.01
17.78,0,0.01
17.8,0,0.01
17.82,0.005,0.01
17.84,0,0.015
17.86,0,0.01
17.88,0.005,0.01
17.9,0,0.01
17.92,0,0.01
17.94,0.005,0.01
17.96,0,0.01
17.98,0,0.01
18,0.005,0.01
18.02,0,0.01
18.04,0,0.01
18.06,0.005,0.01
18.08,0,0.01
18.1,0,0.01
18.12,0,0.01
18.14,0.005,0.01
18.16,0,0.015
18.18,0,0.01
18.2,0,0.01
18.22,0,0.01
18.24,0,0.01
18.26,0,0.01
18.28,0,0.01
18.3,0,0.01
18.32,0,0.01
18.34,0,0.01
18.36,0,0.01
18.38,0.005,0.01
18.4,0,0.01
18.42,0,0.01
18.44,0,0.01
18.46,0.005,0.01
18.48,0,0.01
18.5,0.005,0.01
18.52,0.005,0.01
18.54,0,0.01
18.56,0,0.01
18.58,0,0.01
18.6,0,0.01
18.62,0,0.01
18.64,-0.005,0.01
18.66,0.005,0.01
18.68,0,0.01
18.7,0,0.01
18.72,0,0.01
18.74,0,0.01
18.76,0,0.01
18.78,0,0.01
18.8,0.005,0.01
18.82,0.005,0.01
18.84,0,0.01
18.86,0,0.01
18.88,0,0.01
18.9,0,0.01
18.92,0,0.01
18.94,0,0.01
18.96,0,0.01
18.98,0,0.01
19,0.005,0.01
19.02,0.005,0.01
19.04,0.005,0.01
19.06,0,0.01
19.08,0,0.01
19.1,0,0.01
19.12,0.005,0.01
19.14,0.005,0.015
19.16,0.005,0.01
19.18,0,0.01
19.2,0,0.01
19.22,0.005,0.01
19.24,0.005,0.01
19.26,0.005,0.01
19.28,0,0.01
19.3,0,0.01
19.32,0.005,0.01
19.34,0.005,0.01
19.36,0.005,0.01
19.38,0.005,0.01
19.4,0.005,0.01
19.42,0.005,0.01
19.44,0,0.01
19.46,0,0.015
19.48,0.005,0.01
19.5,0,0.01
19.52,0,0.01
19.54,0,0.015
19.56,0.005,0.01
19.58,0,0.01
19.6,0.005,0.015
19.62,0,0.01
19.64,0,0.01
19.66,0,0.01
19.68,0,0.01
19.7,0.005,0.01
19.72,0,0.01
19.74,0,0.01
19.76,0.005,0.01
19.78,0,0.01
19.8,0,0.01
19.82,0.005,0.01
19.84,0,0.01
19.86,0,0.01
19.88,0,0.01
19.9,0,0.01
19.92,0.005,0.01
19.94,0,0.01
19.96,0.005,0.015
19.98,0.005,0.01
20,0,0.01
