Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
2.5,0.03,0.19
2.52,0.03,0.19
2.54,0.03,0.2
2.56,0.045,0.2
2.58,0.045,0.21
2.6,0.045,0.215
2.62,0.045,0.22
2.64,0.06,0.225
2.66,0.06,0.23
2.68,0.06,0.235
2.7,0.06,0.24
2.72,0.09,0.245
2.74,0.075,0.245
2.76,0.09,0.25
2.78,0.105,0.26
2.8,0.105,0.265
2.82,0.15,0.27
2.84,0.135,0.275
2.86,0.15,0.275
2.88,0.15,0.285
2.9,0.18,0.29
2.92,0.195,0.29
2.94,0.225,0.295
2.96,0.24,0.3
2.98,0.255,0.31
3,0.27,0.31
3.02,0.3,0.315
3.04,0.33,0.32
3.06,0.345,0.325
3.08,0.39,0.33
3.1,0.405,0.335
3.12,0.435,0.34
3.14,0.465,0.345
3.16,0.495,0.35
3.18,0.525,0.355
3.2,0.555,0.36
3.22,0.585,0.365
3.24,0.615,0.37
3.26,0.645,0.375
3.28,0.675,0.38
3.3,0.72,0.385
3.32,0.735,0.39
3.34,0.765,0.4
3.36,0.75,0.4
3.38,0.795,0.405
3.4,0.765,0.41
3.42,0.765,0.415
3.44,0.735,0.42
3.46,0.69,0.425
3.48,0.645,0.43
3.5,0.585,0.435
3.52,0.54,0.44
3.54,0.48,0.445
3.56,0.45,0.45
3.58,0.39,0.455
3.6,0.36,0.46
3.62,0.3,0.465
3.64,0.285,0.47
3.66,0.225,0.475
3.68,0.195,0.485
3.7,0.165,0.485
3.72,0.135,0.49
3.74,0.12,0.495
3.76,0.09,0.5
3.78,0.075,0.505
3.8,0.075,0.51
3.82,0.06,0.515
3.84,0.06,0.52
3.86,0.06,0.525
3.88,0.045,0.53
3.9,0.045,0.535
3.92,0.03,0.54
3.94,0.015,0.545
3.96,0.045,0.55
3.98,0.03,0.555
4,0.03,0.56
4.02,0.03,0.565
4.04,0.03,0.57
4.06,0.045,0.575
4.08,0.03,0.58
4.1,0.045,0.585
4.12,0.045,0.59
4.14,0.045,0.595
4.16,0.06,0.6
4.18,0.06,0.605
4.2,0.06,0.61
4.22,0.075,0.615
4.24,0.09,0.62
4.26,0.105,0.625
4.28,0.105,0.63
4.3,0.135,0.635
4.32,0.135,0.64
4.34,0.165,0.645
4.36,0.18,0.65
4.38,0.21,0.655
4.4,0.24,0.66
4.42,0.27,0.665
4.44,0.3,0.67
4.46,0.33,0.675
4.48,0.375,0.675
4.5,0.405,0.685
4.52,0.45,0.69
4.54,0.48,0.695
4.56,0.525,0.7
4.58,0.57,0.7
4.6,0.615,0.71
4.62,0.66,0.715
4.64,0.705,0.72
4.66,0.765,0.725
4.68,0.81,0.73
4.7,0.87,0.735
4.72,0.915,0.74
4.74,0.99,0.745
4.76,1.035,0.75
4.78,1.11,0.755
4.8,1.185,0.76
4.82,1.245,0.765
4.84,1.305,0.77
4.86,1.38,0.775
4.88,1.455,0.78
4.9,1.53,0.785
4.92,1.605,0.79
4.94,1.695,0.795
4.96,1.77,0.8
4.98,1.845,0.805
5,1.935,0.81
5.02,2.025,0.81
5.04,2.115,0.815
5.06,2.205,0.82
5.08,2.295,0.825
5.1,2.4,0.835
5.12,2.49,0.835
5.14,2.58,0.84
5.16,2.685,0.85
5.18,2.775,0.85
5.2,2.88,0.855
5.22,2.97,0.865
5.24,3.045,0.865
5.26,3.12,0.875
5.28,3.21,0.875
5.3,3.255,0.88
5.32,3.3,0.89
5.34,3.315,0.89
5.36,3.33,0.9
5.38,3.3,0.9
5.4,3.27,0.905
5.42,3.18,0.915
5.44,3.105,0.915
5.46,2.985,0.925
5.48,2.865,0.925
5.5,2.73,0.93
5.52,2.565,0.94
5.54,2.43,0.94
5.56,2.28,0.95
5.58,2.16,0.95
5.6,2.025,0.955
5.62,1.905,0.965
5.64,1.77,0.965
5.66,1.635,0.97
5.68,1.53,0.975
5.7,1.395,0.98
5.72,1.26,0.985
5.74,1.125,0.99
5.76,1.02,0.995
5.78,0.915,1
5.8,0.825,1.005
5.82,0.72,1.01
5.84,0.66,1.015
5.86,0.6,1.02
5.88,0.54,1.03
5.9,0.48,1.03
5.92,0.45,1.035
5.94,0.405,1.04
5.96,0.375,1.045
5.98,0.36,1.05
6,0.33,1.055
6.02,0.33,1.06
6.04,0.315,1.065
6.06,0.33,1.07
6.08,0.33,1.075
6.1,0.345,1.08
6.12,0.36,1.085
6.14,0.375,1.09
6.16,0.405,1.095
6.18,0.405,1.1
6.2,0.435,1.105
6.22,0.45,1.11
6.24,0.495,1.115
6.26,0.51,1.12
6.28,0.555,1.125
6.3,0.6,1.13
6.32,0.645,1.135
6.34,0.69,1.14
6.36,0.735,1.145
6.38,0.81,1.15
6.4,0.87,1.155
6.42,0.93,1.16
6.44,0.99,1.165
6.46,1.05,1.17
6.48,1.125,1.175
6.5,1.2,1.18
6.52,1.275,1.185
6.54,1.35,1.19
6.56,1.44,1.195
6.58,1.515,1.2
6.6,1.59,1.205
6.62,1.68,1.21
6.64,1.785,1.215
6.66,1.89,1.22
6.68,1.98,1.225
6.7,2.085,1.23
6.72,2.19,1.235
6.74,2.295,1.24
6.76,2.4,1.245
6.78,2.52,1.25
6.8,2.64,1.255
6.82,2.76,1.26
6.84,2.88,1.265
6.86,3,1.27
6.88,3.135,1.275
6.9,3.27,1.28
6.92,3.39,1.285
6.94,3.54,1.29
6.96,3.675,1.295
6.98,3.825,1.3
7,3.975,1.305
7.02,4.125,1.31
7.04,4.29,1.315
7.06,4.41,1.32
7.08,4.56,1.325
7.1,4.71,1.33
7.12,4.86,1.335
7.14,5.025,1.34
7.16,5.175,1.345
7.18,5.31,1.35
7.2,5.46,1.355
7.22,5.595,1.36
7.24,5.715,1.365
7.26,5.82,1.37
7.28,5.925,1.375
7.3,6,1.38
7.32,6.045,1.385
7.34,6.075,1.39
7.36,6.075,1.395
7.38,6.06,1.4
7.4,6.015,1.405
7.42,5.94,1.41
7.44,5.835,1.415
7.46,5.73,1.42
7.48,5.61,1.425
7.5,5.475,1.43
7.52,5.34,1.435
7.54,5.175,1.44
7.56,5.025,1.445
7.58,4.86,1.45
7.6,4.695,1.455
7.62,4.515,1.46
7.64,4.335,1.465
7.66,4.125,1.47
7.68,3.915,1.475
7.7,3.69,1.48
7.72,3.48,1.485
7.74,3.27,1.49
7.76,3.045,1.495
7.78,2.865,1.5
7.8,2.685,1.505
7.82,2.535,1.51
7.84,2.385,1.515
7.86,2.265,1.52
7.88,2.145,1.525
7.9,2.04,1.53
7.92,1.92,1.535
7.94,1.845,1.54
7.96,1.755,1.545
7.98,1.68,1.55
8,1.62,1.555
8.02,1.56,1.56
8.04,1.53,1.565
8.06,1.5,1.57
8.08,1.485,1.575
8.1,1.455,1.58
8.12,1.47,1.585
8.14,1.47,1.59
8.16,1.455,1.595
8.18,1.455,1.6
8.2,1.47,1.605
8.22,1.485,1.605
8.24,1.5,1.61
8.26,1.53,1.62
8.28,1.575,1.625
8.3,1.62,1.625
8.32,1.68,1.635
8.34,1.74,1.64
8.36,1.8,1.645
8.38,1.86,1.65
8.4,1.92,1.65
8.42,1.98,1.655
8.44,2.04,1.665
8.46,2.115,1.665
8.48,2.19,1.67
8.5,2.265,1.68
8.52,2.37,1.685
8.54,2.46,1.69
8.56,2.565,1.69
8.58,2.67,1.7
8.6,2.79,1.705
8.62,2.91,1.705
8.64,3.015,1.715
8.66,3.15,1.72
8.68,3.255,1.725
8.7,3.39,1.73
8.72,3.525,1.735
8.74,3.675,1.735
8.76,3.81,1.745
8.78,3.96,1.75
8.8,4.125,1.755
8.82,4.275,1.76
8.84,4.44,1.76
8.86,4.605,1.765
8.88,4.785,1.77
8.9,4.935,1.78
8.92,5.1,1.78
8.94,5.28,1.785
8.96,5.445,1.79
8.98,5.625,1.795
9,5.805,1.805
9.02,5.985,1.81
9.04,6.18,1.81
9.06,6.375,1.815
9.08,6.54,1.82
9.1,6.75,1.825
9.12,6.93,1.835
9.14,7.11,1.835
9.16,7.29,1.845
9.18,7.455,1.85
9.2,7.62,1.85
9.22,7.77,1.855
9.24,7.92,1.86
9.26,8.055,1.87
9.28,8.175,1.87
9.3,8.265,1.875
9.32,8.355,1.88
9.34,8.43,1.885
9.36,8.7,1.89
9.38,8.28,1.895
9.4,8.505,1.9
9.42,8.52,1.91
9.44,8.49,1.915
9.46,8.46,1.915
9.48,8.4,1.925
9.5,8.34,1.925
9.52,8.25,1.93
9.54,8.175,1.935
9.56,8.055,1.94
9.58,7.935,1.945
9.6,7.785,1.95
9.62,7.635,1.955
9.64,7.455,1.965
9.66,7.26,1.965
9.68,7.08,1.97
9.7,6.87,1.98
9.72,6.675,1.98
9.74,6.465,1.985
9.76,6.27,1.99
9.78,6.09,1.995
9.8,5.91,2
9.82,5.73,2.005
9.84,5.58,2.015
9.86,5.43,2.02
9.88,5.28,2.02
9.9,5.13,2.03
9.92,4.995,2.03
9.94,4.86,2.035
9.96,4.725,2.04
9.98,4.605,2.045
10,4.5,2.055
10.02,4.41,2.06
10.04,4.32,2.065
10.06,4.245,2.07
10.08,4.2,2.07
10.1,4.125,2.08
10.12,4.095,2.085
10.14,4.035,2.085
10.16,4.005,2.09
10.18,3.975,2.095
10.2,3.945,2.1
10.22,3.93,2.105
10.24,3.93,2.11
10.26,3.93,2.115
10.28,3.93,2.12
10.3,3.93,2.125
10.32,3.945,2.13
10.34,3.96,2.135
10.36,3.975,2.14
10.38,4.005,2.145
10.4,4.035,2.15
10.42,4.05,2.155
10.44,4.095,2.16
10.46,4.14,2.165
10.48,4.185,2.17
10.5,4.245,2.175
10.52,4.32,2.18
10.54,4.38,2.185
10.56,4.47,2.19
10.58,4.545,2.195
10.6,4.65,2.2
10.62,4.74,2.205
10.64,4.83,2.21
10.66,4.965,2.215
10.68,5.055,2.22
10.7,5.19,2.225
10.72,5.325,2.23
10.74,5.46,2.235
10.76,5.61,2.24
10.78,5.775,2.245
10.8,5.925,2.25
10.82,6.075,2.255
10.84,6.24,2.26
10.86,6.39,2.265
10.88,6.585,2.27
10.9,6.735,2.275
10.92,6.93,2.28
10.94,7.095,2.285
10.96,7.29,2.29
10.98,7.485,2.295
11,7.695,2.3
11.02,7.89,2.305
11.04,8.085,2.31
11.06,8.28,2.315
11.08,8.475,2.32
11.1,8.67,2.325
11.12,8.85,2.33
11.14,9.045,2.335
11.16,9.225,2.34
11.18,9.42,2.345
11.2,9.585,2.35
11.22,9.765,2.355
11.24,9.945,2.36
11.26,10.095,2.365
11.28,10.245,2.37
11.3,10.395,2.375
11.32,10.53,2.38
11.34,10.635,2.385
11.36,10.74,2.39
11.38,10.83,2.395
11.4,10.92,2.4
11.42,10.995,2.405
11.44,11.055,2.41
11.46,11.115,2.415
11.48,11.16,2.42
11.5,11.175,2.425
11.52,11.19,2.43
11.54,11.19,2.435
11.56,11.175,2.44
11.58,11.145,2.445
11.6,11.085,2.45
11.62,11.025,2.455
11.64,10.95,2.46
11.66,10.86,2.465
11.68,10.77,2.47
11.7,10.665,2.475
11.72,10.575,2.48
11.74,10.47,2.485
11.76,10.38,2.49
11.78,10.275,2.495
11.8,10.17,2.5
11.82,10.065,2.505
11.84,9.96,2.51
11.86,9.84,2.515
11.88,9.735,2.52
11.9,9.615,2.525
11.92,9.51,2.53
11.94,9.405,2.535
11.96,9.285,2.54
11.98,9.195,2.545
12,9.12,2.55
12.02,9.03,2.555
12.04,8.955,2.56
12.06,8.88,2.565
12.08,8.82,2.57
12.1,8.76,2.57
12.12,8.7,2.575
12.14,8.655,2.585
12.16,8.61,2.585
12.18,8.55,2.595
12.2,8.52,2.6
12.22,8.475,2.605
12.24,8.43,2.605
12.26,8.4,2.61
12.28,8.37,2.62
12.3,8.355,2.625
12.32,8.325,2.63
12.34,8.31,2.635
12.36,8.295,2.64
12.38,8.28,2.645
12.4,8.28,2.65
12.42,8.28,2.655
12.44,8.28,2.655
12.46,8.28,2.665
12.48,8.295,2.665
12.5,8.295,2.67
12.52,8.325,2.675
12.54,8.355,2.685
12.56,8.4,2.69
12.58,8.43,2.695
12.6,8.49,2.7
12.62,8.55,2.705
12.64,8.64,2.71
12.66,8.7,2.715
12.68,8.805,2.72
12.7,8.895,2.72
12.72,8.985,2.725
12.74,9.105,2.735
12.76,9.21,2.735
12.78,9.33,2.74
12.8,9.465,2.745
12.82,9.6,2.75
12.84,9.735,2.755
12.86,9.885,2.76
12.88,10.05,2.765
12.9,10.215,2.775
12.92,10.395,2.775
12.94,10.59,2.78
12.96,10.77,2.79
12.98,10.95,2.795
13,11.13,2.795
13.02,11.31,2.805
13.04,11.505,2.805
13.06,11.7,2.81
13.08,11.88,2.82
13.1,12.06,2.82
13.12,12.255,2.825
13.14,12.39,2.83
13.16,12.42,2.835
13.18,12.42,2.845
13.2,12.42,2.845
13.22,12.42,2.85
13.24,12.42,2.86
13.26,12.42,2.86
13.28,12.42,2.865
13.3,12.42,2.87
13.32,12.42,2.875
13.34,12.42,2.885
13.36,12.42,2.885
13.38,12.42,2.89
13.4,12.435,2.895
13.42,12.42,2.9
13.44,12.42,2.905
13.46,12.42,2.91
13.48,12.42,2.915
13.5,12.435,2.92
13.52,12.42,2.925
13.54,12.42,2.93
13.56,12.42,2.935
13.58,12.42,2.94
13.6,12.42,2.945
13.62,12.42,2.95
13.64,12.435,2.955
13.66,12.42,2.96
13.68,12.42,2.965
13.7,12.42,2.97
13.72,12.42,2.975
13.74,12.435,2.98
13.76,12.42,2.985
13.78,12.42,2.99
13.8,12.42,2.995
13.82,12.42,3
13.84,12.42,3.005
13.86,12.42,3.01
13.88,12.42,3.015
13.9,12.42,3.02
13.92,12.42,3.025
13.94,12.42,3.03
13.96,12.42,3.04
13.98,12.42,3.04
14,12.435,3.045
14.02,12.42,3.05
14.04,12.42,3.055
14.06,12.42,3.06
14.08,12.42,3.065
14.1,12.42,3.07
14.12,12.42,3.075
14.14,12.42,3.08
14.16,12.42,3.085
14.18,12.42,3.09
14.2,12.42,3.095
14.22,12.435,3.1
14.24,12.42,3.105
14.26,12.42,3.11
14.28,12.42,3.115
14.3,12.42,3.12
14.32,12.42,3.125
14.34,12.42,3.13
14.36,12.42,3.135
14.38,12.42,3.14
14.4,12.42,3.145
14.42,12.42,3.15
14.44,12.42,3.155
14.46,12.42,3.16
14.48,12.435,3.165
14.5,12.42,3.17
14.52,12.435,3.175
14.54,12.42,3.18
14.56,12.42,3.185
14.58,12.435,3.19
14.6,12.42,3.195
14.62,12.42,3.2
14.64,12.42,3.205
14.66,12.42,3.21
14.68,12.42,3.21
14.7,12.435,3.21
14.72,12.435,3.21
14.74,12.42,3.21
14.76,12.42,3.21
14.78,12.42,3.21
14.8,12.42,3.205
14.82,12.42,3.21
14.84,12.42,3.205
14.86,12.42,3.21
14.88,12.42,3.21
14.9,12.42,3.205
14.92,12.42,3.205
14.94,12.42,3.205
14.96,12.42,3.205
14.98,12.42,3.205
15,12.435,3.205
