Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
3.08,0.615,0.075
3.1,0.62,0.0795
3.12,0.625,0.0855
3.14,0.63,0.0915
3.16,0.64,0.096
3.18,0.64,0.105
3.2,0.65,0.105
3.22,0.655,0.12
3.24,0.66,0.1275
3.26,0.665,0.135
3.28,0.67,0.144
3.3,0.675,0.1545
3.32,0.68,0.1635
3.34,0.69,0.174
3.36,0.695,0.1845
3.38,0.7,0.195
3.4,0.705,0.207
3.42,0.715,0.2175
3.44,0.72,0.231
3.46,0.725,0.243
3.48,0.73,0.255
3.5,0.735,0.2685
3.52,0.74,0.282
3.54,0.75,0.294
3.56,0.755,0.306
3.58,0.76,0.3165
3.6,0.765,0.3255
3.62,0.77,0.333
3.64,0.775,0.336
3.66,0.785,0.3375
3.68,0.79,0.3345
3.7,0.795,0.327
3.72,0.8,0.318
3.74,0.805,0.3045
3.76,0.81,0.2865
3.78,0.815,0.267
3.8,0.825,0.246
3.82,0.83,0.225
3.84,0.835,0.2055
3.86,0.84,0.1875
3.88,0.845,0.201
3.9,0.85,0.15
3.92,0.855,0.1395
3.94,0.865,0.1275
3.96,0.87,0.117
3.98,0.875,0.108
4,0.88,0.099
4.02,0.89,0.051
4.04,0.895,0.081
4.06,0.9,0.0795
4.08,0.905,0.0675
4.1,0.91,0.0675
4.12,0.915,0.0645
4.14,0.92,0.0615
4.16,0.93,0.06
4.18,0.935,0.057
4.2,0.94,0.054
4.22,0.945,0.0525
4.24,0.955,0.051
4.26,0.955,0.051
4.28,0.965,0.051
4.3,0.97,0.051
4.32,0.97,0.0525
4.34,0.98,0.054
4.36,0.985,0.057
4.38,0.99,0.057
4.4,1,0.0585
4.42,1,0.066
4.44,1.01,0.0705
4.46,1.015,0.075
4.48,1.02,0.081
4.5,1.025,0.087
4.52,1.03,0.0945
4.54,1.035,0.102
4.56,1.045,0.111
4.58,1.05,0.12
4.6,1.055,0.1305
4.62,1.06,0.1425
4.64,1.065,0.1545
4.66,1.075,0.168
4.68,1.08,0.1815
4.7,1.085,0.198
4.72,1.09,0.2145
4.74,1.095,0.231
4.76,1.105,0.249
4.78,1.11,0.2685
4.8,1.11,0.288
4.82,1.12,0.3075
4.84,1.125,0.33
4.86,1.13,0.351
4.88,1.135,0.375
4.9,1.14,0.399
4.92,1.145,0.423
4.94,1.155,0.4485
4.96,1.155,0.4755
4.98,1.165,0.5025
5,1.17,0.531
5.02,1.175,0.561
5.04,1.18,0.5895
5.06,1.19,0.621
5.08,1.195,0.6525
5.1,1.2,0.6825
5.12,1.205,0.714
5.14,1.21,0.747
5.16,1.215,0.78
5.18,1.22,0.8115
5.2,1.23,0.8385
5.22,1.235,0.867
5.24,1.24,0.8895
5.26,1.245,0.909
5.28,1.25,0.921
5.3,1.255,0.9255
5.32,1.26,0.9225
5.34,1.27,0.909
5.36,1.275,0.888
5.38,1.28,0.855
5.4,1.285,0.8145
5.42,1.29,0.7665
5.44,1.295,0.714
5.46,1.305,0.657
5.48,1.31,0.5895
5.5,1.315,0.543
5.52,1.32,0.4905
5.54,1.325,0.4425
5.56,1.33,0.399
5.58,1.34,0.357
5.6,1.345,0.3225
5.62,1.35,0.2895
5.64,1.355,0.261
5.66,1.365,0.2355
5.68,1.365,0.204
5.7,1.37,0.1845
5.72,1.38,0.1725
5.74,1.385,0.156
5.76,1.39,0.1425
5.78,1.395,0.1305
5.8,1.4,0.1185
5.82,1.41,0.111
5.84,1.41,0.0975
5.86,1.42,0.0975
5.88,1.425,0.093
5.9,1.43,0.09
5.92,1.435,0.087
5.94,1.445,0.0855
5.96,1.445,0.087
5.98,1.45,0.0885
6,1.455,0.0915
6.02,1.465,0.0975
6.04,1.47,0.105
6.06,1.475,0.111
6.08,1.48,0.12
6.1,1.49,0.132
6.12,1.49,0.144
6.14,1.5,0.1575
6.16,1.505,0.1725
6.18,1.51,0.189
6.2,1.515,0.207
6.22,1.52,0.2265
6.24,1.53,0.2445
6.26,1.53,0.2895
6.28,1.54,0.2925
6.3,1.545,0.315
6.32,1.55,0.411
6.34,1.555,0.378
6.36,1.565,0.4035
6.38,1.565,0.4335
6.4,1.575,0.465
6.42,1.58,0.501
6.44,1.585,0.5355
6.46,1.59,0.5715
6.48,1.595,0.612
6.5,1.6,0.6495
6.52,1.605,0.69
6.54,1.615,0.735
6.56,1.615,0.777
6.58,1.625,0.8235
6.6,1.63,0.867
6.62,1.635,0.918
6.64,1.64,0.969
6.66,1.645,1.02
6.68,1.65,1.0725
6.7,1.66,1.1265
6.72,1.665,1.182
6.74,1.67,1.2375
6.76,1.675,1.2945
6.78,1.68,1.3515
6.8,1.685,1.4055
6.82,1.695,1.464
6.84,1.7,1.5195
6.86,1.705,1.5705
6.88,1.71,1.6245
6.9,1.715,1.668
6.92,1.72,1.71
6.94,1.73,1.74
6.96,1.735,1.761
6.98,1.74,1.7715
7,1.745,1.7775
7.02,1.75,1.746
7.04,1.755,1.7175
7.06,1.765,1.6665
7.08,1.77,1.608
7.1,1.775,1.536
7.12,1.78,1.4565
7.14,1.785,1.3695
7.16,1.79,1.281
7.18,1.795,1.1895
7.2,1.805,1.1025
7.22,1.805,1.0185
7.24,1.81,0.9375
7.26,1.82,0.864
7.28,1.825,0.7965
7.3,1.83,0.732
7.32,1.835,0.6615
7.34,1.84,0.615
7.36,1.85,0.5595
7.38,1.855,0.5175
7.4,1.86,0.489
7.42,1.865,0.4335
7.44,1.87,0.396
7.46,1.88,0.3645
7.48,1.88,0.3345
7.5,1.89,0.3105
7.52,1.895,0.288
7.54,1.9,0.2685
7.56,1.905,0.255
7.58,1.91,0.2415
7.6,1.915,0.2325
7.62,1.925,0.2235
7.64,1.925,0.219
7.66,1.935,0.219
7.68,1.94,0.2205
7.7,1.945,0.2265
7.72,1.95,0.231
7.74,1.955,0.24
7.76,1.965,0.2475
7.78,1.97,0.2595
7.8,1.975,0.279
7.82,1.98,0.297
7.84,1.985,0.3135
7.86,1.99,0.342
7.88,1.995,0.363
7.9,2,0.3915
7.92,2.005,0.4215
7.94,2.015,0.4515
7.96,2.02,0.4845
7.98,2.025,0.5205
8,2.03,0.558
8.02,2.035,0.5985
8.04,2.04,0.639
8.06,2.05,0.681
8.08,2.055,0.729
8.1,2.06,0.7755
8.12,2.065,0.8265
8.14,2.07,0.8955
8.16,2.075,0.9345
8.18,2.08,0.9885
8.2,2.085,1.0485
8.22,2.095,1.1085
8.24,2.1,1.1715
8.26,2.105,1.221
8.28,2.11,1.3005
8.3,2.115,1.3725
8.32,2.12,1.4415
8.34,2.125,1.515
8.36,2.13,1.5885
8.38,2.14,1.6635
8.4,2.145,1.7385
8.42,2.15,1.815
8.44,2.155,1.8975
8.46,2.16,1.977
8.48,2.165,2.0595
8.5,2.175,2.1405
8.52,2.18,2.22
8.54,2.185,2.2965
8.56,2.19,2.37
8.58,2.195,2.439
8.6,2.205,2.502
8.62,2.21,2.556
8.64,2.21,2.598
8.66,2.22,2.6265
8.68,2.225,2.6445
8.7,2.23,2.6445
8.72,2.235,2.625
8.74,2.24,2.589
8.76,2.245,2.538
8.78,2.25,2.4675
8.8,2.26,2.388
8.82,2.26,2.2965
8.84,2.27,2.1975
8.86,2.275,2.0925
8.88,2.28,1.983
8.9,2.285,1.875
8.92,2.29,1.767
8.94,2.3,1.662
8.96,2.305,1.5585
8.98,2.31,1.4595
9,2.315,1.365
9.02,2.32,1.272
9.04,2.325,1.179
9.06,2.33,1.092
9.08,2.335,1.005
9.1,2.345,0.9255
9.12,2.35,0.849
9.14,2.355,0.7785
9.16,2.36,0.717
9.18,2.365,0.66
9.2,2.37,0.609
9.22,2.38,0.5625
9.24,2.385,0.5235
9.26,2.39,0.4875
9.28,2.395,0.4575
9.3,2.4,0.432
9.32,2.405,0.411
9.34,2.41,0.393
9.36,2.415,0.378
9.38,2.42,0.3705
9.4,2.43,0.3675
9.42,2.435,0.3675
9.44,2.44,0.3645
9.46,2.445,0.378
9.48,2.45,0.39
9.5,2.455,0.405
9.52,2.465,0.423
9.54,2.47,0.444
9.56,2.475,0.4665
9.58,2.48,0.495
9.6,2.485,0.5265
9.62,2.49,0.5625
9.64,2.495,0.6
9.66,2.505,0.6405
9.68,2.51,0.684
9.7,2.51,0.7305
9.72,2.52,0.783
9.74,2.525,0.8355
9.76,2.53,0.8925
9.78,2.535,0.951
9.8,2.54,1.014
9.82,2.55,1.0785
9.84,2.555,1.1475
9.86,2.56,1.185
9.88,2.565,1.2915
9.9,2.57,1.3695
9.92,2.575,1.449
9.94,2.58,1.5315
9.96,2.585,1.614
9.98,2.595,1.707
10,2.6,1.7985
10.02,2.6,1.8885
10.04,2.61,1.9875
10.06,2.615,2.091
10.08,2.62,2.1885
10.1,2.625,2.2905
10.12,2.63,2.391
10.14,2.635,2.5035
10.16,2.645,2.6115
10.18,2.65,2.7195
10.2,2.655,2.829
10.22,2.66,2.9355
10.24,2.665,3.042
10.26,2.675,3.072
10.28,2.675,3.072
10.3,2.68,3.072
10.32,2.69,3.072
10.34,2.695,3.072
10.36,2.7,3.072
10.38,2.705,3.072
10.4,2.71,3.072
10.42,2.72,3.072
10.44,2.725,3.072
10.46,2.73,3.072
10.48,2.735,3.072
10.5,2.74,3.072
10.52,2.745,3.072
10.54,2.75,3.072
10.56,2.76,3.072
10.58,2.76,3.072
10.6,2.765,3.0435
10.62,2.775,2.9385
10.64,2.78,2.8245
10.66,2.785,2.7075
10.68,2.79,2.589
10.7,2.795,2.466
10.72,2.8,2.346
10.74,2.81,2.22
10.76,2.81,2.097
10.78,2.82,1.9725
10.8,2.825,1.8525
10.82,2.83,1.737
10.84,2.835,1.6275
10.86,2.84,1.524
10.88,2.845,1.428
10.9,2.855,1.338
10.92,2.86,1.2555
10.94,2.865,1.1775
10.96,2.87,1.107
10.98,2.875,1.0425
11,2.88,0.981
11.02,2.885,0.9285
11.04,2.89,0.8805
11.06,2.9,0.84
11.08,2.905,0.8055
11.1,2.91,0.777
11.12,2.915,0.756
11.14,2.92,0.7395
11.16,2.925,0.7305
11.18,2.93,0.7245
11.2,2.94,0.726
11.22,2.945,0.7305
11.24,2.95,0.7395
11.26,2.955,0.756
11.28,2.96,0.7755
11.3,2.965,0.7995
11.32,2.97,0.828
11.34,2.975,0.8625
11.36,2.985,0.9015
11.38,2.99,0.945
11.4,2.995,0.993
11.42,3,1.0455
11.44,3.005,1.1025
11.46,3.015,1.1625
11.48,3.015,1.227
11.5,3.025,1.296
11.52,3.03,1.368
11.54,3.035,1.4445
11.56,3.04,1.527
11.58,3.045,1.6125
11.6,3.05,1.7025
11.62,3.055,1.794
11.64,3.06,1.8915
11.66,3.065,1.989
11.68,3.075,2.0955
11.7,3.08,2.2035
11.72,3.085,2.313
11.74,3.09,2.427
11.76,3.095,2.5455
11.78,3.1,2.6775
11.8,3.11,2.7915
11.82,3.115,2.9175
11.84,3.12,3.048
11.86,3.125,3.072
11.88,3.13,3.072
11.9,3.135,3.072
11.92,3.14,3.072
11.94,3.145,3.072
11.96,3.155,3.072
11.98,3.16,3.072
12,3.165,3.072
12.02,3.17,3.072
12.04,3.175,3.072
12.06,3.18,3.072
12.08,3.185,3.072
12.1,3.19,3.072
12.12,3.185,3.072
12.14,3.19,3.072
12.16,3.19,3.072
12.18,3.185,3.072
12.2,3.19,3.072
12.22,3.19,3.072
12.24,3.19,3.072
12.26,3.19,3.072
12.28,3.19,3.072
12.3,3.19,3.072
12.32,3.185,3.072
12.34,3.19,3.072
12.36,3.185,3.072
12.38,3.19,3.072
12.4,3.185,3.072
12.42,3.19,3.072
12.44,3.185,3.072
12.46,3.19,3.072
12.48,3.185,3.072
12.5,3.19,3.072
12.52,3.19,3.072
12.54,3.185,3.072
12.56,3.19,3.072
12.58,3.19,3.072
12.6,3.19,3.072
12.62,3.19,3.072
12.64,3.19,3.072
12.66,3.19,3.072
12.68,3.185,3.072
12.7,3.19,3.072
12.72,3.19,3.072
12.74,3.19,3.072
12.76,3.19,3.072
12.78,3.185,3.072
12.8,3.19,3.072
12.82,3.19,3.072
12.84,3.19,3.072
12.86,3.19,3.072
12.88,3.185,3.072
12.9,3.185,3.072
12.92,3.19,3.072
12.94,3.19,3.072
12.96,3.19,3.072
12.98,3.185,3.072
13,3.19,3.072
13.02,3.19,3.072
13.04,3.19,3.072
13.06,3.19,3.072
13.08,3.19,3.072
13.1,3.185,3.072
13.12,3.19,3.072
13.14,3.185,3.072
13.16,3.19,3.072
13.18,3.19,3.072
13.2,3.185,3.072
13.22,3.19,3.072
13.24,3.19,3.072
13.26,3.19,3.072
13.28,3.19,3.072
13.3,3.19,3.072
13.32,3.19,3.072
13.34,3.19,3.072
13.36,3.19,3.072
13.38,3.19,3.072
13.4,3.185,3.072
13.42,3.19,3.072
13.44,3.19,3.072
13.46,3.19,3.072
13.48,3.185,3.072
13.5,3.19,3.072
13.52,3.19,3.072
13.54,3.19,3.072
13.56,3.19,3.072
13.58,3.19,3.072
13.6,3.19,3.072
13.62,3.19,3.072
13.64,3.19,3.072
13.66,3.19,3.072
13.68,3.19,3.072
13.7,3.19,3.072
13.72,3.19,3.072
13.74,3.19,3.072
13.76,3.19,3.072
13.78,3.19,3.072
13.8,3.185,3.072
13.82,3.19,3.072
13.84,3.19,3.072
13.86,3.19,3.072
13.88,3.185,3.072
13.9,3.19,3.072
13.92,3.19,3.072
13.94,3.19,3.072
13.96,3.19,3.072
13.98,3.19,3.072
14,3.19,3.072
14.02,3.185,3.072
14.04,3.19,3.072
14.06,3.19,3.072
14.08,3.19,3.072
14.1,3.19,3.072
14.12,3.19,3.072
14.14,3.19,3.072
14.16,3.19,3.072
14.18,3.19,3.072
14.2,3.19,3.072
14.22,3.185,3.072
14.24,3.185,3.072
14.26,3.19,3.072
14.28,3.19,3.072
14.3,3.185,3.072
14.32,3.19,3.072
14.34,3.19,3.072
14.36,3.19,3.072
14.38,3.19,3.072
14.4,3.19,3.072
14.42,3.19,3.072
14.44,3.19,3.072
14.46,3.19,3.072
14.48,3.19,3.072
14.5,3.19,3.072
14.52,3.19,3.072
14.54,3.19,3.072
14.56,3.19,3.072
14.58,3.19,3.072
14.6,3.19,3.072
14.62,3.19,3.072
14.64,3.19,3.072
14.66,3.19,3.072
14.68,3.19,3.072
14.7,3.19,3.072
14.72,3.19,3.072
14.74,3.19,3.072
14.76,3.19,3.072
14.78,3.185,3.072
14.8,3.19,3.072
14.82,3.19,3.072
14.84,3.185,3.072
14.86,3.19,3.072
14.88,3.19,3.072
14.9,3.185,3.072
14.92,3.19,3.072
14.94,3.185,3.072
14.96,3.19,3.072
14.98,3.185,3.072
15,3.185,3.072
