Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
6.44,1.55,0.342
6.46,1.55,0.369
6.48,1.555,0.3975
6.5,1.565,0.4275
6.52,1.57,0.459
6.54,1.575,0.4905
6.56,1.58,0.525
6.58,1.585,0.5595
6.6,1.595,0.5955
6.62,1.6,0.633
6.64,1.605,0.672
6.66,1.61,0.7125
6.68,1.615,0.7545
6.7,1.62,0.7965
6.72,1.625,0.8415
6.74,1.63,0.888
6.76,1.64,0.9345
6.78,1.645,0.984
6.8,1.65,1.0335
6.82,1.655,1.083
6.84,1.66,1.455
6.86,1.665,1.332
6.88,1.67,1.2585
6.9,1.68,1.329
6.92,1.685,1.344
6.94,1.69,1.3995
6.96,1.695,1.461
6.98,1.7,1.5165
7,1.71,1.5615
7.02,1.715,1.6065
7.04,1.72,1.6485
7.06,1.725,1.6815
7.08,1.73,1.7025
7.1,1.735,1.7175
7.12,1.74,1.7325
7.14,1.75,1.719
7.16,1.75,1.692
7.18,1.76,1.6485
7.2,1.765,1.5975
7.22,1.77,1.5345
7.24,1.775,1.458
7.26,1.78,1.374
7.28,1.785,1.284
7.3,1.795,1.2015
7.32,1.8,1.1115
7.34,1.805,1.0305
7.36,1.81,0.942
7.38,1.815,0.867
7.4,1.82,0.7965
7.42,1.825,0.729
7.44,1.83,0.66
7.46,1.84,0.6105
7.48,1.845,0.5565
7.5,1.85,0.5055
7.52,1.855,0.4575
7.54,1.86,0.417
7.56,1.865,0.3795
7.58,1.875,0.3435
7.6,1.88,0.312
7.62,1.885,0.2865
7.64,1.89,0.2625
7.66,1.895,0.243
7.68,1.9,0.2265
7.7,1.905,0.213
7.72,1.915,0.2025
7.74,1.92,0.1935
7.76,1.925,0.1875
7.78,1.93,0.1845
7.8,1.935,0.1845
7.82,1.94,0.1875
7.84,1.945,0.189
7.86,1.95,0.198
7.88,1.96,0.21
7.9,1.965,0.2205
7.92,1.97,0.234
7.94,1.975,0.2505
7.96,1.98,0.2685
7.98,1.985,0.2895
8,1.995,0.312
8.02,2,0.3375
8.04,2.005,0.3645
8.06,2.01,0.3945
8.08,2.015,0.426
8.1,2.02,0.459
8.12,2.03,0.495
8.14,2.035,0.534
8.16,2.04,0.5745
8.18,2.045,0.615
8.2,2.05,0.66
8.22,2.055,0.7065
8.24,2.06,0.756
8.26,2.065,0.8055
8.28,2.07,0.861
8.3,2.08,0.915
8.32,2.085,0.9735
8.34,2.09,1.032
8.36,2.095,1.095
8.38,2.1,1.158
8.4,2.105,1.224
8.42,2.11,1.29
8.44,2.12,1.359
8.46,2.125,1.4325
8.48,2.13,1.5045
8.5,2.135,1.5795
8.52,2.14,1.656
8.54,2.145,1.734
8.56,2.15,1.8135
8.58,2.16,1.6275
8.6,2.16,1.788
8.62,2.17,2.1435
8.64,2.175,2.16
8.66,2.18,2.202
8.68,2.185,1.9965
8.7,2.195,1.437
8.72,2.2,2.385
8.74,2.205,2.4825
8.76,2.21,2.556
8.78,2.215,2.541
8.8,2.22,2.523
8.82,2.225,2.601
8.84,2.235,2.628
8.86,2.24,2.5425
8.88,2.245,2.607
8.9,2.25,2.4495
8.92,2.255,2.4255
8.94,2.26,2.379
8.96,2.265,2.202
8.98,2.27,2.079
9,2.275,2.061
9.02,2.28,1.911
9.04,2.29,1.8465
9.06,2.295,1.689
9.08,2.3,1.578
9.1,2.305,1.4895
9.12,2.31,1.4355
9.14,2.315,1.302
9.16,2.32,1.242
9.18,2.33,1.146
9.2,2.335,1.0545
9.22,2.34,0.963
9.24,2.345,0.906
9.26,2.35,0.8415
9.28,2.36,0.8025
9.3,2.36,0.702
9.32,2.37,0.648
9.34,2.375,0.612
9.36,2.38,0.5745
9.38,2.385,0.537
9.4,2.39,0.5115
9.42,2.395,0.468
9.44,2.405,0.4665
9.46,2.405,0.432
9.48,2.415,0.417
9.5,2.42,0.42
9.52,2.425,0.4125
9.54,2.43,0.411
9.56,2.435,0.417
9.58,2.44,0.4155
9.6,2.445,0.4245
9.62,2.455,0.4395
9.64,2.46,0.453
9.66,2.465,0.48
9.68,2.47,0.5085
9.7,2.475,0.5385
9.72,2.485,0.5445
9.74,2.49,0.5865
9.76,2.49,0.6195
9.78,2.5,0.6735
9.8,2.505,0.7095
9.82,2.51,0.7485
9.84,2.515,0.7935
9.86,2.525,0.8475
9.88,2.53,0.906
9.9,2.535,0.9765
9.92,2.54,1.0215
9.94,2.545,1.0845
9.96,2.55,1.143
9.98,2.555,1.2165
10,2.56,1.287
10.02,2.565,1.368
10.04,2.575,1.44
10.06,2.575,1.521
10.08,2.585,1.6005
10.1,2.59,1.686
10.12,2.595,1.773
10.14,2.6,1.866
10.16,2.605,1.959
10.18,2.61,2.0565
10.2,2.615,2.1555
10.22,2.62,2.25
10.24,2.63,2.349
10.26,2.635,2.451
10.28,2.64,2.5575
10.3,2.645,2.6685
10.32,2.65,2.775
10.34,2.655,2.874
10.36,2.665,2.9745
10.38,2.67,3.072
10.4,2.675,3.072
10.42,2.68,3.072
10.44,2.685,3.072
10.46,2.69,3.072
10.48,2.7,3.072
10.5,2.705,3.072
10.52,2.71,3.072
10.54,2.715,3.072
10.56,2.72,3.072
10.58,2.725,3.072
10.6,2.73,3.072
10.62,2.735,3.072
10.64,2.74,3.072
10.66,2.745,3.072
10.68,2.755,3.072
10.7,2.76,3.072
10.72,2.765,3.063
10.74,2.77,2.955
10.76,2.775,2.8425
10.78,2.78,2.7255
10.8,2.785,2.607
10.82,2.795,2.49
10.84,2.8,2.3685
10.86,2.805,2.244
10.88,2.81,2.1165
10.9,2.82,1.9965
10.92,2.82,1.8765
10.94,2.83,1.7625
10.96,2.835,1.6485
10.98,2.84,1.539
11,2.845,1.452
11.02,2.85,1.3485
11.04,2.855,1.263
11.06,2.86,1.185
11.08,2.865,1.107
11.1,2.875,1.026
11.12,2.88,0.975
11.14,2.885,0.924
11.16,2.89,0.87
11.18,2.895,0.8235
11.2,2.9,0.7845
11.22,2.905,0.753
11.24,2.91,0.7275
11.26,2.92,0.7095
11.28,2.92,0.693
11.3,2.93,0.6855
11.32,2.935,0.678
11.34,2.94,0.6795
11.36,2.945,0.675
11.38,2.95,0.6975
11.4,2.955,0.7125
11.42,2.965,0.7335
11.44,2.965,0.7605
11.46,2.975,0.7875
11.48,2.98,0.8235
11.5,2.985,0.8625
11.52,2.99,0.906
11.54,3,0.9555
11.56,3.005,1.008
11.58,3.01,1.062
11.6,3.015,1.122
11.62,3.02,1.185
11.64,3.025,1.254
11.66,3.03,1.326
11.68,3.04,1.398
11.7,3.045,1.4805
11.72,3.045,1.566
11.74,3.05,1.653
11.76,3.06,1.7475
11.78,3.065,1.842
11.8,3.07,1.941
11.82,3.075,2.043
11.84,3.08,2.151
11.86,3.085,2.2605
11.88,3.095,2.3745
11.9,3.095,2.49
11.92,3.105,2.6085
11.94,3.11,2.733
11.96,3.115,2.859
11.98,3.12,2.9865
12,3.125,3.072
12.02,3.13,3.072
12.04,3.135,3.072
12.06,3.145,3.072
12.08,3.15,3.072
12.1,3.155,3.072
12.12,3.16,3.072
12.14,3.165,3.072
12.16,3.17,3.072
12.18,3.175,3.072
12.2,3.185,3.072
12.22,3.19,3.072
12.24,3.19,3.072
12.26,3.19,3.072
12.28,3.185,3.072
12.3,3.19,3.072
12.32,3.19,3.072
12.34,3.19,3.072
12.36,3.19,3.072
12.38,3.19,3.072
12.4,3.19,3.072
12.42,3.185,3.072
12.44,3.185,3.072
12.46,3.19,3.072
12.48,3.19,3.072
12.5,3.19,3.072
12.52,3.19,3.072
12.54,3.19,3.072
12.56,3.185,3.072
12.58,3.185,3.072
12.6,3.185,3.072
12.62,3.19,3.072
12.64,3.19,3.072
12.66,3.185,3.072
12.68,3.19,3.072
12.7,3.19,3.072
12.72,3.19,3.072
12.74,3.19,3.072
12.76,3.19,3.072
12.78,3.19,3.072
12.8,3.19,3.072
12.82,3.185,3.072
12.84,3.19,3.072
12.86,3.185,3.072
12.88,3.185,3.072
12.9,3.19,3.072
12.92,3.19,3.072
12.94,3.19,3.072
12.96,3.185,3.072
12.98,3.19,3.072
13,3.19,3.072
13.02,3.19,3.072
13.04,3.19,3.072
13.06,3.19,3.072
13.08,3.185,3.072
13.1,3.19,3.072
13.12,3.19,3.072
13.14,3.19,3.072
13.16,3.19,3.072
13.18,3.19,3.072
13.2,3.185,3.072
13.22,3.19,3.072
13.24,3.19,3.072
13.26,3.19,3.072
13.28,3.185,3.072
13.3,3.19,3.072
13.32,3.19,3.072
13.34,3.185,3.072
13.36,3.19,3.072
13.38,3.19,3.072
13.4,3.19,3.072
13.42,3.19,3.072
13.44,3.19,3.072
13.46,3.185,3.072
13.48,3.19,3.072
13.5,3.19,3.072
13.52,3.19,3.072
13.54,3.185,3.072
13.56,3.19,3.072
13.58,3.19,3.072
13.6,3.19,3.072
13.62,3.19,3.072
13.64,3.19,3.072
13.66,3.19,3.072
13.68,3.185,3.072
13.7,3.19,3.072
13.72,3.19,3.072
13.74,3.19,3.072
13.76,3.19,3.072
13.78,3.19,3.072
13.8,3.185,3.072
13.82,3.185,3.072
13.84,3.185,3.072
13.86,3.185,3.072
13.88,3.19,3.072
13.9,3.19,3.072
13.92,3.185,3.072
13.94,3.19,3.072
13.96,3.19,3.072
13.98,3.19,3.072
14,3.19,3.072
14.02,3.19,3.072
14.04,3.185,3.072
14.06,3.19,3.072
14.08,3.19,3.072
14.1,3.19,3.072
14.12,3.19,3.072
14.14,3.185,3.072
14.16,3.19,3.072
14.18,3.19,3.072
14.2,3.19,3.072
14.22,3.19,3.072
14.24,3.185,3.072
14.26,3.19,3.072
14.28,3.19,3.072
14.3,3.19,3.072
14.32,3.19,3.072
14.34,3.19,3.072
14.36,3.19,3.072
14.38,3.19,3.072
14.4,3.19,3.072
14.42,3.19,3.072
14.44,3.19,3.072
14.46,3.19,3.072
14.48,3.185,3.072
14.5,3.19,3.072
14.52,3.19,3.072
14.54,3.19,3.072
14.56,3.19,3.072
14.58,3.19,3.072
14.6,3.19,3.072
14.62,3.185,3.072
14.64,3.19,3.072
14.66,3.19,3.072
14.68,3.185,3.072
14.7,3.19,3.072
14.72,3.19,3.072
14.74,3.185,3.072
14.76,3.19,3.072
14.78,3.19,3.072
14.8,3.19,3.072
14.82,3.19,3.072
14.84,3.19,3.072
14.86,3.185,3.072
14.88,3.185,3.072
14.9,3.19,3.072
14.92,3.19,3.072
14.94,3.19,3.072
14.96,3.185,3.072
14.98,3.19,3.072
15,3.19,3.072
