Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
7.7,1.925,0.4
7.72,1.93,0.385
7.74,1.935,0.365
7.76,1.94,0.36
7.78,1.945,0.35
7.8,1.95,0.34
7.82,1.955,0.36
7.84,1.965,0.365
7.86,1.97,0.37
7.88,1.975,0.385
7.9,1.98,0.4
7.92,1.985,0.43
7.94,1.99,0.455
7.96,2,0.49
7.98,2.005,0.53
8,2.01,0.56
8.02,2.015,0.605
8.04,2.02,0.65
8.06,2.025,0.7
8.08,2.03,0.755
8.1,2.035,0.805
8.12,2.04,0.875
8.14,2.05,0.925
8.16,2.055,1.005
8.18,2.06,1.075
8.2,2.065,1.15
8.22,2.07,1.235
8.24,2.075,1.305
8.26,2.085,1.395
8.28,2.085,1.49
8.3,2.09,1.585
8.32,2.095,1.685
8.34,2.105,1.785
8.36,2.11,1.885
8.38,2.115,2
8.4,2.12,2.1
8.42,2.125,2.23
8.44,2.13,2.345
8.46,2.14,2.46
8.48,2.145,2.59
8.5,2.15,2.72
8.52,2.155,2.855
8.54,2.16,2.99
8.56,2.165,3.12
8.58,2.17,3.265
8.6,2.18,3.395
8.62,2.185,3.54
8.64,2.19,3.675
8.66,2.195,3.81
8.68,2.2,3.935
8.7,2.205,4.055
8.72,2.215,4.17
8.74,2.22,4.26
8.76,2.225,4.34
8.78,2.23,4.405
8.8,2.235,4.44
8.82,2.24,4.455
8.84,2.245,4.435
8.86,2.25,4.405
8.88,2.26,4.34
8.9,2.265,4.255
8.92,2.265,4.155
8.94,2.275,4.025
8.96,2.28,3.885
8.98,2.285,3.74
9,2.29,3.59
9.02,2.295,3.44
9.04,2.305,3.275
9.06,2.31,3.12
9.08,2.315,2.96
9.1,2.32,2.8
9.12,2.325,2.645
9.14,2.33,2.485
9.16,2.335,2.32
9.18,2.345,2.165
9.2,2.35,2.01
9.22,2.355,1.865
9.24,2.36,1.73
9.26,2.365,1.6
9.28,2.37,1.48
9.3,2.375,1.375
9.32,2.38,1.28
9.34,2.39,1.19
9.36,2.395,1.105
9.38,2.4,1.005
9.4,2.405,0.965
9.42,2.41,0.91
9.44,2.415,0.86
9.46,2.42,0.81
9.48,2.425,0.73
9.5,2.435,0.745
9.52,2.44,0.725
9.54,2.445,0.71
9.56,2.45,0.7
9.58,2.455,0.7
9.6,2.46,0.7
9.62,2.465,0.71
9.64,2.47,0.73
9.66,2.48,0.75
9.68,2.485,0.775
9.7,2.49,0.805
9.72,2.495,0.83
9.74,2.505,0.89
9.76,2.505,0.945
9.78,2.51,1
9.8,2.515,1.065
9.82,2.525,1.13
9.84,2.53,1.205
9.86,2.535,1.28
9.88,2.54,1.36
9.9,2.545,1.45
9.92,2.55,1.545
9.94,2.555,1.645
9.96,2.565,1.745
9.98,2.57,1.84
10,2.575,1.965
10.02,2.58,2.085
10.04,2.585,2.21
10.06,2.59,2.34
10.08,2.595,2.475
10.1,2.6,2.61
10.12,2.605,2.76
10.14,2.61,2.91
10.16,2.62,3.055
10.18,2.625,3.22
10.2,2.63,3.38
10.22,2.635,3.64
10.24,2.64,3.73
10.26,2.645,3.9
10.28,2.655,4.075
10.3,2.66,4.255
10.32,2.665,4.435
10.34,2.67,4.615
10.36,2.675,4.79
10.38,2.68,4.97
10.4,2.685,5.13
10.42,2.69,5.295
10.44,2.7,5.445
10.46,2.705,5.585
10.48,2.71,5.7
10.5,2.715,5.8
10.52,2.72,5.875
10.54,2.725,5.935
10.56,2.73,5.97
10.58,2.735,5.975
10.6,2.74,5.96
10.62,2.75,5.92
10.64,2.755,5.86
10.66,2.76,5.78
10.68,2.765,5.685
10.7,2.77,5.57
10.72,2.775,5.445
10.74,2.785,5.31
10.76,2.79,5.16
10.78,2.795,4.995
10.8,2.8,4.82
10.82,2.805,4.645
10.84,2.81,4.46
10.86,2.815,4.265
10.88,2.82,4.065
10.9,2.825,3.855
10.92,2.835,3.665
10.94,2.84,3.465
10.96,2.845,3.275
10.98,2.85,3.095
11,2.855,2.92
11.02,2.86,2.755
11.04,2.87,2.6
11.06,2.875,2.45
11.08,2.88,2.31
11.1,2.885,2.175
11.12,2.89,2.05
11.14,2.895,1.93
11.16,2.9,1.82
11.18,2.905,1.72
11.2,2.91,1.635
11.22,2.915,1.56
11.24,2.92,1.495
11.26,2.93,1.44
11.28,2.935,1.395
11.3,2.94,1.355
11.32,2.945,1.325
11.34,2.95,1.315
11.36,2.96,1.29
11.38,2.965,1.285
11.4,2.97,1.285
11.42,2.975,1.295
11.44,2.98,1.33
11.46,2.985,1.35
11.48,2.99,1.395
11.5,2.995,1.44
11.52,3,1.49
11.54,3.01,1.55
11.56,3.015,1.615
11.58,3.02,1.69
11.6,3.025,1.77
11.62,3.03,1.86
11.64,3.035,1.955
11.66,3.04,2.06
11.68,3.045,2.17
11.7,3.05,2.29
11.72,3.06,2.415
11.74,3.065,2.55
11.76,3.07,2.69
11.78,3.075,2.83
11.8,3.08,2.99
11.82,3.085,3.145
11.84,3.09,3.31
11.86,3.1,3.485
11.88,3.105,3.665
11.9,3.11,3.85
11.92,3.115,4.035
11.94,3.12,4.235
11.96,3.125,4.435
11.98,3.13,4.645
12,3.135,4.86
12.02,3.145,5.075
12.04,3.15,5.29
12.06,3.155,5.52
12.08,3.16,5.735
12.1,3.165,5.95
12.12,3.17,6.165
12.14,3.175,6.38
12.16,3.185,6.58
12.18,3.19,6.775
12.2,3.185,6.795
12.22,3.185,6.8
12.24,3.185,6.795
12.26,3.19,6.795
12.28,3.19,6.8
12.3,3.19,6.8
12.32,3.19,6.8
12.34,3.19,6.8
12.36,3.19,6.8
12.38,3.185,6.8
12.4,3.185,6.8
12.42,3.19,6.805
12.44,3.19,6.805
12.46,3.185,6.805
12.48,3.185,6.8
12.5,3.19,6.86
12.52,3.19,6.71
12.54,3.19,6.8
12.56,3.185,6.81
12.58,3.19,6.815
12.6,3.19,6.815
12.62,3.19,6.815
12.64,3.185,6.815
12.66,3.185,6.815
12.68,3.19,6.82
12.7,3.19,6.82
12.72,3.19,6.83
12.74,3.19,6.82
12.76,3.185,6.825
12.78,3.185,6.825
12.8,3.19,6.83
12.82,3.19,6.83
12.84,3.185,6.83
12.86,3.185,6.83
12.88,3.185,6.83
12.9,3.19,6.83
12.92,3.185,6.835
12.94,3.185,6.835
12.96,3.19,6.835
12.98,3.185,6.84
13,3.185,6.84
13.02,3.19,6.84
13.04,3.19,6.84
13.06,3.185,6.84
13.08,3.19,6.84
13.1,3.19,6.835
13.12,3.185,6.84
13.14,3.185,6.84
13.16,3.19,6.8
13.18,3.185,6.84
13.2,3.19,6.84
13.22,3.19,6.845
13.24,3.19,6.845
13.26,3.19,6.845
13.28,3.19,6.845
13.3,3.185,6.845
13.32,3.19,6.845
13.34,3.19,6.855
13.36,3.19,6.85
13.38,3.19,6.855
13.4,3.185,6.855
13.42,3.185,6.855
13.44,3.19,6.855
13.46,3.19,6.855
13.48,3.185,6.86
13.5,3.19,6.86
13.52,3.185,6.86
13.54,3.19,6.865
13.56,3.19,6.865
13.58,3.19,6.865
13.6,3.185,6.87
13.62,3.19,6.865
13.64,3.19,6.87
13.66,3.19,6.87
13.68,3.185,6.87
13.7,3.185,6.875
13.72,3.19,6.875
13.74,3.19,6.88
13.76,3.19,6.88
13.78,3.185,6.885
13.8,3.185,6.885
13.82,3.19,6.89
13.84,3.185,6.89
13.86,3.185,6.895
13.88,3.19,6.89
13.9,3.19,6.895
13.92,3.19,6.895
13.94,3.185,6.895
13.96,3.185,6.895
13.98,3.185,6.9
14,3.19,6.9
14.02,3.19,6.9
14.04,3.185,6.9
14.06,3.19,6.905
14.08,3.19,6.905
14.1,3.19,6.91
14.12,3.19,6.91
14.14,3.185,6.91
14.16,3.19,6.91
14.18,3.19,6.905
14.2,3.19,6.91
14.22,3.19,6.915
14.24,3.185,6.915
14.26,3.19,6.91
14.28,3.185,6.91
14.3,3.185,6.915
14.32,3.19,6.915
14.34,3.19,6.92
14.36,3.19,6.92
14.38,3.185,6.925
14.4,3.185,6.92
14.42,3.19,6.92
14.44,3.185,6.92
14.46,3.19,6.925
14.48,3.19,6.925
14.5,3.19,6.93
14.52,3.19,6.93
14.54,3.19,6.93
14.56,3.19,6.93
14.58,3.185,6.935
14.6,3.19,6.925
14.62,3.19,6.935
14.64,3.185,6.935
14.66,3.19,6.94
14.68,3.185,6.955
14.7,3.19,6.855
14.72,3.19,6.955
14.74,3.19,6.965
14.76,3.19,6.94
14.78,3.19,6.94
14.8,3.185,6.94
14.82,3.19,6.945
14.84,3.185,6.945
14.86,3.19,6.945
14.88,3.19,6.95
14.9,3.19,6.96
14.92,3.19,6.955
14.94,3.19,6.96
14.96,3.185,6.96
14.98,3.185,6.965
15,3.19,6.96
15.02,3.185,6.96
15.04,3.185,6.965
15.06,3.185,6.965
15.08,3.185,6.965
15.1,3.185,6.965
15.12,3.19,6.97
15.14,3.185,6.97
15.16,3.19,6.97
15.18,3.185,6.97
15.2,3.19,6.97
15.22,3.185,6.975
15.24,3.19,6.975
15.26,3.185,6.975
15.28,3.19,6.975
15.3,3.19,6.98
15.32,3.19,6.98
15.34,3.19,6.98
15.36,3.19,6.98
15.38,3.185,6.98
15.4,0,-0.09
15.42,-0.005,-0.075
15.44,0,-0.07
15.46,-0.005,-0.06
15.48,0,-0.055
15.5,-0.005,-0.05
15.52,-0.005,-0.05
15.54,-0.005,-0.045
15.56,0,-0.045
15.58,0,-0.04
15.6,-0.005,-0.035
15.62,0,-0.035
15.64,0,-0.035
15.66,-0.005,-0.035
15.68,-0.005,-0.035
15.7,0,-0.03
15.72,0,-0.03
15.74,0,-0.03
15.76,0,-0.03
15.78,-0.005,-0.03
15.8,0,-0.025
15.82,-0.005,-0.025
15.84,0,-0.025
15.86,-0.005,-0.025
15.88,-0.005,-0.02
15.9,-0.005,-0.02
15.92,0,-0.025
15.94,-0.005,-0.02
15.96,-0.005,-0.02
15.98,0,-0.025
16,0,-0.02
16.02,-0.005,-0.02
16.04,0,-0.02
16.06,0,-0.02
16.08,0,-0.02
16.1,0,-0.02
16.12,-0.005,-0.02
16.14,-0.005,-0.015
16.16,-0.005,-0.02
16.18,-0.005,-0.015
16.2,-0.005,-0.015
16.22,0,-0.02
16.24,0,-0.015
16.26,0,-0.015
16.28,-0.005,-0.015
16.3,-0.005,-0.015
16.32,-0.005,-0.015
16.34,0,-0.015
16.36,0,-0.015
16.38,0,-0.015
16.4,0,-0.015
16.42,0,-0.015
16.44,-0.005,-0.015
16.46,-0.005,-0.015
16.48,0,-0.015
16.5,0,-0.015
16.52,-0.005,-0.01
16.54,-0.005,-0.015
16.56,-0.005,-0.015
16.58,0,-0.015
16.6,0,-0.015
16.62,0,-0.015
16.64,-0.005,-0.015
16.66,0,-0.015
16.68,0,-0.015
16.7,0,-0.015
16.72,-0.005,-0.01
16.74,0,-0.015
16.76,0,-0.015
16.78,-0.005,-0.015
16.8,-0.005,-0.015
16.82,-0.005,-0.015
16.84,0,-0.015
16.86,0,-0.015
16.88,0,-0.015
16.9,0,-0.015
16.92,0,-0.01
16.94,0,-0.01
16.96,-0.005,-0.015
16.98,0,-0.015
17,-0.005,-0.01
17.02,0,-0.015
17.04,0,-0.015
17.06,0,0.02
17.08,0,-0.01
17.1,-0.005,-0.015
17.12,0,-0.01
17.14,0,-0.01
17.16,0,-0.015
17.18,-0.005,-0.015
17.2,-0.005,-0.01
17.22,0,-0.01
17.24,0,-0.01
17.26,0,-0.01
17.28,0,-0.01
17.3,0,-0.01
17.32,0,-0.01
17.34,0,-0.01
17.36,0,-0.01
17.38,0,-0.01
17.4,0,-0.01
17.42,-0.005,-0.01
17.44,0,-0.01
17.46,-0.005,-0.01
17.48,-0.005,-0.01
17.5,0,-0.01
17.52,0,-0.01
17.54,-0.005,-0.01
17.56,0,-0.01
17.58,0,-0.01
17.6,-0.005,-0.01
17.62,0,-0.01
17.64,-0.005,-0.025
17.66,-0.005,-0.01
17.68,0,-0.01
17.7,-0.005,-0.01
17.72,0,-0.01
17.74,0,-0.01
17.76,-0.005,-0.01
17.78,0,-0.01
17.8,-0.005,-0.01
17.82,0,-0.01
17.84,-0.005,-0.01
17.86,0,-0.01
17.88,0,-0.01
17.9,-0.005,-0.01
17.92,0,-0.01
17.94,0,-0.01
17.96,0,-0.01
17.98,0,-0.01
18,0,-0.01
18.02,0,-0.01
18.04,0,-0.01
18.06,0,-0.01
18.08,0,-0.01
18.1,0,-0.01
18.12,0,0
18.14,0,-0.01
18.16,0,-0.01
18.18,0,-0.01
18.2,0,-0.01
18.22,0,-0.01
18.24,0,-0.01
18.26,-0.005,-0.01
18.28,-0.005,-0.015
18.3,-0.005,-0.01
18.32,-0.005,-0.01
18.34,0,-0.01
18.36,0,-0.01
18.38,-0.005,-0.01
18.4,-0.005,-0.01
18.42,0,-0.01
18.44,0,-0.015
18.46,0,-0.01
18.48,0,-0.01
18.5,0,-0.01
18.52,0,-0.01
18.54,0,-0.01
18.56,-0.005,-0.01
18.58,0,-0.005
18.6,0,-0.01
18.62,0,-0.005
18.64,0,-0.01
18.66,0,-0.01
18.68,0,-0.01
18.7,0,-0.01
18.72,0,-0.05
18.74,-0.005,0.24
18.76,0,0.01
18.78,0,-0.005
18.8,0,-0.01
18.82,0,-0.01
18.84,0,-0.01
18.86,0,-0.005
18.88,0,-0.005
18.9,-0.005,-0.01
18.92,0,-0.01
18.94,0,-0.01
18.96,-0.005,-0.01
18.98,0,-0.01
19,0,-0.01
19.02,0,-0.01
19.04,0,-0.01
19.06,0,-0.01
19.08,0,-0.01
19.1,0,-0.005
19.12,-0.005,-0.005
19.14,0,-0.01
19.16,0,0.005
19.18,-0.005,-0.005
19.2,0,-0.005
19.22,-0.005,-0.005
19.24,0,-0.01
19.26,0,-0.01
19.28,0,-0.01
19.3,0,-0.01
19.32,0,-0.005
19.34,-0.005,-0.01
19.36,-0.005,-0.01
19.38,0,-0.01
19.4,0,-0.01
19.42,0,-0.005
19.44,0,-0.005
19.46,0,-0.005
19.48,-0.005,-0.01
19.5,-0.005,-0.01
19.52,0,-0.005
19.54,0,-0.005
19.56,0,-0.005
19.58,0,-0.005
19.6,0,-0.005
19.62,-0.005,-0.005
19.64,0,-0.005
19.66,0,-0.005
19.68,0,-0.01
19.7,0,-0.005
19.72,0,-0.005
19.74,0,-0.005
19.76,0,-0.005
19.78,0,-0.005
19.8,0,-0.005
19.82,0,-0.005
19.84,0,-0.005
19.86,0,-0.005
19.88,-0.005,-0.005
19.9,-0.005,-0.005
19.92,0,-0.005
19.94,-0.005,-0.005
19.96,0,-0.005
19.98,0,-0.005
20,0,-0.005
