Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
2.4,0.45,0.375
2.42,0.48,0.375
2.44,0.495,0.385
2.46,0.525,0.39
2.48,0.54,0.395
2.5,0.555,0.4
2.52,0.57,0.4
2.54,0.57,0.41
2.56,0.57,0.41
2.58,0.555,0.42
2.6,0.525,0.425
2.62,0.51,0.425
2.64,0.465,0.435
2.66,0.42,0.44
2.68,0.39,0.445
2.7,0.345,0.45
2.72,0.3,0.45
2.74,0.27,0.46
2.76,0.255,0.465
2.78,0.225,0.465
2.8,0.18,0.475
2.82,0.15,0.475
2.84,0.135,0.485
2.86,0.105,0.485
2.88,0.09,0.49
2.9,0.075,0.495
2.92,0.075,0.5
2.94,0.06,0.505
2.96,0.045,0.51
2.98,0.045,0.515
3,0.045,0.52
3.02,0.045,0.53
3.04,0.045,0.53
3.06,0.03,0.535
3.08,0.03,0.54
3.1,0.045,0.545
3.12,0.03,0.55
3.14,0.045,0.555
3.16,0.03,0.565
3.18,0.03,0.565
3.2,0.03,0.57
3.22,0.03,0.575
3.24,0.03,0.58
3.26,0.045,0.585
3.28,0.045,0.59
3.3,0.045,0.6
3.32,0.06,0.6
3.34,0.06,0.61
3.36,0.075,0.61
3.38,0.075,0.615
3.4,0.09,0.625
3.42,0.09,0.625
3.44,0.105,0.63
3.46,0.12,0.635
3.48,0.135,0.64
3.5,0.15,0.645
3.52,0.165,0.65
3.54,0.195,0.655
3.56,0.225,0.66
3.58,0.255,0.665
3.6,0.285,0.67
3.62,0.315,0.675
3.64,0.345,0.68
3.66,0.375,0.685
3.68,0.405,0.69
3.7,0.45,0.695
3.72,0.48,0.7
3.74,0.525,0.705
3.76,0.555,0.71
3.78,0.6,0.715
3.8,0.645,0.72
3.82,0.69,0.725
3.84,0.75,0.73
3.86,0.795,0.735
3.88,0.84,0.74
3.9,0.9,0.745
3.92,0.96,0.75
3.94,1.02,0.755
3.96,1.065,0.76
3.98,1.14,0.765
4,1.2,0.77
4.02,1.275,0.775
4.04,1.335,0.78
4.06,1.41,0.785
4.08,1.47,0.79
4.1,1.545,0.795
4.12,1.62,0.8
4.14,1.71,0.805
4.16,1.785,0.81
4.18,1.875,0.815
4.2,1.95,0.82
4.22,2.025,0.825
4.24,2.115,0.83
4.26,2.205,0.835
4.28,2.295,0.84
4.3,2.385,0.845
4.32,2.46,0.85
4.34,2.55,0.855
4.36,2.64,0.86
4.38,2.73,0.865
4.4,2.805,0.87
4.42,2.895,0.875
4.44,2.94,0.88
4.46,2.985,0.885
4.48,3.03,0.89
4.5,3.045,0.895
4.52,3.045,0.9
4.54,3.015,0.905
4.56,2.955,0.91
4.58,2.895,0.915
4.6,2.805,0.92
4.62,2.7,0.925
4.64,2.58,0.93
4.66,2.46,0.935
4.68,2.34,0.94
4.7,2.205,0.945
4.72,2.085,0.95
4.74,1.965,0.955
4.76,1.845,0.96
4.78,1.74,0.965
4.8,1.62,0.97
4.82,1.5,0.975
4.84,1.395,0.975
4.86,1.26,0.985
4.88,1.155,0.99
4.9,1.035,0.995
4.92,0.93,1
4.94,0.84,1.005
4.96,0.75,1.01
4.98,0.675,1.015
5,0.615,1.015
5.02,0.555,1.025
5.04,0.51,1.03
5.06,0.465,1.035
5.08,0.42,1.035
5.1,0.39,1.045
5.12,0.36,1.05
5.14,0.36,1.055
5.16,0.33,1.06
5.18,0.33,1.065
5.2,0.33,1.07
5.22,0.33,1.075
5.24,0.345,1.08
5.26,0.36,1.085
5.28,0.375,1.09
5.3,0.39,1.09
5.32,0.405,1.1
5.34,0.435,1.105
5.36,0.45,1.11
5.38,0.495,1.115
5.4,0.495,1.12
5.42,0.54,1.125
5.44,0.57,1.13
5.46,0.615,1.13
5.48,0.66,1.135
5.5,0.72,1.14
5.52,0.78,1.145
5.54,0.825,1.155
5.56,0.9,1.16
5.58,0.96,1.16
5.6,1.02,1.17
5.62,1.08,1.17
5.64,1.155,1.18
5.66,1.215,1.18
5.68,1.29,1.185
5.7,1.365,1.19
5.72,1.455,1.2
5.74,1.53,1.2
5.76,1.62,1.21
5.78,1.71,1.215
5.8,1.8,1.215
5.82,1.905,1.225
5.84,1.995,1.23
5.86,2.1,1.235
5.88,2.19,1.24
5.9,2.31,1.24
5.92,2.415,1.245
5.94,2.535,1.25
5.96,2.64,1.26
5.98,2.76,1.265
6,2.895,1.265
6.02,3.015,1.27
6.04,3.15,1.275
6.06,3.285,1.28
6.08,3.42,1.29
6.1,3.54,1.295
6.12,3.69,1.295
6.14,3.825,1.3
6.16,3.975,1.305
6.18,4.125,1.315
6.2,4.26,1.32
6.22,4.41,1.32
6.24,4.56,1.33
6.26,4.71,1.335
6.28,4.86,1.335
6.3,5.01,1.345
6.32,5.16,1.345
6.34,5.295,1.35
6.36,5.43,1.36
6.38,5.565,1.36
6.4,5.67,1.37
6.42,5.775,1.37
6.44,5.85,1.375
6.46,5.925,1.385
6.48,5.97,1.385
6.5,5.985,1.395
6.52,5.97,1.4
6.54,5.955,1.4
6.56,5.88,1.405
6.58,5.82,1.41
6.6,5.715,1.42
6.62,5.595,1.425
6.64,5.475,1.425
6.66,5.34,1.435
6.68,5.19,1.44
6.7,5.04,1.44
6.72,4.89,1.445
6.74,4.725,1.45
6.76,4.56,1.455
6.78,4.38,1.46
6.8,4.185,1.465
6.82,3.99,1.47
6.84,3.78,1.475
6.86,3.555,1.48
6.88,3.345,1.485
6.9,3.135,1.495
6.92,2.94,1.495
6.94,2.76,1.5
6.96,2.595,1.505
6.98,2.445,1.51
7,2.325,1.52
7.02,2.19,1.52
7.04,2.085,1.525
7.06,2.01,1.53
7.08,1.905,1.535
7.1,1.8,1.54
7.12,1.725,1.55
7.14,1.65,1.55
7.16,1.605,1.555
7.18,1.56,1.56
7.2,1.53,1.565
7.22,1.515,1.57
7.24,1.5,1.575
7.26,1.485,1.585
7.28,1.485,1.59
7.3,1.485,1.59
7.32,1.5,1.6
7.34,1.5,1.605
7.36,1.515,1.605
7.38,1.53,1.61
7.4,1.56,1.615
7.42,1.605,1.62
7.44,1.665,1.625
7.46,1.71,1.63
7.48,1.755,1.635
7.5,1.815,1.64
7.52,1.89,1.645
7.54,1.95,1.65
7.56,2.01,1.655
7.58,2.085,1.66
7.6,2.145,1.665
7.62,2.22,1.67
7.64,2.31,1.675
7.66,2.4,1.68
7.68,2.49,1.685
7.7,2.595,1.69
7.72,2.7,1.695
7.74,2.82,1.7
7.76,2.835,1.705
7.78,3.045,1.71
7.8,3.18,1.715
7.82,3.3,1.72
7.84,3.42,1.725
7.86,3.555,1.73
7.88,3.705,1.735
7.9,3.855,1.74
7.92,4.005,1.75
7.94,4.155,1.75
7.96,4.32,1.755
7.98,4.485,1.76
8,4.65,1.765
8.02,4.815,1.77
8.04,4.98,1.775
8.06,5.16,1.78
8.08,5.325,1.785
8.1,5.505,1.79
8.12,5.685,1.795
8.14,5.865,1.8
8.16,6.06,1.805
8.18,6.24,1.81
8.2,6.435,1.815
8.22,6.63,1.82
8.24,6.81,1.825
8.26,7.005,1.83
8.28,7.2,1.835
8.3,7.365,1.84
8.32,7.545,1.845
8.34,7.71,1.85
8.36,7.89,1.855
8.38,8.04,1.86
8.4,8.175,1.865
8.42,8.295,1.87
8.44,8.415,1.875
8.46,8.505,1.88
8.48,8.58,1.885
8.5,8.67,1.89
8.52,8.7,1.895
8.54,8.685,1.9
8.56,8.685,1.905
8.58,8.67,1.91
8.6,8.64,1.915
8.62,8.595,1.92
8.64,8.535,1.925
8.66,8.46,1.93
8.68,8.37,1.935
8.7,8.265,1.94
8.72,8.145,1.945
8.74,8.01,1.95
8.76,7.845,1.955
8.78,7.68,1.96
8.8,7.5,1.965
8.82,7.29,1.97
8.84,7.095,1.975
8.86,6.885,1.98
8.88,6.675,1.985
8.9,6.465,1.99
8.92,6.27,1.995
8.94,6.09,2
8.96,5.91,2.005
8.98,5.76,2.01
9,5.595,2.015
9.02,5.445,2.02
9.04,5.295,2.025
9.06,5.16,2.03
9.08,5.01,2.035
9.1,4.875,2.04
9.12,4.755,2.045
9.14,4.635,2.05
9.16,4.545,2.055
9.18,4.455,2.06
9.2,4.365,2.065
9.22,4.32,2.07
9.24,4.245,2.075
9.26,4.2,2.08
9.28,4.155,2.085
9.3,4.125,2.09
9.32,4.08,2.095
9.34,4.065,2.1
9.36,4.035,2.105
9.38,4.035,2.11
9.4,4.035,2.115
9.42,4.035,2.12
9.44,4.035,2.125
9.46,4.065,2.13
9.48,4.065,2.135
9.5,4.095,2.14
9.52,4.11,2.145
9.54,4.14,2.15
9.56,4.17,2.155
9.58,4.2,2.16
9.6,4.23,2.165
9.62,4.29,2.17
9.64,4.35,2.175
9.66,4.425,2.18
9.68,4.485,2.185
9.7,4.56,2.19
9.72,4.665,2.195
9.74,4.755,2.2
9.76,4.845,2.205
9.78,4.95,2.21
9.8,5.055,2.215
9.82,5.175,2.22
9.84,5.295,2.225
9.86,5.445,2.23
9.88,5.58,2.235
9.9,5.73,2.24
9.92,5.88,2.245
9.94,6.045,2.25
9.96,6.21,2.25
9.98,6.375,2.26
10,6.54,2.265
10.02,6.72,2.265
10.04,6.885,2.275
10.06,7.065,2.28
10.08,7.245,2.285
10.1,7.455,2.29
10.12,7.65,2.295
10.14,7.845,2.3
10.16,8.055,2.305
10.18,8.25,2.31
10.2,8.46,2.315
10.22,8.67,2.32
10.24,8.85,2.325
10.26,9.06,2.33
10.28,9.24,2.335
10.3,9.435,2.34
10.32,9.615,2.345
10.34,9.81,2.35
10.36,10.005,2.355
10.38,10.17,2.36
10.4,10.335,2.365
10.42,10.5,2.37
10.44,10.635,2.375
10.46,10.785,2.38
10.48,10.905,2.385
10.5,11.01,2.39
10.52,11.1,2.395
10.54,11.19,2.4
10.56,11.28,2.405
10.58,11.34,2.41
10.6,11.4,2.41
10.62,11.445,2.42
10.64,11.475,2.42
10.66,11.505,2.425
10.68,11.49,2.43
10.7,11.475,2.44
10.72,11.445,2.445
10.74,11.385,2.45
10.76,11.325,2.455
10.78,11.25,2.46
10.8,11.16,2.465
10.82,11.07,2.47
10.84,10.98,2.475
10.86,10.875,2.48
10.88,10.77,2.485
10.9,10.665,2.485
10.92,10.575,2.495
10.94,10.455,2.5
10.96,10.35,2.505
10.98,10.23,2.51
11,10.125,2.515
11.02,10.005,2.52
11.04,9.9,2.525
11.06,9.78,2.53
11.08,9.675,2.535
11.1,9.57,2.54
11.12,9.465,2.545
11.14,9.375,2.55
11.16,9.285,2.555
11.18,9.21,2.56
11.2,9.135,2.565
11.22,9.06,2.565
11.24,9,2.57
11.26,8.94,2.58
11.28,8.895,2.58
11.3,8.835,2.585
11.32,8.79,2.59
11.34,8.745,2.595
11.36,8.7,2.6
11.38,8.67,2.605
11.4,8.625,2.61
11.42,8.595,2.62
11.44,8.58,2.62
11.46,8.55,2.625
11.48,8.535,2.63
11.5,8.52,2.635
11.52,8.505,2.645
11.54,8.505,2.645
11.56,8.505,2.655
11.58,8.505,2.66
11.6,8.505,2.66
11.62,8.505,2.67
11.64,8.535,2.67
11.66,8.55,2.675
11.68,8.595,2.68
11.7,8.625,2.685
11.72,8.67,2.695
11.74,8.73,2.695
11.76,8.79,2.705
11.78,8.865,2.71
11.8,8.955,2.71
11.82,9.045,2.72
11.84,9.135,2.72
11.86,9.24,2.725
11.88,9.345,2.73
11.9,9.48,2.735
11.92,9.6,2.74
11.94,9.735,2.745
11.96,9.855,2.75
11.98,10.005,2.755
12,10.17,2.76
12.02,10.335,2.765
12.04,10.515,2.77
12.06,10.68,2.78
12.08,10.875,2.78
12.1,11.07,2.785
12.12,11.265,2.79
12.14,11.445,2.795
12.16,11.64,2.8
12.18,11.835,2.805
12.2,12.03,2.81
12.22,12.21,2.815
12.24,12.375,2.82
12.26,12.42,2.825
12.28,12.42,2.83
12.3,12.42,2.835
12.32,12.42,2.84
12.34,12.42,2.85
12.36,12.42,2.85
12.38,12.42,2.855
12.4,12.42,2.86
12.42,12.42,2.865
12.44,12.42,2.87
12.46,12.42,2.875
12.48,12.42,2.885
12.5,12.42,2.885
12.52,12.42,2.89
12.54,12.42,2.895
12.56,12.42,2.9
12.58,12.42,2.905
12.6,12.42,2.91
12.62,12.42,2.915
12.64,12.42,2.92
12.66,12.42,2.925
12.68,12.42,2.93
12.7,12.42,2.935
12.72,12.42,2.94
12.74,12.42,2.945
12.76,12.42,2.95
12.78,12.42,2.955
12.8,12.42,2.96
12.82,12.42,2.965
12.84,12.42,2.97
12.86,12.42,2.975
12.88,12.42,2.98
12.9,12.42,2.985
12.92,12.42,2.99
12.94,12.42,2.995
12.96,12.42,3
12.98,12.42,3.005
13,12.42,3.01
13.02,12.42,3.015
13.04,12.42,3.02
13.06,12.42,3.025
13.08,12.42,3.03
13.1,12.42,3.035
13.12,12.42,3.04
13.14,12.42,3.045
13.16,12.42,3.05
13.18,12.42,3.055
13.2,12.42,3.06
13.22,12.42,3.065
13.24,12.42,3.07
13.26,12.42,3.075
13.28,12.42,3.08
13.3,12.42,3.085
13.32,12.42,3.09
13.34,12.42,3.095
13.36,12.42,3.1
13.38,12.42,3.105
13.4,12.42,3.11
13.42,12.42,3.115
13.44,12.42,3.12
13.46,12.42,3.125
13.48,12.42,3.13
13.5,12.42,3.135
13.52,12.42,3.14
13.54,12.42,3.145
13.56,12.42,3.15
13.58,12.42,3.155
13.6,12.42,3.16
13.62,12.42,3.165
13.64,12.42,3.17
13.66,12.42,3.175
13.68,12.42,3.18
13.7,12.42,3.185
13.72,12.42,3.19
13.74,12.42,3.195
13.76,12.42,3.2
13.78,12.42,3.205
13.8,12.42,3.21
13.82,12.42,3.21
13.84,12.42,3.21
13.86,12.42,3.21
13.88,12.42,3.21
13.9,12.42,3.21
13.92,12.42,3.21
13.94,12.42,3.21
13.96,12.42,3.21
13.98,12.42,3.21
14,12.42,3.205
14.02,12.42,3.21
14.04,12.42,3.205
14.06,12.42,3.21
14.08,12.42,3.21
14.1,12.42,3.21
14.12,12.42,3.21
14.14,12.42,3.21
14.16,12.42,3.21
14.18,12.42,3.21
14.2,12.42,3.21
14.22,12.42,3.205
14.24,12.42,3.21
14.26,12.42,3.21
14.28,12.42,3.21
14.3,12.42,3.205
14.32,12.42,3.21
14.34,12.42,3.21
14.36,12.42,3.205
14.38,12.42,3.21
14.4,12.42,3.21
14.42,12.42,3.21
14.44,12.42,3.205
14.46,12.42,3.21
14.48,12.42,3.21
14.5,12.42,3.21
14.52,12.42,3.21
14.54,12.42,3.21
14.56,12.42,3.21
14.58,12.42,3.21
14.6,12.42,3.21
14.62,12.42,3.21
14.64,12.42,3.21
14.66,12.42,3.21
14.68,12.42,3.21
14.7,12.42,3.21
14.72,12.42,3.205
14.74,12.42,3.205
14.76,12.42,3.21
14.78,12.42,3.21
14.8,12.42,3.21
14.82,12.42,3.19
14.84,-0.045,0.01
14.86,-0.015,0.01
14.88,-0.015,0.01
14.9,-0.015,0.01
14.92,-0.03,0.01
14.94,-0.015,0.01
14.96,-0.015,0.01
14.98,-0.015,0.01
15,0,0.01
