Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
7.04,0.93,1.16
7.06,0.99,1.165
7.08,1.035,1.175
7.1,1.11,1.175
7.12,1.17,1.18
7.14,1.245,1.185
7.16,1.32,1.19
7.18,1.41,1.195
7.2,1.485,1.2
7.22,1.575,1.205
7.24,1.665,1.21
7.26,1.755,1.215
7.28,1.86,1.22
7.3,1.95,1.225
7.32,2.055,1.235
7.34,2.16,1.235
7.36,2.265,1.24
7.38,2.37,1.25
7.4,2.49,1.25
7.42,2.595,1.26
7.44,2.715,1.265
7.46,2.835,1.265
7.48,2.955,1.275
7.5,3.09,1.275
7.52,3.225,1.28
7.54,3.345,1.285
7.56,3.48,1.29
7.58,3.615,1.295
7.6,3.765,1.305
7.62,3.9,1.305
7.64,4.05,1.31
7.66,4.2,1.315
7.68,4.335,1.32
7.7,4.485,1.325
7.72,4.635,1.33
7.74,4.785,1.335
7.76,4.935,1.34
7.78,5.085,1.345
7.8,5.22,1.355
7.82,5.355,1.355
7.84,5.49,1.36
7.86,5.61,1.365
7.88,5.7,1.37
7.9,5.79,1.375
7.92,5.865,1.38
7.94,5.91,1.385
7.96,5.925,1.395
7.98,5.925,1.395
8,5.895,1.4
8.02,5.835,1.41
8.04,5.775,1.41
8.06,5.685,1.415
8.08,5.565,1.42
8.1,5.445,1.425
8.12,5.295,1.43
8.14,5.16,1.44
8.16,5.025,1.44
8.18,4.86,1.445
8.2,4.695,1.45
8.22,4.53,1.455
8.24,4.35,1.46
8.26,4.17,1.465
8.28,3.975,1.47
8.3,3.765,1.475
8.32,3.555,1.48
8.34,3.33,1.485
8.36,3.135,1.49
8.38,2.925,1.495
8.4,2.76,1.5
8.42,2.58,1.505
8.44,2.43,1.51
8.46,2.31,1.515
8.48,2.175,1.52
8.5,2.07,1.525
8.52,1.965,1.53
8.54,1.875,1.535
8.56,1.785,1.54
8.58,1.71,1.545
8.6,1.635,1.55
8.62,1.575,1.555
8.64,1.53,1.56
8.66,1.5,1.565
8.68,1.485,1.57
8.7,1.455,1.575
8.72,1.47,1.58
8.74,1.455,1.585
8.76,1.455,1.59
8.78,1.455,1.595
8.8,1.455,1.6
8.82,1.47,1.605
8.84,1.485,1.61
8.86,1.515,1.615
8.88,1.545,1.62
8.9,1.605,1.625
8.92,1.65,1.63
8.94,1.71,1.635
8.96,1.77,1.64
8.98,1.83,1.645
9,1.89,1.65
9.02,1.95,1.655
9.04,2.025,1.66
9.06,2.1,1.665
9.08,2.16,1.67
9.1,2.25,1.675
9.12,2.34,1.68
9.14,2.43,1.685
9.16,2.52,1.69
9.18,2.64,1.695
9.2,2.745,1.7
9.22,2.865,1.705
9.24,2.985,1.71
9.26,3.09,1.715
9.28,3.225,1.72
9.3,3.345,1.725
9.32,3.48,1.73
9.34,3.615,1.735
9.36,3.75,1.74
9.38,3.9,1.745
9.4,4.065,1.75
9.42,4.23,1.755
9.44,4.38,1.76
9.46,4.545,1.765
9.48,4.71,1.77
9.5,4.875,1.775
9.52,5.04,1.78
9.54,5.235,1.785
9.56,5.4,1.79
9.58,5.565,1.795
9.6,5.76,1.8
9.62,5.94,1.805
9.64,6.135,1.81
9.66,6.315,1.815
9.68,6.51,1.82
9.7,6.705,1.825
9.72,6.885,1.83
9.74,7.08,1.835
9.76,7.26,1.84
9.78,7.425,1.845
9.8,7.605,1.85
9.82,7.755,1.855
9.84,7.92,1.86
9.86,8.055,1.865
9.88,8.19,1.87
9.9,8.295,1.875
9.92,8.4,1.88
9.94,8.475,1.885
9.96,8.535,1.89
9.98,8.58,1.895
10,8.595,1.9
10.02,8.61,1.905
10.04,8.595,1.91
10.06,8.565,1.915
10.08,8.52,1.92
10.1,8.46,1.925
10.12,8.4,1.93
10.14,8.31,1.935
10.16,8.205,1.94
10.18,8.085,1.945
10.2,7.965,1.95
10.22,7.815,1.955
10.24,7.635,1.96
10.26,7.455,1.965
10.28,7.26,1.97
10.3,7.065,1.975
10.32,6.855,1.98
10.34,6.645,1.985
10.36,6.45,1.99
10.38,6.255,1.995
10.4,6.075,2
10.42,5.895,2.005
10.44,5.73,2.01
10.46,5.565,2.015
10.48,5.415,2.02
10.5,5.28,2.025
10.52,5.13,2.03
10.54,4.98,2.035
10.56,4.845,2.04
10.58,4.71,2.045
10.6,4.605,2.05
10.62,4.5,2.055
10.64,4.395,2.06
10.66,4.335,2.065
10.68,4.245,2.07
10.7,4.2,2.075
10.72,4.14,2.08
10.74,4.095,2.085
10.76,4.065,2.09
10.78,4.02,2.09
10.8,3.96,2.095
10.82,3.975,2.105
10.84,3.96,2.11
10.86,3.96,2.115
10.88,3.96,2.12
10.9,3.96,2.12
10.92,3.975,2.13
10.94,3.99,2.135
10.96,4.02,2.14
10.98,4.035,2.145
11,4.05,2.15
11.02,4.095,2.155
11.04,4.11,2.16
11.06,4.155,2.165
11.08,4.2,2.17
11.1,4.26,2.175
11.12,4.32,2.175
11.14,4.38,2.185
11.16,4.47,2.19
11.18,4.56,2.195
11.2,4.65,2.2
11.22,4.755,2.205
11.24,4.845,2.21
11.26,4.95,2.215
11.28,5.055,2.22
11.3,5.19,2.225
11.32,5.31,2.23
11.34,5.46,2.235
11.36,5.61,2.24
11.38,5.76,2.245
11.4,5.91,2.245
11.42,6.075,2.255
11.44,6.24,2.26
11.46,6.405,2.26
11.48,6.555,2.265
11.5,6.735,2.27
11.52,6.9,2.28
11.54,7.095,2.28
11.56,7.29,2.29
11.58,7.47,2.29
11.6,7.665,2.295
11.62,7.875,2.305
11.64,8.07,2.305
11.66,8.265,2.31
11.68,8.475,2.315
11.7,8.67,2.325
11.72,8.865,2.33
11.74,9.045,2.33
11.76,9.24,2.34
11.78,9.435,2.345
11.8,9.615,2.345
11.82,9.795,2.355
11.84,9.975,2.36
11.86,10.14,2.365
11.88,10.305,2.37
11.9,10.455,2.375
11.92,10.59,2.375
11.94,10.71,2.385
11.96,10.815,2.39
11.98,10.905,2.395
12,11.01,2.4
12.02,11.085,2.4
12.04,11.16,2.405
12.06,11.22,2.41
12.08,11.265,2.415
12.1,11.295,2.425
12.12,11.325,2.43
12.14,11.325,2.43
12.16,11.325,2.435
12.18,11.28,2.44
12.2,11.25,2.445
12.22,11.175,2.45
12.24,11.1,2.455
12.26,11.025,2.46
12.28,10.935,2.465
12.3,10.845,2.47
12.32,10.74,2.48
12.34,10.635,2.485
12.36,10.53,2.485
12.38,10.425,2.495
12.4,10.32,2.495
12.42,10.23,2.5
12.44,10.14,2.51
12.46,9.99,2.51
12.48,9.885,2.52
12.5,9.765,2.525
12.52,9.66,2.525
12.54,9.54,2.535
12.56,9.435,2.535
12.58,9.33,2.54
12.6,9.24,2.55
12.62,9.15,2.555
12.64,9.075,2.56
12.66,9,2.56
12.68,8.94,2.565
12.7,8.865,2.57
12.72,8.805,2.575
12.74,8.76,2.58
12.76,8.7,2.585
12.78,8.655,2.59
12.8,8.61,2.595
12.82,8.58,2.6
12.84,8.535,2.605
12.86,8.49,2.61
12.88,8.46,2.615
12.9,8.43,2.62
12.92,8.415,2.625
12.94,8.4,2.63
12.96,8.37,2.635
12.98,8.355,2.64
13,8.355,2.645
13.02,8.34,2.655
13.04,8.355,2.655
13.06,8.355,2.66
13.08,8.355,2.665
13.1,8.37,2.67
13.12,8.385,2.675
13.14,8.43,2.68
13.16,8.46,2.685
13.18,8.505,2.69
13.2,8.55,2.695
13.22,8.61,2.7
13.24,8.685,2.71
13.26,8.775,2.71
13.28,8.865,2.715
13.3,8.955,2.72
13.32,9.06,2.725
13.34,9.15,2.73
13.36,9.27,2.735
13.38,9.405,2.74
13.4,9.525,2.745
13.42,9.66,2.75
13.44,9.81,2.755
13.46,9.96,2.76
13.48,10.11,2.765
13.5,10.29,2.77
13.52,10.47,2.775
13.54,10.65,2.78
13.56,10.875,2.785
13.58,11.04,2.79
13.6,11.22,2.795
13.62,11.415,2.8
13.64,11.61,2.805
13.66,11.805,2.81
13.68,11.985,2.815
13.7,12.165,2.82
13.72,12.33,2.825
13.74,12.42,2.83
13.76,12.42,2.835
13.78,12.42,2.84
13.8,12.42,2.845
13.82,12.42,2.85
13.84,12.42,2.855
13.86,12.42,2.86
13.88,12.42,2.865
13.9,12.42,2.87
13.92,12.42,2.875
13.94,12.42,2.88
13.96,12.42,2.885
13.98,12.42,2.89
14,12.42,2.895
14.02,12.42,2.9
14.04,12.42,2.905
14.06,12.42,2.91
14.08,12.42,2.915
14.1,12.42,2.92
14.12,12.42,2.925
14.14,12.42,2.93
14.16,12.42,2.935
14.18,12.42,2.94
14.2,12.42,2.945
14.22,12.42,2.95
14.24,12.42,2.955
14.26,12.42,2.96
14.28,12.42,2.965
14.3,12.42,2.97
14.32,12.42,2.975
14.34,12.42,2.98
14.36,12.42,2.985
14.38,12.42,2.99
14.4,12.42,2.995
14.42,12.42,3
14.44,12.42,3.005
14.46,12.42,3.01
14.48,12.42,3.015
14.5,12.42,3.02
14.52,12.42,3.025
14.54,12.42,3.03
14.56,12.42,3.035
14.58,12.42,3.04
14.6,12.42,3.045
14.62,12.42,3.05
14.64,12.42,3.055
14.66,12.42,3.055
14.68,12.42,3.065
14.7,12.42,3.07
14.72,12.42,3.07
14.74,12.42,3.075
14.76,12.42,3.085
14.78,12.42,3.09
14.8,12.42,3.095
14.82,12.42,3.1
14.84,12.42,3.1
14.86,12.42,3.11
14.88,12.42,3.115
14.9,12.42,3.115
14.92,12.42,3.125
14.94,12.42,3.13
14.96,12.42,3.135
14.98,12.42,3.14
15,12.42,3.145
