Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
17.54,3.19,6.73
17.56,3.185,6.73
17.58,3.19,6.735
17.6,3.185,6.735
17.62,3.185,6.735
17.64,3.185,6.735
17.66,3.185,6.735
17.68,3.19,6.735
17.7,3.19,6.74
17.72,3.185,6.74
17.74,3.185,6.74
17.76,3.19,6.74
17.78,3.19,6.74
17.8,3.19,6.74
17.82,3.19,6.74
17.84,3.185,6.74
17.86,3.19,6.745
17.88,3.185,6.745
17.9,3.185,6.745
17.92,-0.005,0.06
17.94,-0.005,-0.07
17.96,-0.005,-0.055
17.98,0,-0.05
18,0,-0.04
18.02,0,-0.035
18.04,0,-0.025
18.06,-0.005,-0.025
18.08,0,-0.02
18.1,0,-0.015
18.12,0,-0.01
18.14,0,-0.01
18.16,0,-0.01
18.18,0,-0.005
18.2,0,-0.01
18.22,-0.005,-0.005
18.24,0,-0.005
18.26,0,0
18.28,0,0
18.3,-0.005,0.005
18.32,0,0.005
18.34,0,0.005
18.36,0,0.005
18.38,-0.005,0.005
18.4,0,0.005
18.42,0,0.005
18.44,-0.005,0.005
18.46,0,0.015
18.48,0,0.01
18.5,0,0.01
18.52,0,0.01
18.54,0,0.01
18.56,-0.005,0.01
18.58,0,0.01
18.6,0,0.015
18.62,-0.005,0.015
18.64,0,0.015
18.66,0,0.01
18.68,0,0.015
18.7,0,0.015
18.72,0,0.015
18.74,-0.005,0.015
18.76,0,0.02
18.78,-0.005,0.015
18.8,0,0.015
18.82,0,0.015
18.84,0,0.02
18.86,0,0.02
18.88,0,0.015
18.9,-0.005,0.02
18.92,-0.005,0.02
18.94,-0.005,0.02
18.96,-0.005,0.02
18.98,0,0.12
19,-0.005,0.005
19.02,0,0.02
19.04,-0.005,0.02
19.06,-0.005,0.02
19.08,0,0.02
19.1,0,0.02
19.12,0,0.02
19.14,0,0.02
19.16,0,0.025
19.18,-0.005,0.02
19.2,-0.005,0.02
19.22,-0.005,0.02
19.24,0,0.02
19.26,0,0.025
19.28,0,0.025
19.3,0,0.025
19.32,-0.005,-0.095
19.34,-0.005,0.01
19.36,0,0.025
19.38,0,0.025
19.4,0,0.025
19.42,0,0.025
19.44,-0.005,0.025
19.46,0,0.025
19.48,0,0.025
19.5,-0.005,0.025
19.52,0,0.03
19.54,0,0.025
19.56,-0.005,0.03
19.58,-0.005,0.03
19.6,0,0.03
19.62,0,0.03
19.64,0,0.03
19.66,0,0.03
19.68,0,0.03
19.7,-0.005,0.03
19.72,-0.005,0.03
19.74,0,0.03
19.76,0,0.03
19.78,0,0.03
19.8,0,0.03
19.82,-0.005,0.03
19.84,0,0.03
19.86,-0.005,0.03
19.88,0,0.03
19.9,0,0.03
19.92,0,0.03
19.94,0,0.03
19.96,0,0.03
19.98,0,0.03
20,0,0.03
