Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
3.1,0.62,0.057
3.12,0.625,0.0615
3.14,0.635,0.066
3.16,0.64,0.0765
3.18,0.64,0.0795
3.2,0.65,0.087
3.22,0.655,0.0945
3.24,0.66,0.1005
3.26,0.665,0.108
3.28,0.67,0.117
3.3,0.675,0.126
3.32,0.685,0.141
3.34,0.69,0.1455
3.36,0.695,0.156
3.38,0.7,0.1665
3.4,0.705,0.1785
3.42,0.71,0.189
3.44,0.715,0.201
3.46,0.725,0.2145
3.48,0.73,0.228
3.5,0.735,0.2415
3.52,0.74,0.2535
3.54,0.75,0.2655
3.56,0.75,0.2775
3.58,0.755,0.2895
3.6,0.765,0.3
3.62,0.77,0.3075
3.64,0.775,0.3135
3.66,0.78,0.315
3.68,0.785,0.315
3.7,0.79,0.309
3.72,0.8,0.3015
3.74,0.8,0.2895
3.76,0.81,0.2745
3.78,0.815,0.2565
3.8,0.82,0.2385
3.82,0.825,0.2205
3.84,0.83,0.1995
3.86,0.835,0.1815
3.88,0.84,0.1635
3.9,0.85,0.15
3.92,0.855,0.1365
3.94,0.86,0.1245
3.96,0.865,0.1155
3.98,0.87,0.105
4,0.875,0.0975
4.02,0.88,0.0915
4.04,0.885,0.0855
4.06,0.895,0.0795
4.08,0.9,0.0735
4.1,0.905,0.0705
4.12,0.91,0.0675
4.14,0.915,0.0645
4.16,0.92,0.0645
4.18,0.925,0.0585
4.2,0.935,0.057
4.22,0.94,0.0495
4.24,0.945,0.054
4.26,0.95,0.054
4.28,0.96,0.054
4.3,0.965,0.0375
4.32,0.965,0.069
4.34,0.97,0.0585
4.36,0.98,0.06
4.38,0.985,0.063
4.4,0.99,0.0675
4.42,0.995,0.0705
4.44,1,0.075
4.46,1.005,0.081
4.48,1.01,0.087
4.5,1.02,0.0915
4.52,1.025,0.1005
4.54,1.03,0.108
4.56,1.035,0.117
4.58,1.04,0.1335
4.6,1.045,0.1365
4.62,1.055,0.147
4.64,1.06,0.1575
4.66,1.065,0.171
4.68,1.07,0.1845
4.7,1.075,0.198
4.72,1.085,0.21
4.74,1.085,0.2295
4.76,1.09,0.246
4.78,1.1,0.2655
4.8,1.105,0.2835
4.82,1.11,0.303
4.84,1.115,0.327
4.86,1.125,0.3435
4.88,1.125,0.366
4.9,1.13,0.3885
4.92,1.135,0.411
4.94,1.145,0.435
4.96,1.15,0.459
4.98,1.155,0.486
5,1.16,0.5115
5.02,1.165,0.534
5.04,1.175,0.5655
5.06,1.175,0.594
5.08,1.185,0.624
5.1,1.19,0.654
5.12,1.195,0.7935
5.14,1.2,0.7455
5.16,1.205,0.744
5.18,1.21,0.7725
5.2,1.215,0.807
5.22,1.225,0.834
5.24,1.23,0.867
5.26,1.235,0.885
5.28,1.24,0.915
5.3,1.245,0.924
5.32,1.25,0.9345
5.34,1.26,0.9345
5.36,1.265,0.93
5.38,1.27,0.915
5.4,1.275,0.894
5.42,1.28,0.867
5.44,1.285,0.8235
5.46,1.29,0.777
5.48,1.295,0.726
5.5,1.305,0.675
5.52,1.31,0.621
5.54,1.315,0.5715
5.56,1.32,0.5205
5.58,1.325,0.477
5.6,1.33,0.4335
5.62,1.34,0.3975
5.64,1.345,0.3615
5.66,1.35,0.336
5.68,1.355,0.3075
5.7,1.36,0.285
5.72,1.365,0.2625
5.74,1.375,0.246
5.76,1.38,0.2265
5.78,1.385,0.213
5.8,1.39,0.198
5.82,1.395,0.1875
5.84,1.4,0.1755
5.86,1.405,0.168
5.88,1.415,0.1605
5.9,1.415,0.1545
5.92,1.425,0.1515
5.94,1.43,0.1455
5.96,1.435,0.1455
5.98,1.44,0.1455
6,1.445,0.1455
6.02,1.45,0.147
6.04,1.455,0.1485
6.06,1.46,0.153
6.08,1.465,0.162
6.1,1.475,0.168
6.12,1.48,0.177
6.14,1.485,0.186
6.16,1.49,0.198
6.18,1.495,0.2115
6.2,1.505,0.225
6.22,1.51,0.24
6.24,1.515,0.255
6.26,1.52,0.273
6.28,1.525,0.291
6.3,1.53,0.312
6.32,1.535,0.333
6.34,1.54,0.3555
6.36,1.545,0.3795
6.38,1.555,0.4035
6.4,1.56,0.4305
6.42,1.565,0.4575
6.44,1.57,0.486
6.46,1.58,0.516
6.48,1.58,0.5475
6.5,1.585,0.579
6.52,1.595,0.6135
6.54,1.6,0.648
6.56,1.605,0.6855
6.58,1.61,0.723
6.6,1.615,0.762
6.62,1.62,0.8025
6.64,1.625,0.8445
6.66,1.63,0.8865
6.68,1.635,0.93
6.7,1.64,0.9765
6.72,1.65,1.02
6.74,1.655,1.068
6.76,1.66,1.1145
6.78,1.665,1.1655
6.8,1.67,1.215
6.82,1.68,1.266
6.84,1.685,1.524
6.86,1.69,1.35
6.88,1.695,1.419
6.9,1.7,1.4655
6.92,1.705,1.515
6.94,1.71,1.5555
6.96,1.715,1.5945
6.98,1.72,1.626
7,1.73,1.6515
7.02,1.735,1.668
7.04,1.74,1.6695
7.06,1.745,1.665
7.08,1.75,1.641
7.1,1.76,1.6095
7.12,1.765,1.5585
7.14,1.765,1.503
7.16,1.77,1.4325
7.18,1.78,1.3515
7.2,1.785,1.2705
7.22,1.79,1.185
7.24,1.795,1.1025
7.26,1.8,1.02
7.28,1.81,0.942
7.3,1.815,0.87
7.32,1.82,0.7995
7.34,1.825,0.7395
7.36,1.83,0.6795
7.38,1.835,0.627
7.4,1.84,0.5775
7.42,1.85,0.5325
7.44,1.855,0.489
7.46,1.86,0.45
7.48,1.865,0.4125
7.5,1.87,0.381
7.52,1.875,0.3525
7.54,1.88,0.3015
7.56,1.89,0.303
7.58,1.89,0.285
7.6,1.9,0.2685
7.62,1.905,0.255
7.64,1.91,0.2445
7.66,1.915,0.234
7.68,1.92,0.2295
7.7,1.925,0.225
7.72,1.93,0.225
7.74,1.935,0.225
7.76,1.945,0.2295
7.78,1.95,0.237
7.8,1.955,0.243
7.82,1.96,0.2535
7.84,1.965,0.2655
7.86,1.97,0.2805
7.88,1.98,0.297
7.9,1.98,0.315
7.92,1.99,0.336
7.94,1.995,0.357
7.96,2,0.3825
7.98,2.005,0.408
8,2.015,0.435
8.02,2.02,0.465
8.04,2.02,0.4995
8.06,2.03,0.531
8.08,2.035,0.567
8.1,2.04,0.6045
8.12,2.045,0.6435
8.14,2.05,0.684
8.16,2.055,0.7275
8.18,2.06,0.7725
8.2,2.07,0.8175
8.22,2.075,0.8685
8.24,2.08,0.918
8.26,2.085,0.969
8.28,2.09,1.026
8.3,2.095,1.0815
8.32,2.1,1.1385
8.34,2.11,1.1985
8.36,2.115,1.257
8.38,2.115,1.3215
8.4,2.125,1.386
8.42,2.13,1.434
8.44,2.135,1.5165
8.46,2.14,1.587
8.48,2.145,1.659
8.5,2.155,1.728
8.52,2.16,1.8
8.54,2.165,1.872
8.56,2.17,1.944
8.58,2.175,2.016
8.6,2.18,2.085
8.62,2.185,2.1525
8.64,2.19,2.2155
8.66,2.2,2.2725
8.68,2.205,2.3235
8.7,2.21,2.3655
8.72,2.215,2.3955
8.74,2.22,2.4135
8.76,2.225,2.4195
8.78,2.235,2.4075
8.8,2.235,2.3835
8.82,2.245,2.3415
8.84,2.25,2.2845
8.86,2.255,2.214
8.88,2.26,2.133
8.9,2.265,2.043
8.92,2.27,1.947
8.94,2.275,1.8465
8.96,2.285,1.746
8.98,2.29,1.641
9,2.295,1.5465
9.02,2.3,1.4535
9.04,2.305,1.3605
9.06,2.31,1.269
9.08,2.315,1.185
9.1,2.325,1.1025
9.12,2.325,1.02
9.14,2.335,0.945
9.16,2.34,0.8715
9.18,2.345,0.8025
9.2,2.35,0.7395
9.22,2.355,0.681
9.24,2.365,0.6285
9.26,2.37,0.5805
9.28,2.375,0.537
9.3,2.38,0.501
9.32,2.385,0.4665
9.34,2.39,0.4395
9.36,2.395,0.414
9.38,2.405,0.393
9.4,2.405,0.3765
9.42,2.41,0.363
9.44,2.415,0.354
9.46,2.425,0.3465
9.48,2.43,0.351
9.5,2.435,0.348
9.52,2.44,0.3525
9.54,2.445,0.36
9.56,2.45,0.3705
9.58,2.455,0.384
9.6,2.465,0.4035
9.62,2.47,0.423
9.64,2.475,0.444
9.66,2.48,0.471
9.68,2.485,0.5055
9.7,2.49,0.531
9.72,2.5,0.5625
9.74,2.505,0.603
9.76,2.51,0.6435
9.78,2.515,0.684
9.8,2.52,0.729
9.82,2.525,0.7785
9.84,2.53,0.8265
9.86,2.535,0.879
9.88,2.54,0.936
9.9,2.55,0.993
9.92,2.555,1.053
9.94,2.56,1.116
9.96,2.565,1.1805
9.98,2.57,1.2615
10,2.575,1.32
10.02,2.58,1.3935
10.04,2.585,1.4685
10.06,2.59,1.5405
10.08,2.6,1.623
10.1,2.6,1.7055
10.12,2.61,1.7895
10.14,2.615,1.878
10.16,2.62,1.9635
10.18,2.625,2.0535
10.2,2.63,2.1435
10.22,2.64,2.235
10.24,2.64,2.3295
10.26,2.65,2.4225
10.28,2.655,2.5155
10.3,2.66,2.607
10.32,2.665,2.6985
10.34,2.67,2.676
10.36,2.675,2.8635
10.38,2.685,2.9475
10.4,2.69,3.0135
10.42,2.695,3.072
10.44,2.7,3.072
10.46,2.705,3.072
10.48,2.71,3.072
10.5,2.715,3.072
10.52,2.72,3.072
10.54,2.725,3.072
10.56,2.73,3.072
10.58,2.735,3.0465
10.6,2.74,2.9805
10.62,2.75,2.9025
10.64,2.755,2.814
10.66,2.76,2.7195
10.68,2.765,2.622
10.7,2.77,2.52
10.72,2.775,2.415
10.74,2.785,2.3085
10.76,2.79,2.2035
10.78,2.795,2.0895
10.8,2.8,1.9815
10.82,2.805,1.8705
10.84,2.81,1.761
10.86,2.815,1.653
10.88,2.82,1.5465
10.9,2.83,1.4475
10.92,2.835,1.3515
10.94,2.84,1.2615
10.96,2.845,1.176
10.98,2.85,1.098
11,2.86,1.0245
11.02,2.86,0.957
11.04,2.87,0.897
11.06,2.875,0.84
11.08,2.88,0.789
11.1,2.885,0.744
11.12,2.89,0.6975
11.14,2.895,0.666
11.16,2.9,0.636
11.18,2.905,0.6105
11.2,2.91,0.591
11.22,2.92,0.576
11.24,2.925,0.5685
11.26,2.93,0.5655
11.28,2.935,0.564
11.3,2.94,0.567
11.32,2.945,0.576
11.34,2.95,0.588
11.36,2.955,0.6045
11.38,2.965,0.633
11.4,2.97,0.651
11.42,2.975,0.6795
11.44,2.98,0.711
11.46,2.985,0.7485
11.48,2.99,0.7875
11.5,2.995,0.831
11.52,3.005,0.879
11.54,3.01,0.93
11.56,3.015,0.984
11.58,3.02,1.041
11.6,3.025,1.101
11.62,3.03,1.1655
11.64,3.035,1.233
11.66,3.04,1.305
11.68,3.045,1.38
11.7,3.05,1.455
11.72,3.055,1.536
11.74,3.065,1.602
11.76,3.07,1.7055
11.78,3.075,1.797
11.8,3.08,1.89
11.82,3.085,1.986
11.84,3.09,2.085
11.86,3.095,2.1855
11.88,3.105,2.289
11.9,3.11,2.3955
11.92,3.115,2.5035
11.94,3.12,2.613
11.96,3.125,2.7255
11.98,3.13,2.838
12,3.135,2.9505
12.02,3.14,3.0645
12.04,3.15,3.072
12.06,3.155,3.072
12.08,3.16,3.072
12.1,3.165,3.072
12.12,3.17,3.072
12.14,3.175,3.072
12.16,3.18,3.072
12.18,3.185,3.072
12.2,3.19,3.072
12.22,3.185,3.072
12.24,3.19,3.072
12.26,3.19,3.072
12.28,3.19,3.072
12.3,3.185,3.072
12.32,3.19,3.072
12.34,3.19,3.072
12.36,3.19,3.072
12.38,3.19,3.072
12.4,3.185,3.072
12.42,3.19,3.072
12.44,3.19,3.072
12.46,3.19,3.072
12.48,3.19,3.072
12.5,3.185,3.072
12.52,3.19,3.072
12.54,3.19,3.072
12.56,3.19,3.072
12.58,3.19,3.072
12.6,3.19,3.072
12.62,3.19,3.072
12.64,3.19,3.072
12.66,3.19,3.072
12.68,3.19,3.072
12.7,3.19,3.072
12.72,3.19,3.072
12.74,3.19,3.072
12.76,3.19,3.072
12.78,3.19,3.072
12.8,3.19,3.072
12.82,3.19,3.072
12.84,3.19,3.072
12.86,3.19,3.072
12.88,3.19,3.072
12.9,3.19,3.072
12.92,3.185,3.072
12.94,3.19,3.072
12.96,3.19,3.072
12.98,3.19,3.072
13,3.19,3.072
13.02,3.19,3.072
13.04,3.19,3.072
13.06,3.19,3.072
13.08,3.19,3.072
13.1,3.19,3.072
13.12,3.19,3.072
13.14,3.19,3.072
13.16,3.19,3.072
13.18,3.19,3.072
13.2,3.19,3.072
13.22,3.19,3.072
13.24,3.19,3.072
13.26,3.19,3.072
13.28,3.19,3.072
13.3,3.185,3.072
13.32,3.19,3.072
13.34,3.19,3.072
13.36,3.185,3.072
13.38,3.185,3.072
13.4,3.19,3.072
13.42,3.19,3.072
13.44,3.19,3.072
13.46,3.19,3.072
13.48,3.19,3.072
13.5,3.19,3.072
13.52,3.19,3.072
13.54,3.19,3.072
13.56,3.19,3.072
13.58,3.19,3.072
13.6,3.19,3.072
13.62,3.19,3.072
13.64,3.185,3.072
13.66,3.19,3.072
13.68,3.19,3.072
13.7,3.19,3.072
13.72,3.19,3.072
13.74,3.185,3.072
13.76,3.19,3.072
13.78,3.19,3.072
13.8,3.185,3.072
13.82,3.185,3.072
13.84,3.19,3.072
13.86,3.19,3.072
13.88,3.19,3.072
13.9,3.19,3.072
13.92,3.19,3.072
13.94,3.19,3.072
13.96,3.19,3.072
13.98,3.19,3.072
14,3.185,3.072
14.02,3.19,3.072
14.04,3.19,3.072
14.06,3.185,3.072
14.08,3.19,3.072
14.1,3.185,3.072
14.12,3.19,3.072
14.14,3.19,3.072
14.16,3.19,3.072
14.18,3.185,3.072
14.2,3.185,3.072
14.22,3.19,3.072
14.24,3.19,3.072
14.26,3.19,3.072
14.28,3.19,3.072
14.3,3.19,3.072
14.32,3.19,3.072
14.34,3.185,3.072
14.36,3.19,3.072
14.38,3.19,3.072
14.4,3.19,3.072
14.42,3.19,3.072
14.44,3.19,3.072
14.46,3.19,3.072
14.48,3.19,3.072
14.5,3.19,3.072
14.52,3.19,3.072
14.54,3.185,3.072
14.56,3.19,3.072
14.58,3.19,3.072
14.6,3.19,3.072
14.62,3.19,3.072
14.64,3.19,3.072
14.66,3.19,3.072
14.68,3.19,3.072
14.7,3.19,3.072
14.72,3.19,3.072
14.74,3.185,3.072
14.76,3.19,3.072
14.78,3.185,3.072
14.8,3.19,3.072
14.82,3.185,3.072
14.84,3.19,3.072
14.86,3.185,3.072
14.88,3.19,3.072
14.9,3.185,3.072
14.92,3.19,3.072
14.94,3.19,3.072
14.96,3.19,3.072
14.98,3.19,3.072
15,3.185,3.072
