Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
18.68,0,-0.015
18.7,0,-0.015
18.72,0,-0.015
18.74,0,-0.015
18.76,0,-0.015
18.78,0,-0.015
18.8,0,-0.015
18.82,0,-0.015
18.84,-0.005,-0.01
18.86,0,-0.01
18.88,-0.005,-0.01
18.9,0,-0.01
18.92,0,-0.01
18.94,0,-0.01
18.96,0,-0.01
18.98,-0.005,-0.01
19,0,-0.01
19.02,0,-0.01
19.04,-0.005,-0.01
19.06,-0.005,-0.01
19.08,-0.005,-0.01
19.1,0,-0.01
19.12,0,-0.01
19.14,0,-0.01
19.16,0,-0.01
19.18,-0.005,-0.015
19.2,0,-0.02
19.22,0,-0.015
19.24,0,-0.015
19.26,0,-0.015
19.28,0,-0.01
19.3,0,0.005
19.32,0,-0.01
19.34,-0.005,-0.01
19.36,0,-0.01
19.38,0,-0.01
19.4,0,-0.015
19.42,0,-0.015
19.44,0,-0.015
19.46,0,-0.01
19.48,0,-0.01
19.5,0,-0.015
19.52,0,-0.01
19.54,0,-0.015
19.56,-0.005,-0.015
19.58,0,-0.01
19.6,0,-0.015
19.62,0,-0.015
19.64,0,-0.015
19.66,0,-0.015
19.68,0,-0.01
19.7,-0.005,-0.01
19.72,0,-0.01
19.74,-0.005,-0.015
19.76,0,-0.01
19.78,0,-0.01
19.8,-0.005,-0.01
19.82,0,-0.01
19.84,-0.005,-0.01
19.86,-0.005,-0.01
19.88,0,-0.01
19.9,-0.005,-0.01
19.92,0,-0.045
19.94,0,-0.015
19.96,0,-0.01
19.98,-0.005,-0.01
20,-0.005,-0.01
