Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
2.6,0.445,0.01
2.62,0.45,0.01
2.64,0.455,0.01
2.66,0.46,0.015
2.68,0.465,0.015
2.7,0.475,0.01
2.72,0.48,0.01
2.74,0.485,0.01
2.76,0.49,0.015
2.78,0.495,0.015
2.8,0.5,0.015
2.82,0.505,0.015
2.84,0.51,0.02
2.86,0.52,0.03
2.88,0.525,0.035
2.9,0.53,0.03
2.92,0.535,0.135
2.94,0.54,0.315
2.96,0.545,0.05
2.98,0.555,0.04
3,0.56,0.04
3.02,0.565,0.045
3.04,0.57,0.045
3.06,0.575,0.05
3.08,0.58,0.055
3.1,0.59,0.06
3.12,0.595,0.065
3.14,0.6,0.06
3.16,0.605,0.08
3.18,0.61,0.085
3.2,0.615,0.095
3.22,0.62,0.1
3.24,0.63,0.115
3.26,0.635,0.125
3.28,0.64,0.135
3.3,0.645,0.145
3.32,0.65,0.155
3.34,0.655,0.17
3.36,0.66,0.175
3.38,0.67,0.2
3.4,0.675,0.215
3.42,0.68,0.23
3.44,0.685,0.245
3.46,0.69,0.265
3.48,0.695,0.29
3.5,0.705,0.3
3.52,0.71,0.33
3.54,0.715,0.355
3.56,0.72,0.375
3.58,0.725,0.4
3.6,0.73,0.42
3.62,0.735,0.445
3.64,0.745,0.47
3.66,0.75,0.49
3.68,0.755,0.515
3.7,0.76,0.535
3.72,0.765,0.555
3.74,0.77,0.575
3.76,0.78,0.585
3.78,0.785,0.595
3.8,0.79,0.6
3.82,0.795,0.595
3.84,0.8,0.58
3.86,0.805,0.56
3.88,0.81,0.535
3.9,0.815,0.5
3.92,0.825,0.465
3.94,0.83,0.425
3.96,0.83,0.39
3.98,0.84,0.35
4,0.845,0.32
4.02,0.85,0.285
4.04,0.855,0.255
4.06,0.865,0.225
4.08,0.865,0.2
4.1,0.875,0.18
4.12,0.88,0.165
4.14,0.885,0.145
4.16,0.89,0.135
4.18,0.895,0.12
4.2,0.905,0.11
4.22,0.91,0.1
4.24,0.915,0.09
4.26,0.92,0.085
4.28,0.925,0.08
4.3,0.93,0.05
4.32,0.935,0.055
4.34,0.945,0.065
4.36,0.95,0.065
4.38,0.955,0.065
4.4,0.96,0.065
4.42,0.965,0.065
4.44,0.97,0.065
4.46,0.975,0.065
4.48,0.98,0.07
4.5,0.985,0.075
4.52,0.995,0.08
4.54,1,0.085
4.56,1.005,0.095
4.58,1.01,0.105
4.6,1.02,0.11
4.62,1.02,0.125
4.64,1.03,0.135
4.66,1.035,0.15
4.68,1.04,0.16
4.7,1.045,0.18
4.72,1.05,0.195
4.74,1.055,0.215
4.76,1.06,0.235
4.78,1.07,0.26
4.8,1.075,0.285
4.82,1.08,0.31
4.84,1.085,0.335
4.86,1.09,0.365
4.88,1.095,0.395
4.9,1.1,0.425
4.92,1.11,0.46
4.94,1.115,0.49
4.96,1.12,0.53
4.98,1.125,0.59
5,1.13,0.635
5.02,1.135,0.65
5.04,1.14,0.69
5.06,1.145,0.735
5.08,1.155,0.78
5.1,1.16,0.825
5.12,1.165,0.865
5.14,1.17,0.92
5.16,1.175,0.97
5.18,1.18,1.025
5.2,1.19,1.08
5.22,1.195,1.13
5.24,1.2,1.195
5.26,1.205,1.245
5.28,1.21,1.3
5.3,1.215,1.365
5.32,1.225,1.415
5.34,1.225,1.47
5.36,1.235,1.53
5.38,1.24,1.585
5.4,1.245,1.625
5.42,1.25,1.665
5.44,1.255,1.695
5.46,1.265,1.71
5.48,1.27,1.715
5.5,1.275,1.7
5.52,1.28,1.67
5.54,1.285,1.625
5.56,1.29,1.565
5.58,1.295,1.485
5.6,1.3,1.4
5.62,1.31,1.31
5.64,1.315,1.215
5.66,1.32,1.115
5.68,1.325,1.02
5.7,1.33,0.935
5.72,1.335,0.855
5.74,1.34,0.785
5.76,1.35,0.715
5.78,1.355,0.66
5.8,1.36,0.605
5.82,1.365,0.555
5.84,1.37,0.51
5.86,1.38,0.465
5.88,1.38,0.425
5.9,1.385,0.385
5.92,1.395,0.36
5.94,1.4,0.33
5.96,1.405,0.305
5.98,1.41,0.285
6,1.415,0.265
6.02,1.42,0.25
6.04,1.43,0.235
6.06,1.435,0.225
6.08,1.44,0.215
6.1,1.445,0.215
6.12,1.45,0.215
6.14,1.455,0.215
6.16,1.46,0.215
6.18,1.465,0.225
6.2,1.475,0.235
6.22,1.475,0.245
6.24,1.485,0.255
6.26,1.49,0.27
6.28,1.495,0.29
6.3,1.505,0.31
6.32,1.51,0.335
6.34,1.515,0.36
6.36,1.52,0.385
6.38,1.525,0.415
6.4,1.53,0.44
6.42,1.535,0.475
6.44,1.54,0.515
6.46,1.545,0.55
6.48,1.555,0.57
6.5,1.56,0.635
6.52,1.565,0.685
6.54,1.57,0.735
6.56,1.575,0.79
6.58,1.58,0.845
6.6,1.585,0.895
6.62,1.595,0.96
6.64,1.6,1.02
6.66,1.605,1.085
6.68,1.61,1.15
6.7,1.615,1.22
6.72,1.62,1.295
6.74,1.625,1.365
6.76,1.635,1.445
6.78,1.635,1.525
6.8,1.64,1.61
6.82,1.65,1.69
6.84,1.655,1.785
6.86,1.66,1.87
6.88,1.665,1.96
6.9,1.675,2.055
6.92,1.68,2.15
6.94,1.685,2.245
6.96,1.69,2.35
6.98,1.695,2.445
7,1.7,2.545
7.02,1.705,2.64
7.04,1.71,2.735
7.06,1.72,2.825
7.08,1.725,2.905
7.1,1.73,2.98
7.12,1.735,3.05
7.14,1.74,3.085
7.16,1.745,3.11
7.18,1.755,3.12
7.2,1.76,3.1
7.22,1.765,3.06
7.24,1.77,3.005
7.26,1.775,2.92
7.28,1.78,2.815
7.3,1.785,2.695
7.32,1.79,2.56
7.34,1.795,2.425
7.36,1.805,2.285
7.38,1.81,2.145
7.4,1.815,2.01
7.42,1.82,1.795
7.44,1.825,1.75
7.46,1.83,1.63
7.48,1.835,1.52
7.5,1.84,1.325
7.52,1.85,1.305
7.54,1.855,1.21
7.56,1.86,1.11
7.58,1.865,1.02
7.6,1.87,0.935
7.62,1.875,0.86
7.64,1.88,0.795
7.66,1.89,0.735
7.68,1.895,0.68
7.7,1.9,0.635
7.72,1.905,0.595
7.74,1.91,0.555
7.76,1.915,0.525
7.78,1.925,0.505
7.8,1.93,0.48
7.82,1.935,0.465
7.84,1.94,0.455
7.86,1.945,0.45
7.88,1.95,0.45
7.9,1.955,0.455
7.92,1.96,0.46
7.94,1.965,0.475
7.96,1.975,0.49
7.98,1.98,0.51
8,1.985,0.535
8.02,1.99,0.555
8.04,1.995,0.585
8.06,2,0.62
8.08,2.005,0.66
8.1,2.015,0.7
8.12,2.02,0.755
8.14,2.025,0.8
8.16,2.03,0.855
8.18,2.035,0.91
8.2,2.04,0.97
8.22,2.05,1.04
8.24,2.055,1.105
8.26,2.06,1.175
8.28,2.065,1.25
8.3,2.07,1.33
8.32,2.075,1.415
8.34,2.085,1.5
8.36,2.085,1.595
8.38,2.09,1.69
8.4,2.095,1.785
8.42,2.105,1.89
8.44,2.11,1.995
8.46,2.115,2.105
8.48,2.12,2.215
8.5,2.125,2.33
8.52,2.13,2.45
8.54,2.135,2.57
8.56,2.145,2.7
8.58,2.15,2.83
8.6,2.155,2.96
8.62,2.16,3.085
8.64,2.165,3.23
8.66,2.17,3.365
8.68,2.18,3.505
8.7,2.185,3.645
8.72,2.19,3.775
8.74,2.195,3.91
8.76,2.2,4.04
8.78,2.205,4.14
8.8,2.21,4.27
8.82,2.215,4.37
8.84,2.225,4.455
8.86,2.23,4.51
8.88,2.235,4.555
8.9,2.245,4.57
8.92,2.245,4.56
8.94,2.25,4.525
8.96,2.255,4.465
8.98,2.26,4.385
9,2.265,4.28
9.02,2.275,4.155
9.04,2.28,4.02
9.06,2.285,3.88
9.08,2.29,3.725
9.1,2.295,3.57
9.12,2.3,3.415
9.14,2.31,3.255
9.16,2.315,3.095
9.18,2.32,2.935
9.2,2.325,2.775
9.22,2.33,2.615
9.24,2.335,2.45
9.26,2.34,2.295
9.28,2.35,2.15
9.3,2.355,1.995
9.32,2.36,1.855
9.34,2.365,1.725
9.36,2.37,1.605
9.38,2.375,1.495
9.4,2.38,1.395
9.42,2.385,1.305
9.44,2.395,1.22
9.46,2.4,1.145
9.48,2.405,1.08
9.5,2.405,1.02
9.52,2.415,0.95
9.54,2.42,0.915
9.56,2.425,0.88
9.58,2.43,0.845
9.6,2.435,0.825
9.62,2.44,0.81
9.64,2.45,0.8
9.66,2.455,0.8
9.68,2.46,0.805
9.7,2.465,0.81
9.72,2.47,0.825
9.74,2.475,0.845
9.76,2.485,0.875
9.78,2.49,0.905
9.8,2.495,0.925
9.82,2.5,0.99
9.84,2.505,1.035
9.86,2.51,1.095
9.88,2.515,1.15
9.9,2.52,1.22
9.92,2.53,1.29
9.94,2.535,1.365
9.96,2.54,1.45
9.98,2.545,1.54
10,2.55,1.63
10.02,2.555,1.73
10.04,2.565,1.83
10.06,2.565,1.94
10.08,2.57,2.055
10.1,2.575,2.17
10.12,2.585,2.295
10.14,2.59,2.425
10.16,2.595,2.56
10.18,2.6,2.7
10.2,2.605,2.845
10.22,2.615,2.99
10.24,2.62,3.145
10.26,2.625,3.305
10.28,2.63,3.505
10.3,2.635,3.635
10.32,2.64,3.8
10.34,2.645,3.975
10.36,2.655,4.155
10.38,2.66,4.33
10.4,2.665,4.51
10.42,2.67,4.69
10.44,2.675,4.87
10.46,2.68,5.04
10.48,2.685,5.215
10.5,2.69,5.38
10.52,2.695,5.525
10.54,2.705,5.66
10.56,2.71,5.78
10.58,2.715,5.885
10.6,2.72,5.965
10.62,2.725,6.025
10.64,2.73,6.06
10.66,2.735,6.07
10.68,2.74,6.055
10.7,2.75,6.015
10.72,2.755,5.96
10.74,2.76,5.885
10.76,2.765,5.78
10.78,2.77,5.67
10.8,2.775,5.55
10.82,2.78,5.41
10.84,2.785,5.26
10.86,2.795,5.105
10.88,2.8,4.935
10.9,2.805,4.755
10.92,2.81,4.57
10.94,2.815,4.375
10.96,2.82,4.175
10.98,2.83,3.97
11,2.835,3.77
11.02,2.84,3.575
11.04,2.845,3.38
11.06,2.85,3.195
11.08,2.855,3.02
11.1,2.86,2.855
11.12,2.865,2.695
11.14,2.875,2.545
11.16,2.88,2.4
11.18,2.885,2.265
11.2,2.89,2.135
11.22,2.895,2.015
11.24,2.9,1.905
11.26,2.905,1.8
11.28,2.91,1.715
11.3,2.915,1.76
11.32,2.92,1.585
11.34,2.93,1.51
11.36,2.935,1.46
11.38,2.94,1.425
11.4,2.945,1.39
11.42,2.95,1.365
11.44,2.955,1.35
11.46,2.96,1.345
11.48,2.97,1.35
11.5,2.975,1.36
11.52,2.98,1.375
11.54,2.985,1.405
11.56,2.99,1.445
11.58,3,1.48
11.6,3.005,1.515
11.62,3.005,1.575
11.64,3.015,1.66
11.66,3.02,1.74
11.68,3.025,1.82
11.7,3.03,1.91
11.72,3.035,2.005
11.74,3.04,2.11
11.76,3.045,2.22
11.78,3.055,2.33
11.8,3.055,2.465
11.82,3.065,2.595
11.84,3.07,2.735
11.86,3.075,2.885
11.88,3.08,3.035
11.9,3.085,3.195
11.92,3.09,3.365
11.94,3.1,3.535
11.96,3.1,3.715
11.98,3.105,3.9
12,3.115,4.095
12.02,3.12,4.295
12.04,3.125,4.495
12.06,3.13,4.705
12.08,3.135,4.915
12.1,3.14,5.135
12.12,3.145,5.36
12.14,3.155,5.585
12.16,3.16,5.805
12.18,3.165,6.015
12.2,3.17,6.245
12.22,3.175,6.46
12.24,3.185,6.665
12.26,3.19,6.865
12.28,3.185,6.905
12.3,3.185,6.9
12.32,3.19,6.9
12.34,3.19,6.905
12.36,3.19,6.895
12.38,3.185,6.9
12.4,3.185,6.905
12.42,3.19,6.9
12.44,3.185,6.905
12.46,3.185,6.9
12.48,3.185,6.905
12.5,3.185,6.905
12.52,3.19,6.905
12.54,3.185,6.905
12.56,3.185,6.91
12.58,3.19,6.905
12.6,3.185,6.91
12.62,3.19,6.905
12.64,3.19,6.905
12.66,3.19,6.905
12.68,3.185,6.905
12.7,3.19,6.91
12.72,3.19,6.91
12.74,3.185,6.91
12.76,3.19,6.91
12.78,3.19,6.91
12.8,3.185,6.91
12.82,3.19,6.92
12.84,3.185,6.915
12.86,3.185,6.915
12.88,3.19,6.915
12.9,3.19,6.915
12.92,3.185,6.955
12.94,3.185,6.905
12.96,3.19,6.915
12.98,3.185,6.915
13,3.185,6.925
13.02,3.19,6.915
13.04,3.19,6.92
13.06,3.185,6.925
13.08,3.185,6.925
13.1,3.19,6.92
13.12,3.185,6.925
13.14,3.185,6.925
13.16,3.19,6.925
13.18,3.19,6.925
13.2,3.19,6.93
13.22,3.185,6.93
13.24,3.19,6.93
13.26,3.19,6.945
13.28,3.185,6.94
13.3,3.19,6.935
13.32,3.185,6.94
13.34,3.185,6.93
13.36,3.185,6.93
13.38,3.185,6.93
13.4,3.185,6.935
13.42,3.185,6.93
13.44,3.19,6.935
13.46,3.19,6.935
13.48,3.185,6.935
13.5,3.19,6.935
13.52,3.185,6.94
13.54,3.19,6.94
13.56,3.185,6.945
13.58,3.19,6.94
13.6,3.19,6.945
13.62,3.185,6.945
13.64,3.185,6.945
13.66,3.19,6.945
13.68,3.185,6.945
13.7,3.19,6.945
13.72,3.19,6.935
13.74,3.19,6.95
13.76,3.185,6.95
13.78,3.185,6.955
13.8,3.19,6.955
13.82,3.19,6.955
13.84,3.185,6.955
13.86,3.185,6.96
13.88,3.185,6.96
13.9,3.185,6.96
13.92,3.19,6.965
13.94,3.19,6.965
13.96,3.19,6.965
13.98,3.185,6.96
14,3.19,6.965
14.02,3.185,6.965
14.04,3.185,6.975
14.06,3.185,6.96
14.08,3.185,6.925
14.1,3.185,6.88
14.12,3.19,6.9
14.14,3.185,6.89
14.16,3.19,7.05
14.18,3.19,7.43
14.2,3.185,6.7
14.22,3.19,6.255
14.24,3.185,6.935
14.26,3.185,6.96
14.28,3.19,6.95
14.3,3.185,6.955
14.32,3.19,6.91
14.34,3.19,6.965
14.36,3.185,6.99
14.38,3.19,6.915
14.4,3.19,7.005
14.42,3.185,6.96
14.44,3.185,6.945
14.46,3.185,6.935
14.48,3.19,6.955
14.5,3.19,6.97
14.52,3.19,6.95
14.54,3.185,6.865
14.56,3.185,6.975
14.58,3.19,6.945
14.6,3.185,6.97
14.62,3.19,6.965
14.64,3.19,6.965
14.66,3.185,6.985
14.68,3.19,6.955
14.7,3.19,6.985
14.72,3.19,6.98
14.74,3.19,6.97
14.76,3.19,6.985
14.78,3.185,6.97
14.8,3.185,6.965
14.82,3.19,6.97
14.84,3.185,6.97
14.86,3.19,6.98
14.88,3.19,6.985
14.9,3.19,6.96
14.92,3.185,6.985
14.94,3.19,6.975
14.96,3.19,6.99
14.98,3.19,6.985
15,3.185,6.995
15.02,3.185,6.995
15.04,3.19,6.975
15.06,3.185,6.995
15.08,3.19,6.995
15.1,3.19,6.995
15.12,3.19,6.995
15.14,3.19,6.98
15.16,3.19,6.985
15.18,3.19,6.995
15.2,3.19,6.99
15.22,3.19,7
15.24,3.19,6.995
15.26,3.19,6.995
15.28,3.185,7
15.3,3.185,7.005
15.32,3.19,7.005
15.34,3.19,7
15.36,3.19,7
15.38,3.19,7.01
15.4,3.19,7.01
15.42,3.19,7.015
15.44,3.19,7.01
15.46,3.185,7.01
15.48,3.19,7.015
15.5,3.185,7.01
15.52,3.19,7.025
15.54,3.185,7.02
15.56,3.185,7.02
15.58,3.185,7.025
15.6,3.19,7.025
15.62,3.19,7.03
15.64,3.185,7.035
15.66,3.185,7.045
15.68,3.19,7.03
15.7,3.19,7.035
15.72,3.185,7.04
15.74,3.19,7.01
15.76,3.19,7.045
15.78,3.19,7.045
15.8,3.185,7.05
15.82,3.185,7.05
15.84,3.19,7.05
15.86,3.185,7.05
15.88,3.19,7.055
15.9,3.185,7.055
15.92,3.185,7.055
15.94,3.19,7.06
15.96,3.19,7.055
15.98,3.185,7.06
16,3.19,7.06
16.02,3.185,6.8
16.04,3.185,7.07
16.06,3.19,7.055
16.08,3.185,7.065
16.1,3.19,7.065
16.12,3.19,7.08
16.14,3.185,7.075
16.16,3.19,7.075
16.18,3.185,7.07
16.2,3.185,7.075
16.22,3.185,7.075
16.24,3.185,7.085
16.26,3.185,7.08
16.28,3.19,7.075
16.3,3.19,7.045
16.32,3.19,7.075
16.34,3.185,7.08
16.36,3.19,7.085
16.38,3.19,7.085
16.4,3.19,7.09
16.42,3.19,7.085
16.44,3.185,7.09
16.46,3.19,7.09
16.48,3.19,7.095
16.5,3.19,7.095
16.52,3.185,7.095
16.54,3.19,7.1
16.56,3.19,7.1
16.58,3.19,7.095
16.6,3.185,7.095
16.62,3.185,7.105
16.64,3.185,7.11
16.66,3.19,7.11
16.68,3.185,7.11
16.7,3.185,7.11
16.72,3.185,7.115
16.74,3.19,7.115
16.76,3.19,7.115
16.78,3.185,7.12
16.8,3.19,7.125
16.82,3.19,7.105
16.84,3.19,7.13
16.86,3.185,7.14
16.88,3.19,7.145
16.9,3.19,7.135
16.92,3.185,7.12
16.94,3.19,7.14
16.96,3.19,7.15
16.98,3.19,7.145
17,3.19,7.145
17.02,3.185,7.145
17.04,3.185,7.145
17.06,3.19,7.15
17.08,3.19,7.155
17.1,3.19,7.155
17.12,3.185,7.155
17.14,3.19,7.16
17.16,3.19,7.16
17.18,3.185,7.16
17.2,3.185,7.165
17.22,3.185,7.16
17.24,3.19,7.165
17.26,3.185,7.17
17.28,3.19,7.17
17.3,3.185,7.175
17.32,3.19,7.175
17.34,3.19,7.175
17.36,3.19,7.175
17.38,3.19,7.18
17.4,3.19,7.18
17.42,3.185,7.175
17.44,3.19,7.175
17.46,3.185,7.18
17.48,3.19,7.16
17.5,3.185,7.175
17.52,3.185,7.18
17.54,3.19,7.18
17.56,3.185,7.185
17.58,3.185,7.185
17.6,3.19,7.19
17.62,3.19,7.19
17.64,3.19,7.19
17.66,3.19,7.195
17.68,3.19,7.195
17.7,3.19,7.195
17.72,3.185,7.195
17.74,3.185,7.195
17.76,3.19,7.2
17.78,3.19,7.2
17.8,3.19,7.2
17.82,3.19,7.185
17.84,3.19,7.205
17.86,3.185,7.205
17.88,3.19,7.205
17.9,3.19,7.21
17.92,3.19,7.21
17.94,3.19,7.21
17.96,3.185,7.21
17.98,3.185,7.21
18,3.19,7.215
18.02,3.19,7.22
18.04,3.185,7.22
18.06,3.19,7.225
18.08,3.19,7.225
18.1,3.19,7.23
18.12,3.19,7.225
18.14,3.185,7.23
18.16,3.19,7.23
18.18,3.19,7.235
18.2,3.185,7.235
18.22,3.19,7.235
18.24,3.185,7.215
18.26,3.185,7.235
18.28,3.19,7.24
18.3,3.19,7.24
18.32,3.185,7.245
18.34,3.19,7.24
18.36,3.19,7.245
18.38,3.185,7.245
18.4,3.185,7.245
18.42,3.185,7.245
18.44,3.19,7.245
18.46,3.19,7.25
18.48,3.185,7.255
18.5,3.19,7.25
18.52,3.185,7.255
18.54,3.185,7.255
18.56,3.185,7.26
18.58,3.185,7.25
18.6,3.185,7.25
18.62,3.19,7.255
18.64,3.185,7.255
18.66,3.185,7.255
18.68,3.19,7.255
18.7,3.185,7.255
18.72,3.19,7.26
18.74,3.185,7.26
18.76,3.185,7.26
18.78,3.19,7.26
18.8,3.19,7.26
18.82,3.19,7.265
18.84,0,-0.085
18.86,0,-0.07
18.88,0,-0.065
18.9,-0.005,-0.06
18.92,-0.005,-0.06
18.94,0,-0.055
18.96,0,-0.045
18.98,-0.005,-0.05
19,0,-0.05
19.02,0,-0.045
19.04,-0.005,-0.04
19.06,0,-0.04
19.08,0,-0.035
19.1,0,-0.035
19.12,-0.005,-0.035
19.14,0,-0.035
19.16,0,-0.03
19.18,-0.005,-0.03
19.2,-0.005,-0.03
19.22,0,-0.03
19.24,0,-0.03
19.26,-0.005,-0.03
19.28,-0.005,-0.025
19.3,0,-0.025
19.32,0,-0.03
19.34,-0.005,-0.025
19.36,0,-0.025
19.38,0,-0.025
19.4,-0.005,-0.025
19.42,0,-0.025
19.44,0,-0.025
19.46,-0.005,-0.02
19.48,0,-0.02
19.5,0,-0.025
19.52,0,-0.02
19.54,0,-0.02
19.56,0,-0.02
19.58,0,-0.02
19.6,0,-0.02
19.62,-0.005,-0.02
19.64,0,-0.02
19.66,-0.005,-0.02
19.68,-0.005,-0.03
19.7,0,-0.02
19.72,-0.005,-0.02
19.74,0,-0.015
19.76,0,-0.02
19.78,-0.005,-0.02
19.8,-0.005,-0.02
19.82,0,-0.02
19.84,-0.005,-0.02
19.86,0,-0.015
19.88,-0.005,-0.02
19.9,0,-0.02
19.92,0,-0.02
19.94,0,-0.02
19.96,0,-0.02
19.98,0,-0.015
20,0,-0.01
