Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
6.92,2.745,1.505
6.94,2.58,1.505
6.96,2.43,1.515
6.98,2.31,1.52
7,2.19,1.525
7.02,2.085,1.53
7.04,1.98,1.535
7.06,1.875,1.54
7.08,1.8,1.545
7.1,1.725,1.55
7.12,1.65,1.555
7.14,1.605,1.56
7.16,1.62,1.565
7.18,1.545,1.57
7.2,1.515,1.575
7.22,1.5,1.58
7.24,1.5,1.585
7.26,1.485,1.59
7.28,1.485,1.595
7.3,1.485,1.6
7.32,1.5,1.605
7.34,1.515,1.605
7.36,1.545,1.615
7.38,1.575,1.615
7.4,1.62,1.625
7.42,1.68,1.63
7.44,1.725,1.63
7.46,1.785,1.64
7.48,1.845,1.645
7.5,1.92,1.645
7.52,1.98,1.655
7.54,2.07,1.655
7.56,2.115,1.66
7.58,2.175,1.67
7.6,2.265,1.675
7.62,2.34,1.675
7.64,2.445,1.685
7.66,2.535,1.69
7.68,2.64,1.695
7.7,2.76,1.7
7.72,2.895,1.705
7.74,3,1.71
7.76,3.12,1.715
7.78,3.24,1.72
7.8,3.375,1.725
7.82,3.495,1.73
7.84,3.63,1.735
7.86,3.78,1.74
7.88,3.93,1.745
7.9,4.095,1.75
7.92,4.26,1.755
7.94,4.41,1.76
7.96,4.575,1.765
7.98,4.755,1.77
8,4.92,1.775
8.02,5.085,1.78
8.04,5.265,1.785
8.06,5.43,1.785
8.08,5.625,1.795
8.1,5.805,1.8
8.12,6,1.805
8.14,6.18,1.81
8.16,6.375,1.815
8.18,6.57,1.82
8.2,6.75,1.825
8.22,6.96,1.83
8.24,7.155,1.835
8.26,7.32,1.84
8.28,7.515,1.845
8.3,7.68,1.85
8.32,7.845,1.855
8.34,8.01,1.86
8.36,8.16,1.865
8.38,8.28,1.87
8.4,8.415,1.875
8.42,8.505,1.88
8.44,8.58,1.885
8.46,8.64,1.89
8.48,8.685,1.895
8.5,8.7,1.9
8.52,8.715,1.905
8.54,8.7,1.91
8.56,8.67,1.915
8.58,8.64,1.92
8.6,8.58,1.925
8.62,8.505,1.93
8.64,8.415,1.935
8.66,8.31,1.94
8.68,8.19,1.945
8.7,8.055,1.95
8.72,7.905,1.955
8.74,7.74,1.96
8.76,7.56,1.965
8.78,7.35,1.97
8.8,7.155,1.975
8.82,6.93,1.98
8.84,6.72,1.985
8.86,6.525,1.99
8.88,6.33,1.995
8.9,6.135,2
8.92,5.97,2.005
8.94,5.79,2.01
8.96,5.64,2.015
8.98,5.475,2.02
9,5.325,2.025
9.02,5.19,2.03
9.04,5.04,2.035
9.06,4.905,2.04
9.08,4.785,2.045
9.1,4.665,2.05
9.12,4.56,2.055
9.14,4.47,2.06
9.16,4.395,2.065
9.18,4.335,2.07
9.2,4.275,2.08
9.22,4.215,2.08
9.24,4.185,2.085
9.26,4.14,2.09
9.28,4.095,2.095
9.3,4.08,2.1
9.32,4.05,2.105
9.34,4.05,2.11
9.36,4.05,2.115
9.38,4.05,2.12
9.4,4.05,2.125
9.42,4.065,2.13
9.44,4.095,2.135
9.46,4.11,2.14
9.48,4.14,2.145
9.5,4.155,2.15
9.52,4.185,2.155
9.54,4.215,2.16
9.56,4.26,2.165
9.58,4.305,2.17
9.6,4.38,2.175
9.62,4.44,2.18
9.64,4.515,2.185
9.66,4.605,2.19
9.68,4.695,2.195
9.7,4.785,2.2
9.72,4.89,2.205
9.74,4.98,2.21
9.76,5.1,2.215
9.78,5.22,2.22
9.8,5.34,2.225
9.82,5.49,2.23
9.84,5.625,2.235
9.86,5.79,2.24
9.88,5.94,2.245
9.9,6.105,2.25
9.92,6.27,2.255
9.94,6.435,2.26
9.96,6.6,2.265
9.98,6.78,2.27
10,6.96,2.275
10.02,7.14,2.28
10.04,7.335,2.285
10.06,7.53,2.29
10.08,7.725,2.295
10.1,7.935,2.3
10.12,8.145,2.305
10.14,8.355,2.31
10.16,8.55,2.315
10.18,8.76,2.32
10.2,8.955,2.325
10.22,9.15,2.33
10.24,9.345,2.335
10.26,9.54,2.34
10.28,9.735,2.345
10.3,9.93,2.35
10.32,10.11,2.355
10.34,10.275,2.36
10.36,10.455,2.365
10.38,10.605,2.37
10.4,10.755,2.375
10.42,10.875,2.38
10.44,10.995,2.385
10.46,11.1,2.39
10.48,11.19,2.395
10.5,11.28,2.4
10.52,11.355,2.405
10.54,11.415,2.41
10.56,11.46,2.415
10.58,11.505,2.42
10.6,11.535,2.425
10.62,11.535,2.43
10.64,11.535,2.435
10.66,11.505,2.44
10.68,11.475,2.445
10.7,11.415,2.45
10.72,11.34,2.455
10.74,11.25,2.46
10.76,11.16,2.465
10.78,10.95,2.47
10.8,11.1,2.475
10.82,10.065,2.48
10.84,12.36,2.49
10.86,11.985,2.49
10.88,10.725,2.495
10.9,10.275,2.5
10.92,10.635,2.505
10.94,9.06,2.51
10.96,8.325,2.515
10.98,9.09,2.52
11,9.45,2.525
11.02,8.67,2.535
11.04,9.045,2.535
11.06,9.225,2.545
11.08,9.33,2.545
11.1,9.075,2.55
11.12,8.925,2.555
11.14,9.045,2.565
11.16,8.985,2.565
11.18,8.835,2.57
11.2,8.79,2.575
11.22,8.67,2.58
11.24,8.67,2.585
11.26,8.64,2.59
11.28,8.595,2.595
11.3,8.535,2.6
11.32,8.49,2.605
11.34,8.445,2.61
11.36,8.415,2.615
11.38,8.4,2.62
11.4,8.355,2.625
11.42,8.355,2.63
11.44,8.31,2.635
11.46,8.295,2.64
11.48,8.265,2.645
11.5,8.265,2.65
11.52,8.265,2.655
11.54,8.265,2.66
11.56,8.265,2.665
11.58,8.28,2.67
11.6,8.295,2.675
11.62,8.34,2.68
11.64,8.37,2.685
11.66,8.4,2.69
11.68,8.46,2.695
11.7,8.52,2.7
11.72,8.58,2.71
11.74,8.655,2.71
11.76,8.73,2.715
11.78,8.82,2.72
11.8,8.925,2.725
11.82,9.045,2.73
11.84,9.135,2.735
11.86,9.255,2.74
11.88,9.39,2.745
11.9,9.525,2.75
11.92,9.645,2.755
11.94,9.81,2.76
11.96,9.96,2.765
11.98,10.125,2.77
12,10.305,2.775
12.02,10.5,2.78
12.04,10.68,2.785
12.06,10.86,2.79
12.08,11.055,2.795
12.1,11.235,2.8
12.12,11.43,2.805
12.14,11.61,2.81
12.16,11.805,2.815
12.18,12,2.82
12.2,12.18,2.825
12.22,12.345,2.83
12.24,12.405,2.835
12.26,12.405,2.84
12.28,12.42,2.845
12.3,12.42,2.85
12.32,12.42,2.855
12.34,12.42,2.86
12.36,12.405,2.87
12.38,12.42,2.87
12.4,12.42,2.875
12.42,12.405,2.885
12.44,12.42,2.885
12.46,12.42,2.89
12.48,12.405,2.895
12.5,12.42,2.9
12.52,12.42,2.905
12.54,12.405,2.91
12.56,12.42,2.915
12.58,12.42,2.92
12.6,12.42,2.925
12.62,12.42,2.93
12.64,12.42,2.935
12.66,12.42,2.94
12.68,12.405,2.945
12.7,12.405,2.95
12.72,12.405,2.955
12.74,12.42,2.96
12.76,12.405,2.965
12.78,12.405,2.97
12.8,12.42,2.975
12.82,12.42,2.98
12.84,12.42,2.985
12.86,12.42,2.99
12.88,12.42,2.995
12.9,12.42,3
12.92,12.405,3.005
12.94,12.42,3.01
12.96,12.405,3.015
12.98,12.42,3.02
13,12.42,3.025
13.02,12.42,3.03
13.04,12.405,3.035
13.06,12.405,3.04
13.08,12.405,3.045
13.1,12.405,3.05
13.12,12.405,3.055
13.14,12.42,3.06
13.16,12.42,3.065
13.18,12.405,3.07
13.2,12.405,3.075
13.22,12.42,3.08
13.24,12.405,3.085
13.26,12.42,3.09
13.28,12.42,3.095
13.3,12.405,3.1
13.32,12.42,3.105
13.34,12.42,3.11
13.36,12.42,3.115
13.38,12.42,3.12
13.4,12.42,3.125
13.42,12.42,3.13
13.44,12.405,3.135
13.46,12.42,3.14
13.48,12.42,3.145
13.5,12.405,3.15
13.52,12.42,3.155
13.54,12.42,3.16
13.56,12.42,3.165
13.58,12.42,3.17
13.6,12.42,3.175
13.62,12.42,3.18
13.64,12.42,3.185
13.66,12.42,3.195
13.68,12.42,3.195
13.7,12.42,3.2
13.72,12.42,3.205
13.74,12.42,3.21
13.76,12.42,3.21
13.78,12.42,3.205
13.8,12.42,3.21
13.82,12.42,3.21
13.84,12.42,3.205
13.86,12.42,3.21
13.88,12.42,3.21
13.9,12.42,3.21
13.92,12.42,3.21
13.94,12.42,3.205
13.96,12.42,3.21
13.98,12.42,3.205
14,12.42,3.21
14.02,12.42,3.21
14.04,12.42,3.205
14.06,12.42,3.21
14.08,12.42,3.21
14.1,12.42,3.205
14.12,12.42,3.205
14.14,12.405,3.205
14.16,12.42,3.205
14.18,12.42,3.205
14.2,12.42,3.205
14.22,12.42,3.205
14.24,12.42,3.205
14.26,12.42,3.205
14.28,12.405,3.21
14.3,12.42,3.205
14.32,12.42,3.205
14.34,12.405,3.205
14.36,12.42,3.205
14.38,12.42,3.205
14.4,12.42,3.21
14.42,12.42,3.205
14.44,12.42,3.205
14.46,12.42,3.21
14.48,12.42,3.205
14.5,12.42,3.205
14.52,12.42,3.21
14.54,12.42,3.205
14.56,12.42,3.205
14.58,12.42,3.205
14.6,12.42,3.205
14.62,12.42,3.21
14.64,12.42,3.205
14.66,12.405,3.205
14.68,12.42,3.21
14.7,12.42,3.21
14.72,12.42,3.21
14.74,12.42,3.21
14.76,12.42,3.21
