Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
3.16,0.036,0.4155
3.18,0.0345,0.42
3.2,0.0315,0.4245
3.22,0.03,0.429
3.24,0.027,0.4335
3.26,0.0255,0.4395
3.28,0.024,0.4455
3.3,0.024,0.45
3.32,0.021,0.4545
3.34,0.021,0.459
3.36,0.0195,0.4635
3.38,0.0195,0.4695
3.4,0.018,0.474
3.42,0.018,0.4785
3.44,0.0165,0.483
3.46,0.015,0.489
3.48,0.0165,0.495
3.5,0.0165,0.4995
3.52,0.0165,0.504
3.54,0.0165,0.5085
3.56,0.0165,0.5145
3.58,0.015,0.519
3.6,0.012,0.525
3.62,0.015,0.528
3.64,0.015,0.5325
3.66,0.0165,0.5385
3.68,0.015,0.5445
3.7,0.015,0.549
3.72,0.015,0.5535
3.74,0.015,0.558
3.76,0.0135,0.564
3.78,0.0165,0.5685
3.8,0.015,0.5745
3.82,0.015,0.5775
3.84,0.015,0.5835
3.86,0.0165,0.588
3.88,0.0165,0.5925
3.9,0.0165,0.5985
3.92,0.0195,0.6045
3.94,0.018,0.6075
3.96,0.0225,0.6135
3.98,0.021,0.618
4,0.021,0.6225
4.02,0.0225,0.6285
4.04,0.0225,0.633
4.06,0.024,0.6375
4.08,0.024,0.6435
4.1,0.0255,0.648
4.12,0.0285,0.654
4.14,0.0285,0.6585
4.16,0.03,0.663
4.18,0.033,0.6675
4.2,0.033,0.672
4.22,0.036,0.678
4.24,0.0375,0.6825
4.26,0.039,0.687
4.28,0.042,0.6915
4.3,0.042,0.6975
4.32,0.0465,0.7035
4.34,0.048,0.708
4.36,0.0525,0.7125
4.38,0.054,0.717
4.4,0.0585,0.7215
4.42,0.06,0.7275
4.44,0.0645,0.732
4.46,0.0705,0.7365
4.48,0.072,0.741
4.5,0.0765,0.747
4.52,0.081,0.753
4.54,0.0855,0.7575
4.56,0.09,0.762
4.58,0.099,0.7665
4.6,0.102,0.7725
4.62,0.1065,0.7755
4.64,0.1125,0.7815
4.66,0.1215,0.786
4.68,0.129,0.7905
4.7,0.1395,0.795
4.72,0.1455,0.8025
4.74,0.153,0.807
4.76,0.1635,0.8115
4.78,0.171,0.816
4.8,0.192,0.8205
4.82,0.192,0.8265
4.84,0.201,0.831
4.86,0.21,0.8355
4.88,0.2205,0.84
4.9,0.2265,0.8445
4.92,0.234,0.852
4.94,0.24,0.8565
4.96,0.2445,0.861
4.98,0.246,0.8655
5,0.2445,0.87
5.02,0.243,0.876
5.04,0.2355,0.8805
5.06,0.228,0.885
5.08,0.2145,0.8895
5.1,0.1995,0.894
5.12,0.1845,0.9015
5.14,0.168,0.906
5.16,0.153,0.9105
5.18,0.138,0.915
5.2,0.1245,0.9195
5.22,0.111,0.9255
5.24,0.102,0.93
5.26,0.0915,0.9345
5.28,0.084,0.939
5.3,0.0765,0.9435
5.32,0.072,0.951
5.34,0.0645,0.9555
5.36,0.066,0.96
5.38,0.057,0.9645
5.4,0.0525,0.9705
5.42,0.048,0.975
5.44,0.0465,0.9795
5.46,0.042,0.9855
5.48,0.0405,0.9885
5.5,0.054,0.9945
5.52,0.0375,0.999
5.54,0.0345,1.005
5.56,0.033,1.011
5.58,0.033,1.014
5.6,0.0315,1.02
5.62,0.03,1.0245
5.64,0.03,1.0305
5.66,0.0555,1.0335
5.68,0.033,1.0395
5.7,0.0285,1.044
5.72,0.0315,1.0485
5.74,0.012,1.0545
5.76,0.0315,1.0605
5.78,0.0285,1.065
5.8,0.0345,1.0695
5.82,0.033,1.074
5.84,0.036,1.0785
5.86,0.0345,1.0845
5.88,0.0375,1.089
5.9,0.039,1.0935
5.92,0.0405,1.098
5.94,0.045,1.104
5.96,0.0435,1.11
5.98,0.048,1.1145
6,0.048,1.119
6.02,0.0525,1.1235
6.04,0.0555,1.128
6.06,0.06,1.134
6.08,0.063,1.1385
6.1,0.066,1.143
6.12,0.072,1.1475
6.14,0.0735,1.1535
6.16,0.0825,1.158
6.18,0.084,1.164
6.2,0.0945,1.17
6.22,0.099,1.173
6.24,0.1095,1.1775
6.26,0.1155,1.1835
6.28,0.126,1.1895
6.3,0.132,1.194
6.32,0.1425,1.1985
6.34,0.1545,1.203
6.36,0.1605,1.2075
6.38,0.1755,1.2135
6.4,0.1845,1.2195
6.42,0.2025,1.224
6.44,0.207,1.2285
6.46,0.225,1.233
6.48,0.237,1.239
6.5,0.2535,1.2435
6.52,0.2655,1.248
6.54,0.2805,1.2525
6.56,0.2955,1.257
6.58,0.309,1.263
6.6,0.3315,1.2675
6.62,0.342,1.2735
6.64,0.3645,1.278
6.66,0.375,1.2825
6.68,0.396,1.287
6.7,0.4095,1.2945
6.72,0.4305,1.2975
6.74,0.447,1.302
6.76,0.465,1.308
6.78,0.4815,1.3125
6.8,0.498,1.317
6.82,0.516,1.323
6.84,0.525,1.329
6.86,0.543,1.332
6.88,0.549,1.338
6.9,0.5655,1.3425
6.92,0.5595,1.347
6.94,0.561,1.353
6.96,0.5535,1.3575
6.98,0.5445,1.362
7,0.531,1.368
7.02,0.5115,1.3725
7.04,0.492,1.3785
7.06,0.4635,1.383
7.08,0.441,1.3875
7.1,0.408,1.392
7.12,0.3855,1.398
7.14,0.3525,1.4025
7.16,0.33,1.407
7.18,0.303,1.4115
7.2,0.2805,1.4175
7.22,0.2595,1.4235
7.24,0.24,1.428
7.26,0.222,1.4325
7.28,0.1965,1.437
7.3,0.1815,1.443
7.32,0.1575,1.4475
7.34,0.144,1.452
7.36,0.1275,1.4565
7.38,0.117,1.4625
7.4,0.1005,1.467
7.42,0.093,1.473
7.44,0.0855,1.4775
7.46,0.0795,1.482
7.48,0.075,1.488
7.5,0.0675,1.4925
7.52,0.0645,1.497
7.54,0.06,1.5015
7.56,0.0585,1.5075
7.58,0.054,1.512
7.6,0.054,1.5165
7.62,0.051,1.5225
7.64,0.051,1.527
7.66,0.051,1.5315
7.68,0.0495,1.536
7.7,0.051,1.542
7.72,0.051,1.5465
7.74,0.054,1.551
7.76,0.0525,1.5555
7.78,0.054,1.5615
7.8,0.054,1.5675
7.82,0.0585,1.572
7.84,0.06,1.5765
7.86,0.063,1.581
7.88,0.0645,1.587
7.9,0.0675,1.5915
7.92,0.072,1.596
7.94,0.0765,1.6005
7.96,0.0825,1.605
7.98,0.0855,1.6125
8,0.0945,1.617
8.02,0.0975,1.6215
8.04,0.108,1.626
8.06,0.114,1.632
8.08,0.123,1.6365
8.1,0.1305,1.641
8.12,0.1395,1.6455
8.14,0.1515,1.65
8.16,0.1605,1.656
8.18,0.1755,1.662
8.2,0.183,1.6665
8.22,0.201,1.671
8.24,0.213,1.6755
8.26,0.228,1.6815
8.28,0.243,1.686
8.3,0.2595,1.6905
8.32,0.2775,1.695
8.34,0.2925,1.701
8.36,0.309,1.7055
8.38,0.3285,1.7115
8.4,0.3495,1.716
8.42,0.366,1.7205
8.44,0.4065,1.725
8.46,0.405,1.731
8.48,0.429,1.7355
8.5,0.447,1.74
8.52,0.471,1.746
8.54,0.4905,1.7505
8.56,0.5145,1.755
8.58,0.537,1.761
8.6,0.561,1.767
8.62,0.5865,1.77
8.64,0.6105,1.776
8.66,0.6345,1.7805
8.68,0.657,1.7865
8.7,0.6825,1.791
8.72,0.7035,1.7955
8.74,0.7275,1.8
8.76,0.7485,1.8045
8.78,0.768,1.812
8.8,0.7875,1.8165
8.82,0.801,1.8195
8.84,0.8175,1.8255
8.86,0.822,1.83
8.88,0.8295,1.8345
8.9,0.828,1.8405
8.92,0.8295,1.845
8.94,0.819,1.8495
8.96,0.807,1.8555
8.98,0.7905,1.86
9,0.8415,1.866
9.02,0.7545,1.8705
9.04,0.729,1.875
9.06,0.702,1.8795
9.08,0.6765,1.8855
9.1,0.6525,1.89
9.12,0.624,1.896
9.14,0.597,1.9005
9.16,0.5685,1.905
9.18,0.5415,1.9095
9.2,0.513,1.9155
9.22,0.4815,1.92
9.24,0.4515,1.9245
9.26,0.4215,1.9305
9.28,0.3885,1.935
9.3,0.3555,1.9395
9.32,0.327,1.9455
9.34,0.2925,1.95
9.36,0.285,1.9545
9.38,0.213,1.9605
9.4,0.249,1.965
9.42,0.21,1.971
9.44,0.192,1.9755
9.46,0.1785,1.98
9.48,0.162,1.9845
9.5,0.1515,1.9905
9.52,0.1365,1.995
9.54,0.1275,2.001
9.56,0.117,2.004
9.58,0.1155,2.0085
9.6,0.1035,2.0145
9.62,0.099,2.0205
9.64,0.096,2.025
9.66,0.0915,2.0295
9.68,0.0915,2.034
9.7,0.09,2.04
9.72,0.0885,2.0445
9.74,0.087,2.0505
9.76,0.09,2.055
9.78,0.0885,2.0595
9.8,0.09,2.064
9.82,0.0915,2.07
9.84,0.093,2.0745
9.86,0.0975,2.079
9.88,0.1005,2.085
9.9,0.1065,2.0895
9.92,0.1095,2.094
9.94,0.1185,2.1
9.96,0.123,2.1045
9.98,0.1335,2.109
10,0.138,2.115
10.02,0.1485,2.1195
10.04,0.1575,2.124
10.06,0.168,2.13
10.08,0.1785,2.1345
10.1,0.189,2.139
10.12,0.204,2.145
10.14,0.2145,2.1495
10.16,0.2325,2.154
10.18,0.2445,2.1585
10.2,0.264,2.1645
10.22,0.2775,2.169
10.24,0.2955,2.175
10.26,0.318,2.1795
10.28,0.333,2.184
10.3,0.3525,2.1885
10.32,0.369,2.1945
10.34,0.3915,2.199
10.36,0.4125,2.2035
10.38,0.4365,2.2095
10.4,0.456,2.214
10.42,0.48,2.2185
10.44,0.5025,2.2245
10.46,0.528,2.229
10.48,0.5535,2.2335
10.5,0.5775,2.238
10.52,0.603,2.244
10.54,0.6285,2.2485
10.56,0.6585,2.2545
10.58,0.6825,2.2575
10.6,0.7125,2.2635
10.62,0.735,2.268
10.64,0.7635,2.274
10.66,0.768,2.2785
10.68,0.8205,2.283
10.7,0.8445,2.289
10.72,0.8685,2.295
10.74,0.894,2.2995
10.76,0.915,2.304
10.78,0.936,2.3085
10.8,0.951,2.313
10.82,0.9645,2.319
10.84,0.9765,2.3235
10.86,0.987,2.328
10.88,0.9915,2.334
10.9,0.9915,2.3385
10.92,0.9885,2.3445
10.94,0.984,2.3475
10.96,0.981,2.3535
10.98,0.9705,2.358
11,0.9585,2.364
11.02,0.9435,2.3685
11.04,0.9315,2.373
11.06,0.9135,2.3775
11.08,0.8985,2.3835
11.1,0.8715,2.388
11.12,0.852,2.394
11.14,0.825,2.3985
11.16,0.798,2.403
11.18,0.7665,2.4075
11.2,0.738,2.4135
11.22,0.7035,2.418
11.24,0.6705,2.4225
11.26,0.6375,2.4285
11.28,0.603,2.433
11.3,0.5715,2.439
11.32,0.5415,2.442
11.34,0.5175,2.448
11.36,0.4875,2.4525
11.38,0.462,2.457
11.4,0.4365,2.463
11.42,0.4125,2.4675
11.44,0.3915,2.4735
11.46,0.3645,2.4765
11.48,0.3435,2.4825
11.5,0.3195,2.4885
11.52,0.3,2.493
11.54,0.282,2.4975
11.56,0.2655,2.502
11.58,0.249,2.5065
11.6,0.2385,2.5125
11.62,0.2235,2.517
11.64,0.222,2.523
11.66,0.21,2.5275
11.68,0.2055,2.532
11.7,0.18,2.538
11.72,0.192,2.5425
11.74,0.1845,2.547
11.76,0.18,2.5515
11.78,0.177,2.5575
11.8,0.174,2.562
11.82,0.177,2.568
11.84,0.1755,2.5725
11.86,0.1785,2.577
11.88,0.18,2.5815
11.9,0.1815,2.5875
11.92,0.189,2.592
11.94,0.1935,2.5965
11.96,0.1965,2.601
11.98,0.201,2.607
12,0.21,2.613
12.02,0.219,2.6175
12.04,0.2295,2.622
12.06,0.237,2.6265
12.08,0.246,2.631
12.1,0.2565,2.637
12.12,0.2715,2.643
12.14,0.285,2.646
12.16,0.3,2.6505
12.18,0.3135,2.6565
12.2,0.3285,2.6625
12.22,0.3465,2.667
12.24,0.3645,2.6715
12.26,0.3825,2.676
12.28,0.4005,2.682
12.3,0.4215,2.6865
12.32,0.441,2.6925
12.34,0.4635,2.697
12.36,0.4875,2.7015
12.38,0.5085,2.706
12.4,0.534,2.712
12.42,0.558,2.718
12.44,0.5835,2.721
12.46,0.648,2.727
12.48,0.6465,2.7315
12.5,0.66,2.7375
12.52,0.6885,2.742
12.54,0.714,2.7465
12.56,0.7425,2.751
12.58,0.768,2.7555
12.6,0.798,2.7615
12.62,0.825,2.7675
12.64,0.8565,2.772
12.66,0.8835,2.7765
12.68,0.9075,2.781
12.7,0.933,2.787
12.72,0.96,2.7915
12.74,0.9825,2.796
12.76,1.0035,2.8005
12.78,1.0245,2.8065
12.8,1.041,2.8125
12.82,1.059,2.817
12.84,1.0725,2.8215
12.86,1.083,2.826
12.88,1.095,2.832
12.9,1.101,2.835
12.92,1.1055,2.841
12.94,1.11,2.8455
12.96,1.1145,2.85
12.98,1.113,2.856
13,1.11,2.862
13.02,1.1055,2.8665
13.04,1.098,2.871
13.06,1.089,2.877
13.08,1.077,2.8815
13.1,1.062,2.886
13.12,1.044,2.8905
13.14,1.0245,2.895
13.16,1.002,2.901
13.18,0.9795,2.9055
13.2,0.957,2.9115
13.22,0.933,2.916
13.24,0.909,2.922
13.26,0.885,2.9265
13.28,0.8595,2.931
13.3,0.837,2.9355
13.32,0.813,2.9415
13.34,0.786,2.946
13.36,0.7605,2.949
13.38,0.7365,2.955
13.4,0.7095,2.961
13.42,0.6795,2.9655
13.44,0.6225,2.97
13.46,0.5355,2.976
13.48,0.624,2.9805
13.5,0.603,2.985
13.52,0.567,2.991
13.54,0.5475,2.9955
13.56,0.528,2.9985
13.58,0.5145,3.0045
13.6,0.4965,3.0105
13.62,0.4815,3.015
13.64,0.4665,3.021
13.66,0.4545,3.024
13.68,0.441,3.03
13.7,0.429,3.036
13.72,0.417,3.0405
13.74,0.408,3.045
13.76,0.399,3.051
13.78,0.393,3.0555
13.8,0.3885,3.06
13.82,0.3825,3.066
13.84,0.3765,3.0705
13.86,0.375,3.072
13.88,0.375,3.072
13.9,0.372,3.072
13.92,0.3735,3.072
13.94,0.372,3.072
13.96,0.3735,3.072
13.98,0.3465,3.072
14,0.3765,3.072
14.02,0.384,3.072
14.04,0.387,3.072
14.06,0.3945,3.072
14.08,0.405,3.072
14.1,0.4125,3.072
14.12,0.408,3.072
14.14,0.4305,3.072
14.16,0.441,3.072
14.18,0.4515,3.072
14.2,0.459,3.072
14.22,0.474,3.072
14.24,0.4875,3.072
14.26,0.5025,3.072
14.28,0.522,3.072
14.3,0.5385,3.072
14.32,0.555,3.072
14.34,0.5745,3.072
14.36,0.5925,3.072
14.38,0.588,3.072
14.4,0.588,3.072
14.42,0.585,3.072
14.44,0.5835,3.072
14.46,0.582,3.072
14.48,0.582,3.072
14.5,0.585,3.072
14.52,0.585,3.072
14.54,0.5835,3.072
14.56,0.585,3.072
14.58,0.5835,3.072
14.6,0.5835,3.072
14.62,0.5835,3.072
14.64,0.585,3.072
14.66,0.585,3.072
14.68,0.5865,3.072
14.7,0.5835,3.072
14.72,0.5895,3.072
14.74,0.5835,3.072
14.76,0.5925,3.072
14.78,0.5835,3.072
14.8,0.588,3.072
14.82,0.585,3.072
14.84,0.5865,3.072
14.86,0.585,3.072
14.88,0.5865,3.072
14.9,0.5865,3.072
14.92,0.591,3.072
14.94,0.585,3.072
14.96,0.5835,3.072
14.98,0.5835,3.072
15,0.5835,3.072
15.02,0.582,3.072
15.04,0.582,3.072
15.06,0.5805,3.072
15.08,0.5835,3.072
15.1,0.5805,3.072
15.12,0.5835,3.072
15.14,0.582,3.072
15.16,0.585,3.072
15.18,0.5835,3.072
15.2,0.579,3.072
15.22,0.582,3.072
15.24,0.582,3.072
15.26,0.5355,3.072
15.28,0.576,3.072
15.3,0.582,3.072
15.32,0.579,3.072
15.34,0.582,3.072
15.36,0.5835,3.072
15.38,0.5835,3.072
15.4,0.5805,3.072
15.42,0.582,3.072
15.44,0.5835,3.072
15.46,0.585,3.072
15.48,0.585,3.072
15.5,0.5775,3.072
