Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
5.34,0.033,1.0035
5.36,0.0285,1.008
5.38,0.033,1.014
5.4,0.0285,1.0185
5.42,0.0285,1.023
5.44,0.03,1.0275
5.46,0.0255,1.0335
5.48,0.03,1.038
5.5,0.027,1.0425
5.52,0.0255,1.0485
5.54,0.0285,1.053
5.56,0.024,1.059
5.58,0.0285,1.0635
5.6,0.0285,1.068
5.62,0.027,1.0725
5.64,0.03,1.0785
5.66,0.0285,1.083
5.68,0.0315,1.0875
5.7,0.0345,1.092
5.72,0.033,1.098
5.74,0.0375,1.1025
5.76,0.036,1.107
5.78,0.039,1.113
5.8,0.0435,1.1175
5.82,0.042,1.122
5.84,0.048,1.128
5.86,0.0495,1.1325
5.88,0.0525,1.137
5.9,0.0585,1.143
5.92,0.057,1.1475
5.94,0.0645,1.152
5.96,0.0675,1.1565
5.98,0.0705,1.161
6,0.078,1.167
6.02,0.0795,1.173
6.04,0.0855,1.1775
6.06,0.0945,1.1835
6.08,0.0975,1.188
6.1,0.108,1.1925
6.12,0.1125,1.197
6.14,0.123,1.203
6.16,0.132,1.206
6.18,0.1395,1.212
6.2,0.1515,1.2165
6.22,0.162,1.221
6.24,0.1695,1.227
6.26,0.186,1.233
6.28,0.1965,1.2375
6.3,0.207,1.2435
6.32,0.222,1.248
6.34,0.231,1.2525
6.36,0.2505,1.257
6.38,0.261,1.2615
6.4,0.2745,1.2675
6.42,0.2925,1.2705
6.44,0.303,1.2765
6.46,0.324,1.281
6.48,0.339,1.287
6.5,0.3525,1.2915
6.52,0.3735,1.2975
6.54,0.3855,1.302
6.56,0.4065,1.3065
6.58,0.423,1.311
6.6,0.4365,1.317
6.62,0.4545,1.3215
6.64,0.465,1.326
6.66,0.48,1.3305
6.68,0.489,1.3365
6.7,0.4965,1.341
6.72,0.5025,1.347
6.74,0.5025,1.3515
6.76,0.4995,1.3575
6.78,0.4935,1.362
6.8,0.48,1.3665
6.82,0.4665,1.371
6.84,0.4485,1.377
6.86,0.423,1.38
6.88,0.402,1.386
6.9,0.3765,1.392
6.92,0.3495,1.3965
6.94,0.327,1.4025
6.96,0.2985,1.4055
6.98,0.279,1.4115
7,0.2565,1.416
7.02,0.237,1.4205
7.04,0.2175,1.4265
7.06,0.1965,1.431
7.08,0.18,1.4355
7.1,0.162,1.4415
7.12,0.144,1.446
7.14,0.129,1.452
7.16,0.114,1.4565
7.18,0.1005,1.4595
7.2,0.09,1.4655
7.22,0.081,1.47
7.24,0.0735,1.4745
7.26,0.069,1.4805
7.28,0.0615,1.485
7.3,0.0585,1.491
7.32,0.0525,1.497
7.34,0.0525,1.5015
7.36,0.048,1.506
7.38,0.0465,1.5105
7.4,0.045,1.515
7.42,0.042,1.521
7.44,0.042,1.5255
7.46,0.0405,1.53
7.48,0.0405,1.536
7.5,0.0405,1.5405
7.52,0.0405,1.545
7.54,0.042,1.551
7.56,0.042,1.5555
7.58,0.0435,1.56
7.6,0.0465,1.5645
7.62,0.0465,1.569
7.64,0.048,1.575
7.66,0.051,1.581
7.68,0.051,1.5855
7.7,0.0555,1.5915
7.72,0.0585,1.5945
7.74,0.0615,1.6005
7.76,0.0675,1.605
7.78,0.0705,1.6095
7.8,0.0765,1.6155
7.82,0.081,1.62
7.84,0.0855,1.626
7.86,0.0945,1.6305
7.88,0.1005,1.635
7.9,0.1095,1.6395
7.92,0.117,1.6455
7.94,0.126,1.65
7.96,0.1365,1.6545
7.98,0.1455,1.6605
8,0.159,1.665
8.02,0.1695,1.6695
8.04,0.189,1.6755
8.06,0.1995,1.68
8.08,0.2115,1.686
8.1,0.2265,1.689
8.12,0.243,1.695
8.14,0.2595,1.6995
8.16,0.2745,1.7055
8.18,0.2895,1.71
8.2,0.3075,1.7145
8.22,0.327,1.7205
8.24,0.333,1.725
8.26,0.456,1.7295
8.28,0.5805,1.734
8.3,0.3045,1.7385
8.32,0.42,1.7445
8.34,0.4455,1.749
8.36,0.471,1.755
8.38,0.4875,1.7595
8.4,0.5145,1.764
8.42,0.537,1.77
8.44,0.561,1.7745
8.46,0.585,1.779
8.48,0.6075,1.785
8.5,0.63,1.7895
8.52,0.6525,1.794
8.54,0.6795,1.8
8.56,0.696,1.8045
8.58,0.7155,1.809
8.6,0.7335,1.8135
8.62,0.75,1.8195
8.64,0.765,1.824
8.66,0.7725,1.83
8.68,0.7815,1.8345
8.7,0.783,1.839
8.72,0.7815,1.845
8.74,0.78,1.8495
8.76,0.768,1.854
8.78,0.7575,1.8585
8.8,0.741,1.8645
8.82,0.7185,1.869
8.84,0.699,1.875
8.86,0.675,1.8795
8.88,0.651,1.884
8.9,0.63,1.8885
8.92,0.603,1.893
8.94,0.5775,1.8975
8.96,0.552,1.905
8.98,0.525,1.9095
9,0.501,1.9155
9.02,0.4725,1.92
9.04,0.4425,1.923
9.06,0.411,1.929
9.08,0.3795,1.9335
9.1,0.351,1.9395
9.12,0.3225,1.944
9.14,0.2925,1.95
9.16,0.2685,1.9545
9.18,0.2445,1.959
9.2,0.228,1.9635
9.22,0.207,1.968
9.24,0.189,1.974
9.26,0.177,1.9785
9.28,0.1605,1.9845
9.3,0.147,1.989
9.32,0.1245,1.9935
9.34,0.066,1.9995
9.36,-0.033,2.004
9.38,0.6225,2.0085
9.4,0.1065,2.0145
9.42,0.0975,2.019
9.44,0.0945,2.0235
9.46,0.0915,2.0295
9.48,0.09,2.034
9.5,0.0885,2.0385
9.52,0.087,2.043
9.54,0.087,2.0475
9.56,0.087,2.0535
9.58,0.0885,2.0595
9.6,0.0885,2.064
9.62,0.09,2.0685
9.64,0.093,2.0745
9.66,0.096,2.0775
9.68,0.099,2.0835
9.7,0.102,2.088
9.72,0.108,2.0925
9.74,0.114,2.0985
9.76,0.1215,2.103
9.78,0.129,2.109
9.8,0.1365,2.115
9.82,0.1455,2.118
9.84,0.153,2.1225
9.86,0.1635,2.127
9.88,0.174,2.133
9.9,0.1845,2.139
9.92,0.198,2.1435
9.94,0.21,2.1495
9.96,0.225,2.154
9.98,0.243,2.1585
10,0.255,2.163
10.02,0.276,2.1675
10.04,0.291,2.1735
10.06,0.309,2.178
10.08,0.3255,2.1825
10.1,0.345,2.1885
10.12,0.366,2.193
10.14,0.387,2.1975
10.16,0.408,2.2035
10.18,0.4305,2.208
10.2,0.4485,2.2125
10.22,0.471,2.2185
10.24,0.4935,2.223
10.26,0.5175,2.229
10.28,0.543,2.2335
10.3,0.57,2.238
10.32,0.594,2.2425
10.34,0.621,2.247
10.36,0.645,2.253
10.38,0.6735,2.259
10.4,0.7005,2.2635
10.42,0.726,2.268
10.44,0.7545,2.2725
10.46,0.78,2.277
10.48,0.8085,2.2815
10.5,0.834,2.286
10.52,0.8595,2.292
10.54,0.8835,2.298
10.56,0.9045,2.304
10.58,0.9255,2.3085
10.6,0.9435,2.313
10.62,0.9585,2.3175
10.64,0.9735,2.322
10.66,0.981,2.3265
10.68,0.9885,2.3325
10.7,0.99,2.337
10.72,0.99,2.343
10.74,0.99,2.3475
10.76,0.9825,2.352
10.78,0.9735,2.3565
10.8,0.966,2.3625
10.82,0.951,2.367
10.84,0.9375,2.3715
10.86,0.9225,2.3775
10.88,0.9045,2.3835
10.9,0.8865,2.388
10.92,0.864,2.3925
10.94,0.8415,2.397
10.96,0.816,2.4015
10.98,0.786,2.4075
11,0.759,2.412
11.02,0.726,2.4165
11.04,0.693,2.4225
11.06,0.66,2.427
11.08,0.627,2.4315
11.1,0.5985,2.436
11.12,0.5685,2.442
11.14,0.54,2.4465
11.16,0.5145,2.4525
11.18,0.4875,2.457
11.2,0.4635,2.463
11.22,0.4395,2.4675
11.24,0.4155,2.472
11.26,0.3915,2.4765
11.28,0.369,2.481
11.3,0.3465,2.487
11.32,0.3285,2.4915
11.34,0.309,2.4975
11.36,0.291,2.502
11.38,0.2775,2.5065
11.4,0.261,2.511
11.42,0.252,2.5155
11.44,0.2415,2.5215
11.46,0.2325,2.526
11.48,0.2265,2.532
11.5,0.2175,2.5365
11.52,0.2115,2.5425
11.54,0.207,2.547
11.56,0.201,2.5515
11.58,0.1995,2.556
11.6,0.198,2.562
11.62,0.1965,2.5665
11.64,0.198,2.571
11.66,0.198,2.577
11.68,0.2025,2.5815
11.7,0.204,2.586
11.72,0.2085,2.592
11.74,0.213,2.595
11.76,0.2175,2.601
11.78,0.2235,2.6055
11.8,0.2295,2.6115
11.82,0.2355,2.6175
11.84,0.246,2.622
11.86,0.2535,2.6265
11.88,0.2655,2.631
11.9,0.2775,2.6355
11.92,0.288,2.6415
11.94,0.3045,2.646
11.96,0.3165,2.6505
11.98,0.33,2.6565
12,0.3465,2.661
12.02,0.3615,2.6655
12.04,0.381,2.6715
12.06,0.399,2.6745
12.08,0.4155,2.6805
12.1,0.429,2.6865
12.12,0.459,2.6925
12.14,0.4785,2.697
12.16,0.5025,2.7015
12.18,0.5265,2.706
12.2,0.549,2.7105
12.22,0.5715,2.7165
12.24,0.5955,2.721
12.26,0.621,2.7255
12.28,0.6465,2.7315
12.3,0.6735,2.736
12.32,0.699,2.7405
12.34,0.726,2.7465
12.36,0.7545,2.751
12.38,0.7815,2.7555
12.4,0.8085,2.76
12.42,0.837,2.766
12.44,0.8655,2.772
12.46,0.8925,2.7765
12.48,0.9195,2.781
12.5,0.9465,2.7855
12.52,0.972,2.79
12.54,0.9945,2.796
12.56,1.0155,2.8005
12.58,1.035,2.8065
12.6,1.0515,2.811
12.62,1.068,2.8155
12.64,1.083,2.82
12.66,1.098,2.8245
12.68,1.1055,2.8305
12.7,1.1145,2.835
12.72,1.1205,2.841
12.74,1.125,2.8455
12.76,1.197,2.8515
12.78,1.14,2.856
12.8,1.128,2.8605
12.82,1.1235,2.865
12.84,1.116,2.871
12.86,1.1085,2.8755
12.88,1.095,2.8815
12.9,1.08,2.886
12.92,1.065,2.8905
12.94,1.044,2.895
12.96,1.0245,2.8995
12.98,1.002,2.9055
13,0.978,2.9115
13.02,0.954,2.916
13.04,0.93,2.922
13.06,0.906,2.9265
13.08,0.882,2.9295
13.1,0.8565,2.9355
13.12,0.834,2.94
13.14,0.8085,2.946
13.16,0.7815,2.9505
13.18,0.7575,2.955
13.2,0.7305,2.9595
13.22,0.7065,2.964
13.24,0.6795,2.97
13.26,0.654,2.9745
13.28,0.63,2.9805
13.3,0.606,2.985
13.32,0.588,2.9895
13.34,0.5685,2.9955
13.36,0.5505,3
13.38,0.5325,3.0045
13.4,0.4875,3.0105
13.42,0.498,3.015
13.44,0.489,3.021
13.46,0.4725,3.0255
13.48,0.459,3.03
13.5,0.4455,3.0345
13.52,0.4335,3.039
13.54,0.426,3.0465
13.56,0.4155,3.0495
13.58,0.4065,3.0555
13.6,0.4035,3.06
13.62,0.396,3.0645
13.64,0.393,3.0705
13.66,0.39,3.072
13.68,0.384,3.072
13.7,0.384,3.072
13.72,0.3825,3.072
13.74,0.3825,3.072
13.76,0.378,3.072
13.78,0.3795,3.072
13.8,0.384,3.072
13.82,0.384,3.072
13.84,0.3915,3.072
13.86,0.399,3.072
13.88,0.4035,3.072
13.9,0.4155,3.072
13.92,0.423,3.072
13.94,0.4305,3.072
13.96,0.441,3.072
13.98,0.45,3.072
14,0.4635,3.072
14.02,0.477,3.072
14.04,0.486,3.072
14.06,0.507,3.072
14.08,0.5175,3.072
14.1,0.5355,3.072
14.12,0.555,3.072
14.14,0.5715,3.072
14.16,0.5955,3.072
14.18,0.5895,3.072
14.2,0.588,3.072
14.22,0.588,3.072
14.24,0.585,3.072
14.26,0.588,3.072
14.28,0.5865,3.072
14.3,0.585,3.072
14.32,0.588,3.072
14.34,0.5835,3.072
14.36,0.5835,3.072
14.38,0.5835,3.072
14.4,0.582,3.072
14.42,0.5865,3.072
14.44,0.555,3.072
14.46,0.582,3.072
14.48,0.585,3.072
14.5,0.582,3.072
14.52,0.582,3.072
14.54,0.582,3.072
14.56,0.5805,3.072
14.58,0.582,3.072
14.6,0.6045,3.072
14.62,0.6015,3.072
14.64,0.5805,3.072
14.66,0.5865,3.072
14.68,0.579,3.072
14.7,0.585,3.072
14.72,0.5805,3.072
14.74,0.5805,3.072
14.76,0.5835,3.072
14.78,0.576,3.072
14.8,0.5745,3.072
14.82,0.585,3.072
14.84,0.5715,3.072
14.86,0.579,3.072
14.88,0.5715,3.072
14.9,0.576,3.072
14.92,0.579,3.072
14.94,0.576,3.072
14.96,0.573,3.072
14.98,0.5805,3.072
15,0.576,3.072
15.02,0.5835,3.072
15.04,0.582,3.072
15.06,0.5805,3.072
15.08,0.5805,3.072
15.1,0.579,3.072
15.12,0.579,3.072
15.14,0.5775,3.072
15.16,0.5745,3.072
15.18,0.5805,3.072
15.2,0.573,3.072
15.22,0.5775,3.072
15.24,0.576,3.072
15.26,0.5745,3.072
15.28,0.5805,3.072
15.3,0.576,3.072
15.32,0.576,3.072
15.34,0.582,3.072
15.36,0.576,3.072
15.38,0.579,3.072
15.4,0.576,3.072
15.42,0.576,3.072
15.44,0.5805,3.072
15.46,0.5745,3.072
15.48,0.576,3.072
15.5,0.5775,3.072
15.52,0.57,3.072
15.54,0.5775,3.072
15.56,0.573,3.072
15.58,0.573,3.072
15.6,0.5775,3.072
15.62,0.5715,3.072
15.64,0.5775,3.072
15.66,0.573,3.072
15.68,0.573,3.072
15.7,0.5775,3.072
15.72,0.573,3.072
15.74,0.576,3.072
15.76,0.576,3.072
15.78,0.5745,3.072
15.8,0.576,3.072
15.82,0.573,3.072
15.84,0.573,3.072
15.86,0.5745,3.072
15.88,0.5715,3.072
15.9,0.573,3.072
15.92,0.5715,3.072
15.94,0.57,3.072
15.96,0.5715,3.072
15.98,0.567,3.072
16,0.567,3.072
16.02,0.5685,3.072
16.04,0.5655,3.072
16.06,0.57,3.072
16.08,0.5685,3.072
16.1,0.564,3.072
16.12,0.5355,3.072
16.14,-0.048,0.009
16.16,-0.0405,0.009
16.18,-0.0375,0.0075
16.2,-0.033,0.0075
16.22,-0.03,0.0075
16.24,-0.03,0.0075
16.26,-0.0255,0.0075
16.28,-0.0255,0.009
16.3,-0.024,0.0075
16.32,-0.021,0.009
16.34,-0.021,0.0075
16.36,-0.018,0.0075
16.38,-0.0195,0.0075
16.4,-0.018,0.009
16.42,-0.015,0.009
16.44,-0.0165,0.009
