Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
3.1,0.34,0.0105
3.12,0.345,0.009
3.14,0.355,0.009
3.16,0.36,0.009
3.18,0.365,0.012
3.2,0.37,0.009
3.22,0.38,0.0075
3.24,0.385,0.009
3.26,0.39,0.0075
3.28,0.395,0.0075
3.3,0.405,0.0075
3.32,0.41,0.0075
3.34,0.415,0.006
3.36,0.42,0.0075
3.38,0.425,0.006
3.4,0.43,0.0075
3.42,0.44,0.0075
3.44,0.445,0.0075
3.46,0.45,0.0075
3.48,0.455,0.009
3.5,0.46,0.009
3.52,0.47,0.0075
3.54,0.475,0.0105
3.56,0.48,0.0105
3.58,0.485,0.012
3.6,0.49,0.0135
3.62,0.495,0.0135
3.64,0.5,0.0135
3.66,0.51,0.0165
3.68,0.515,0.018
3.7,0.52,0.0195
3.72,0.525,0.0195
3.74,0.53,0.0225
3.76,0.54,0.024
3.78,0.545,0.0255
3.8,0.55,0.0285
3.82,0.555,0.0315
3.84,0.56,0.033
3.86,0.57,0.036
3.88,0.575,0.0405
3.9,0.58,0.0435
3.92,0.585,0.0465
3.94,0.59,0.051
3.96,0.595,0.054
3.98,0.605,0.06
4,0.61,0.0645
4.02,0.615,0.069
4.04,0.62,0.075
4.06,0.625,0.081
4.08,0.635,0.087
4.1,0.64,0.093
4.12,0.645,0.1005
4.14,0.65,0.1095
4.16,0.655,0.1155
4.18,0.665,0.1245
4.2,0.665,0.1335
4.22,0.675,0.144
4.24,0.68,0.153
4.26,0.685,0.1635
4.28,0.69,0.171
4.3,0.695,0.177
4.32,0.7,0.195
4.34,0.71,0.2085
4.36,0.715,0.219
4.38,0.72,0.234
4.4,0.725,0.246
4.42,0.73,0.261
4.44,0.74,0.2715
4.46,0.745,0.2865
4.48,0.75,0.297
4.5,0.755,0.309
4.52,0.76,0.3165
4.54,0.765,0.327
4.56,0.775,0.3345
4.58,0.78,0.3375
4.6,0.785,0.342
4.62,0.79,0.333
4.64,0.795,-0.066
4.66,0.8,0.2625
4.68,0.805,0.294
4.7,0.81,0.2685
4.72,0.82,0.2595
4.74,0.825,0.24
4.76,0.83,0.2205
4.78,0.835,0.1995
4.8,0.84,0.18
4.82,0.85,0.165
4.84,0.855,0.1515
4.86,0.86,0.1395
4.88,0.865,0.129
4.9,0.87,0.117
4.92,0.875,0.1095
4.94,0.88,0.099
4.96,0.89,0.0945
4.98,0.895,0.09
5,0.9,0.084
5.02,0.905,0.078
5.04,0.91,0.075
5.06,0.92,0.072
5.08,0.925,0.069
5.1,0.93,0.0705
5.12,0.935,0.0735
5.14,0.94,0.063
5.16,0.95,0.06
5.18,0.955,0.06
5.2,0.96,0.0585
5.22,0.965,0.057
5.24,0.97,0.06
5.26,0.975,0.06
5.28,0.98,0.063
5.3,0.985,0.054
5.32,0.99,0.066
5.34,1,0.072
5.36,1.005,0.075
5.38,1.01,0.084
5.4,1.015,0.087
5.42,1.02,0.093
5.44,1.025,0.099
5.46,1.035,0.108
5.48,1.04,0.1155
5.5,1.045,0.126
5.52,1.05,0.135
5.54,1.055,0.1455
5.56,1.065,0.1575
5.58,1.07,0.165
5.6,1.075,0.183
5.62,1.08,0.204
5.64,1.085,0.213
5.66,1.095,0.231
5.68,1.1,0.246
5.7,1.105,0.267
5.72,1.11,0.264
5.74,1.115,0.291
5.76,1.12,0.324
5.78,1.125,0.345
5.8,1.13,0.369
5.82,1.135,0.393
5.84,1.14,0.417
5.86,1.15,0.441
5.88,1.155,0.468
5.9,1.16,0.4935
5.92,1.165,0.522
5.94,1.17,0.549
5.96,1.175,0.5775
5.98,1.185,0.6075
6,1.19,0.6375
6.02,1.195,0.669
6.04,1.2,0.699
6.06,1.205,0.7335
6.08,1.215,0.768
6.1,1.22,0.7935
6.12,1.225,0.822
6.14,1.23,0.852
6.16,1.235,0.8775
6.18,1.24,0.8955
6.2,1.25,0.93
6.22,1.255,0.9225
6.24,1.26,0.921
6.26,1.265,0.915
6.28,1.27,0.9
6.3,1.275,0.8715
6.32,1.28,0.8355
6.34,1.285,0.792
6.36,1.295,0.741
6.38,1.3,0.687
6.4,1.305,0.6285
6.42,1.31,0.5865
6.44,1.315,0.519
6.46,1.32,0.4695
6.48,1.33,0.4245
6.5,1.335,0.381
6.52,1.34,0.3435
6.54,1.345,0.309
6.56,1.35,0.2775
6.58,1.355,0.252
6.6,1.36,0.2265
6.62,1.37,0.207
6.64,1.375,0.186
6.66,1.38,0.168
6.68,1.385,0.153
6.7,1.395,0.1395
6.72,1.4,0.1275
6.74,1.405,0.117
6.76,1.41,0.1095
6.78,1.415,0.102
6.8,1.42,0.096
6.82,1.43,0.093
6.84,1.435,0.087
6.86,1.44,0.087
6.88,1.445,0.0855
6.9,1.45,0.087
6.92,1.455,0.0885
6.94,1.46,0.093
6.96,1.465,0.0975
6.98,1.47,0.105
7,1.475,0.1125
7.02,1.485,0.123
7.04,1.49,0.132
7.06,1.495,0.1455
7.08,1.5,0.1515
7.1,1.505,0.174
7.12,1.515,0.168
7.14,1.52,0.207
7.16,1.525,0.228
7.18,1.53,0.249
7.2,1.535,0.273
7.22,1.545,0.2955
7.24,1.55,0.321
7.26,1.55,0.3465
7.28,1.56,0.3765
7.3,1.565,0.405
7.32,1.57,0.4365
7.34,1.575,0.4695
7.36,1.58,0.504
7.38,1.585,0.5385
7.4,1.595,0.576
7.42,1.6,0.6015
7.44,1.605,0.639
7.46,1.61,0.8295
7.48,1.615,0.7005
7.5,1.62,0.807
7.52,1.625,0.972
7.54,1.635,0.4815
7.56,1.635,1.014
7.58,1.645,0.9735
7.6,1.65,0.984
7.62,1.655,1.0755
7.64,1.66,1.1325
7.66,1.67,1.1835
7.68,1.675,1.242
7.7,1.68,1.296
7.72,1.685,1.3455
7.74,1.69,1.3935
7.76,1.695,1.455
7.78,1.7,1.512
7.8,1.71,1.563
7.82,1.715,1.614
7.84,1.72,1.656
7.86,1.725,1.6905
7.88,1.73,1.7085
7.9,1.735,1.722
7.92,1.74,1.731
7.94,1.745,1.719
7.96,1.755,1.698
7.98,1.76,1.665
8,1.765,1.6125
8.02,1.77,1.5465
8.04,1.775,1.464
8.06,1.78,1.3815
8.08,1.785,1.296
8.1,1.79,1.2105
8.12,1.795,1.1205
8.14,1.805,1.0455
8.16,1.81,0.96
8.18,1.815,0.8805
8.2,1.82,0.8085
8.22,1.825,0.7845
8.24,1.835,0.615
8.26,1.84,1.386
8.28,1.845,0.6315
8.3,1.85,0.537
8.32,1.855,0.483
8.34,1.86,0.4425
8.36,1.865,0.4035
8.38,1.875,0.3675
8.4,1.88,0.333
8.42,1.885,0.312
8.44,1.89,0.2925
8.46,1.895,0.273
8.48,1.9,0.2535
8.5,1.905,0.2415
8.52,1.915,0.231
8.54,1.92,0.2175
8.56,1.925,0.216
8.58,1.93,0.216
8.6,1.935,0.219
8.62,1.94,0.2205
8.64,1.945,0.2205
8.66,1.955,0.2325
8.68,1.96,0.2415
8.7,1.965,0.2535
8.72,1.97,0.27
8.74,1.975,0.291
8.76,1.98,0.3105
8.78,1.99,0.327
8.8,1.995,0.3525
8.82,2,0.372
8.84,2.005,0.402
8.86,2.01,0.4335
8.88,2.015,0.4665
8.9,2.02,0.4995
8.92,2.03,0.5355
8.94,2.035,0.573
8.96,2.04,0.615
8.98,2.045,0.6555
9,2.05,0.705
9.02,2.055,0.7485
9.04,2.065,0.795
9.06,2.065,0.8445
9.08,2.075,0.9
9.1,2.08,0.954
9.12,2.085,1.008
9.14,2.09,1.077
9.16,2.095,1.1295
9.18,2.1,1.1955
9.2,2.11,1.2585
9.22,2.11,1.3275
9.24,2.12,1.395
9.26,2.125,1.4655
9.28,2.13,1.536
9.3,2.135,1.611
9.32,2.14,1.686
9.34,2.145,1.764
9.36,2.155,1.8405
9.38,2.16,1.9215
9.4,2.165,2.001
9.42,2.17,2.0805
9.44,2.175,2.16
9.46,2.18,2.238
9.48,2.185,2.3115
9.5,2.195,2.3835
9.52,2.2,2.448
9.54,2.205,2.505
9.56,2.21,2.553
9.58,2.215,2.589
9.6,2.225,2.613
9.62,2.23,2.5875
9.64,2.235,2.6025
9.66,2.24,2.5815
9.68,2.245,2.5395
9.7,2.25,2.481
9.72,2.255,2.409
9.74,2.26,2.3205
9.76,2.265,2.2275
9.78,2.27,2.124
9.8,2.275,2.0175
9.82,2.285,1.911
9.84,2.29,1.803
9.86,2.295,1.698
9.88,2.3,1.596
9.9,2.305,1.4955
9.92,2.31,1.515
9.94,2.32,1.308
9.96,2.325,1.2105
9.98,2.33,1.122
10,2.335,1.035
10.02,2.34,0.954
10.04,2.345,0.8775
10.06,2.35,0.804
10.08,2.355,0.7395
10.1,2.365,0.681
10.12,2.37,0.6285
10.14,2.375,0.5805
10.16,2.38,0.5355
10.18,2.385,0.501
10.2,2.39,0.4695
10.22,2.4,0.4395
10.24,2.405,0.414
10.26,2.41,0.396
10.28,2.415,0.375
10.3,2.42,0.369
10.32,2.425,0.366
10.34,2.43,0.366
10.36,2.435,0.366
10.38,2.44,0.3705
10.4,2.45,0.381
10.42,2.45,0.393
10.44,2.46,0.408
10.46,2.465,0.4275
10.48,2.47,0.4485
10.5,2.475,0.474
10.52,2.485,0.5025
10.54,2.49,0.534
10.56,2.495,0.57
10.58,2.5,0.6075
10.6,2.505,0.6495
10.62,2.51,0.6945
10.64,2.515,0.741
10.66,2.52,0.792
10.68,2.53,0.846
10.7,2.535,0.903
10.72,2.54,0.963
10.74,2.545,1.023
10.76,2.55,1.0905
10.78,2.555,1.1565
10.8,2.565,1.233
10.82,2.565,1.3005
10.84,2.575,1.3815
10.86,2.58,1.458
10.88,2.585,1.5405
10.9,2.59,1.614
10.92,2.595,1.7145
10.94,2.6,1.8045
10.96,2.605,1.899
10.98,2.615,1.998
11,2.62,2.0925
11.02,2.625,2.193
11.04,2.63,2.295
11.06,2.635,2.4
11.08,2.64,2.505
11.1,2.645,2.6115
11.12,2.65,2.718
11.14,2.66,2.826
11.16,2.665,2.931
11.18,2.67,3.033
11.2,2.675,3.072
11.22,2.68,3.072
11.24,2.685,3.072
11.26,2.695,3.072
11.28,2.695,3.072
11.3,2.705,3.072
11.32,2.71,3.072
11.34,2.715,3.072
11.36,2.72,3.072
11.38,2.725,3.072
11.4,2.73,3.072
11.42,2.735,3.072
11.44,2.74,3.072
11.46,2.75,3.072
11.48,2.755,3.072
11.5,2.76,3.072
11.52,2.765,3.0315
11.54,2.77,2.922
11.56,2.78,2.8125
11.58,2.785,2.6985
11.6,2.785,2.58
11.62,2.79,2.46
11.64,2.8,2.34
11.66,2.805,2.2185
11.68,2.81,2.0955
11.7,2.815,1.971
11.72,2.82,1.8345
11.74,2.83,1.737
11.76,2.835,1.6155
11.78,2.84,1.5225
11.8,2.845,1.4235
11.82,2.85,1.3335
11.84,2.855,1.248
11.86,2.86,1.17
11.88,2.87,1.098
11.9,2.875,1.0305
11.92,2.875,0.969
11.94,2.885,0.915
11.96,2.89,0.8655
11.98,2.895,0.834
12,2.9,0.7875
12.02,2.905,0.756
12.04,2.91,0.732
12.06,2.915,0.714
12.08,2.925,0.702
12.1,2.93,0.693
12.12,2.935,0.6915
12.14,2.94,0.696
12.16,2.945,0.7035
12.18,2.95,0.7155
12.2,2.955,0.7395
12.22,2.965,0.756
12.24,2.97,0.7845
12.26,2.975,0.816
12.28,2.98,0.852
12.3,2.985,0.8925
12.32,2.99,0.936
12.34,3,0.987
12.36,3.005,1.0425
12.38,3.005,1.101
12.4,3.015,1.1625
12.42,3.02,1.2315
12.44,3.025,1.299
12.46,3.03,1.374
12.48,3.035,1.4535
12.5,3.045,1.536
12.52,3.05,1.6245
12.54,3.055,1.713
12.56,3.06,1.8075
12.58,3.065,1.911
12.6,3.07,2.0085
12.62,3.075,2.1135
12.64,3.08,2.2245
12.66,3.085,2.3325
12.68,3.09,2.451
12.7,3.1,2.568
12.72,3.105,2.691
12.74,3.11,2.814
12.76,3.115,2.9415
12.78,3.12,3.072
12.8,3.13,3.072
12.82,3.13,3.072
12.84,3.14,3.072
12.86,3.145,3.072
12.88,3.15,3.072
12.9,3.155,3.072
12.92,3.16,3.072
12.94,3.165,3.072
12.96,3.175,3.072
12.98,3.18,3.072
13,3.185,3.072
13.02,3.19,3.072
13.04,3.185,3.072
13.06,3.185,3.072
13.08,3.19,3.072
13.1,3.19,3.072
13.12,3.19,3.072
13.14,3.19,3.072
13.16,3.19,3.072
13.18,3.185,3.072
13.2,3.19,3.072
13.22,3.185,3.072
13.24,3.19,3.072
13.26,3.185,3.072
13.28,3.185,3.072
13.3,3.19,3.072
13.32,3.19,3.072
13.34,3.19,3.072
13.36,3.19,3.072
13.38,3.19,3.072
13.4,3.185,3.072
13.42,3.19,3.072
13.44,3.185,3.072
13.46,3.19,3.072
13.48,3.185,3.072
13.5,3.19,3.072
13.52,3.19,3.072
13.54,3.185,3.072
13.56,3.19,3.072
13.58,3.19,3.072
13.6,3.185,3.072
13.62,3.185,3.072
13.64,3.185,3.072
13.66,3.19,3.072
13.68,3.19,3.072
13.7,3.185,3.072
13.72,3.185,3.072
13.74,3.19,3.072
13.76,3.19,3.072
13.78,3.19,3.072
13.8,3.185,3.072
13.82,3.185,3.072
13.84,3.19,3.072
13.86,3.19,3.072
13.88,3.19,3.072
13.9,3.19,3.072
13.92,3.185,3.072
13.94,3.19,3.072
13.96,3.19,3.072
13.98,3.185,3.072
14,3.19,3.072
14.02,3.19,3.072
14.04,3.19,3.072
14.06,3.19,3.072
14.08,3.185,3.072
14.1,3.19,3.072
14.12,3.19,3.072
14.14,3.19,3.072
14.16,3.19,3.072
14.18,3.19,3.072
14.2,3.19,3.072
14.22,3.19,3.072
14.24,3.185,3.072
14.26,3.185,3.072
14.28,3.19,3.072
14.3,3.185,3.072
14.32,3.19,3.072
14.34,3.185,3.072
14.36,3.19,3.072
14.38,3.19,3.072
14.4,3.19,3.072
14.42,3.19,3.072
14.44,3.19,3.072
14.46,3.185,3.072
14.48,3.19,3.072
14.5,3.19,3.072
14.52,3.19,3.072
14.54,3.19,3.072
14.56,3.185,3.072
14.58,3.185,3.072
14.6,3.19,3.072
14.62,3.19,3.072
14.64,3.19,3.072
14.66,3.185,3.072
14.68,3.19,3.072
14.7,3.19,3.072
14.72,3.185,3.072
14.74,3.19,3.072
14.76,3.19,3.072
14.78,3.19,3.072
14.8,3.19,3.072
14.82,3.185,3.072
14.84,3.19,3.072
14.86,3.19,3.072
14.88,3.19,3.072
14.9,3.185,3.072
14.92,3.19,3.072
14.94,3.185,3.072
14.96,3.19,3.072
14.98,3.19,3.072
15,3.19,3.072
