Time t / s,Voltage U_A1 / V,Voltage U_B1 / V
7.28,0.12,1.58
7.3,0.13,1.58
7.32,0.13,1.59
7.34,0.135,1.595
7.36,0.14,1.6
7.38,0.145,1.6
7.4,0.16,1.605
7.42,0.165,1.61
7.44,0.185,1.615
7.46,0.19,1.62
7.48,0.215,1.625
7.5,0.23,1.63
7.52,0.25,1.635
7.54,0.265,1.64
7.56,0.295,1.645
7.58,0.315,1.65
7.6,0.34,1.655
7.62,0.365,1.66
7.64,0.39,1.665
7.66,0.42,1.67
7.68,0.45,1.68
7.7,0.485,1.68
7.72,0.515,1.685
7.74,0.55,1.69
7.76,0.62,1.695
7.78,0.63,1.7
7.8,0.66,1.705
7.82,0.705,1.715
7.84,0.74,1.715
7.86,0.785,1.72
7.88,0.82,1.725
7.9,0.87,1.735
7.92,0.915,1.735
7.94,0.965,1.74
7.96,1.01,1.745
7.98,1.06,1.75
8,1.11,1.76
8.02,1.155,1.76
8.04,1.21,1.765
8.06,1.265,1.77
8.08,1.32,1.775
8.1,1.375,1.78
8.12,1.435,1.785
8.14,1.485,1.795
8.16,1.55,1.795
8.18,1.605,1.8
8.2,1.665,1.805
8.22,1.72,1.815
8.24,1.78,1.815
8.26,1.83,1.82
8.28,1.89,1.825
8.3,1.935,1.835
8.32,1.99,1.835
8.34,2.03,1.845
8.36,2.07,1.85
8.38,2.095,1.85
8.4,2.12,1.86
8.42,2.135,1.86
8.44,2.14,1.87
8.46,2.135,1.875
8.48,2.125,1.88
8.5,2.11,1.885
8.52,2.08,1.885
8.54,2.06,1.895
8.56,2.02,1.895
8.58,1.985,1.905
8.6,1.94,1.905
8.62,1.895,1.91
8.64,1.845,1.92
8.66,1.795,1.925
8.68,1.735,1.925
8.7,1.68,1.93
8.72,1.61,1.94
8.74,1.55,1.94
8.76,1.47,1.95
8.78,1.395,1.95
8.8,1.265,1.96
8.82,0.895,1.965
8.84,1.26,1.97
8.86,1.935,1.975
8.88,1.495,1.975
8.9,0.99,1.98
8.92,0.925,1.99
8.94,0.86,1.995
8.96,0.815,1.995
8.98,0.765,2
9,0.725,2.01
9.02,0.68,2.01
9.04,0.645,2.02
9.06,0.595,2.025
9.08,0.57,2.03
9.1,0.535,2.035
9.12,0.51,2.04
9.14,0.49,2.04
9.16,0.465,2.05
9.18,0.455,2.055
9.2,0.44,2.06
9.22,0.43,2.065
9.24,0.42,2.07
9.26,0.415,2.075
9.28,0.4,2.08
9.3,0.4,2.085
9.32,0.395,2.085
9.34,0.4,2.09
9.36,0.405,2.1
9.38,0.41,2.105
9.4,0.415,2.105
9.42,0.43,2.11
9.44,0.445,2.12
9.46,0.46,2.12
9.48,0.475,2.125
9.5,0.49,2.13
9.52,0.505,2.14
9.54,0.525,2.145
9.56,0.545,2.15
9.58,0.57,2.155
9.6,0.595,2.155
9.62,0.62,2.165
9.64,0.65,2.17
9.66,0.68,2.175
9.68,0.715,2.18
9.7,0.75,2.185
9.72,0.795,2.19
9.74,0.825,2.19
9.76,0.875,2.2
9.78,0.91,2.205
9.8,0.955,2.21
9.82,0.995,2.215
9.84,1.045,2.22
9.86,1.1,2.225
9.88,1.145,2.23
9.9,1.2,2.235
9.92,1.25,2.24
9.94,1.31,2.245
9.96,1.36,2.245
9.98,1.425,2.25
10,1.48,2.255
10.02,1.55,2.265
10.04,1.605,2.265
10.06,1.675,2.275
10.08,1.725,2.28
10.1,1.795,2.285
10.12,1.865,2.29
10.14,1.93,2.295
10.16,1.99,2.3
10.18,2.055,2.3
10.2,2.12,2.31
10.22,2.185,2.315
10.24,2.25,2.32
10.26,2.305,2.325
10.28,2.37,2.325
10.3,2.41,2.335
10.32,2.465,2.34
10.34,2.505,2.345
10.36,2.555,2.35
10.38,2.58,2.355
10.4,2.615,2.355
10.42,2.625,2.365
10.44,2.645,2.37
10.46,2.655,2.375
10.48,2.665,2.38
10.5,2.665,2.385
10.52,2.66,2.39
10.54,2.655,2.395
10.56,2.625,2.4
10.58,2.61,2.405
10.6,2.58,2.405
10.62,2.56,2.41
10.64,2.515,2.42
10.66,2.48,2.42
10.68,2.415,2.43
10.7,2.365,2.43
10.72,2.305,2.44
10.74,2.25,2.44
10.76,2.185,2.45
10.78,2.12,2.455
10.8,2.045,2.455
10.82,1.985,2.465
10.84,1.925,2.465
10.86,1.86,2.475
10.88,1.805,2.48
10.9,1.745,2.485
10.92,1.69,2.49
10.94,1.63,2.495
10.96,1.575,2.5
10.98,1.52,2.505
11,1.465,2.51
11.02,1.415,2.515
11.04,1.365,2.52
11.06,1.31,2.525
11.08,1.275,2.53
11.1,1.235,2.535
11.12,1.21,2.54
11.14,1.175,2.545
11.16,1.15,2.55
11.18,1.12,2.555
11.2,1.095,2.56
11.22,1.065,2.565
11.24,1.05,2.565
11.26,1.03,2.57
11.28,1.015,2.575
11.3,1,2.58
11.32,0.98,2.59
11.34,0.975,2.59
11.36,0.97,2.6
11.38,0.97,2.6
11.4,0.965,2.605
11.42,0.965,2.615
11.44,0.96,2.615
11.46,0.965,2.625
11.48,0.965,2.625
11.5,0.97,2.635
11.52,0.98,2.635
11.54,0.99,2.64
11.56,1,2.65
11.58,1.015,2.65
11.6,1.03,2.66
11.62,1.06,2.665
11.64,1.085,2.665
11.66,1.115,2.675
11.68,1.14,2.68
11.7,1.165,2.685
11.72,1.195,2.69
11.74,1.23,2.695
11.76,1.27,2.7
11.78,1.305,2.705
11.8,1.35,2.71
11.82,1.385,2.715
11.84,1.435,2.72
11.86,1.485,2.725
11.88,1.54,2.73
11.9,1.59,2.735
11.92,1.64,2.735
11.94,1.69,2.74
11.96,1.745,2.745
11.98,1.8,2.755
12,1.865,2.755
12.02,1.925,2.76
12.04,1.99,2.765
12.06,2.045,2.77
12.08,2.105,2.775
12.1,2.175,2.785
12.12,2.245,2.785
12.14,2.32,2.79
12.16,2.375,2.8
12.18,2.445,2.805
12.2,2.5,2.805
12.22,2.57,2.81
12.24,2.625,2.815
12.26,2.695,2.825
12.28,2.74,2.825
12.3,2.8,2.835
12.32,2.845,2.84
12.34,2.895,2.845
12.36,2.94,2.85
12.38,2.99,2.85
12.4,3.025,2.86
12.42,3.06,2.86
12.44,3.09,2.87
12.46,3.115,2.875
12.48,3.145,2.88
12.5,3.16,2.885
12.52,3.175,2.89
12.54,3.175,2.895
12.56,3.185,2.895
12.58,3.175,2.9
12.6,3.175,2.91
12.62,3.15,2.915
12.64,3.145,2.915
12.66,3.12,2.92
12.68,3.095,2.93
12.7,3.055,2.93
12.72,3.025,2.94
12.74,2.995,2.945
12.76,2.96,2.95
12.78,2.92,2.955
12.8,2.875,2.96
12.82,2.835,2.965
12.84,2.79,2.97
12.86,2.755,2.97
12.88,2.705,2.98
12.9,2.66,2.985
12.92,2.61,2.985
12.94,2.565,2.995
12.96,2.505,3
12.98,2.465,3
13,2.415,3.01
13.02,2.375,3.015
13.04,2.325,3.02
13.06,2.3,3.025
13.08,2.245,3.025
13.1,2.21,3.035
13.12,2.175,3.04
13.14,2.135,3.045
13.16,2.1,3.05
13.18,2.065,3.05
13.2,2.035,3.055
13.22,2,3.06
13.24,1.975,3.065
13.26,1.945,3.075
13.28,1.92,3.08
13.3,1.895,3.085
13.32,1.875,3.085
13.34,1.85,3.095
13.36,1.84,3.095
13.38,1.82,3.105
13.4,1.805,3.105
13.42,1.79,3.11
13.44,1.775,3.12
13.46,1.765,3.12
13.48,1.755,3.13
13.5,1.75,3.135
13.52,1.74,3.14
13.54,1.74,3.14
13.56,1.745,3.145
13.58,1.75,3.155
13.6,1.75,3.155
13.62,1.765,3.165
13.64,1.77,3.17
13.66,1.78,3.175
13.68,1.795,3.18
13.7,1.81,3.185
13.72,1.82,3.19
13.74,1.845,3.19
13.76,1.87,3.2
13.78,1.9,3.2
13.8,1.925,3.21
13.82,1.92,3.205
13.84,1.915,3.205
13.86,1.915,3.205
13.88,1.92,3.205
13.9,1.915,3.205
13.92,1.92,3.205
13.94,1.92,3.205
13.96,1.915,3.205
13.98,1.92,3.21
14,1.92,3.205
14.02,1.915,3.205
14.04,1.92,3.21
14.06,1.92,3.205
14.08,1.92,3.205
14.1,1.915,3.205
14.12,1.92,3.205
14.14,1.915,3.205
14.16,1.92,3.205
14.18,1.92,3.205
14.2,1.92,3.205
14.22,1.915,3.205
14.24,1.92,3.205
14.26,1.915,3.205
14.28,1.92,3.205
14.3,1.92,3.205
14.32,1.915,3.21
14.34,1.915,3.205
14.36,1.915,3.205
14.38,1.92,3.205
14.4,1.915,3.205
14.42,1.92,3.205
14.44,1.915,3.205
14.46,1.92,3.205
14.48,1.915,3.205
14.5,1.92,3.205
14.52,1.915,3.205
14.54,1.92,3.205
14.56,1.915,3.205
14.58,1.92,3.205
14.6,1.91,3.205
14.62,1.92,3.205
14.64,1.915,3.205
14.66,1.955,3.21
14.68,1.925,3.205
14.7,1.915,3.205
14.72,1.92,3.205
14.74,1.91,3.205
14.76,1.92,3.205
14.78,1.915,3.205
14.8,1.92,3.205
14.82,1.92,3.205
14.84,1.92,3.205
14.86,1.915,3.205
14.88,1.92,3.205
14.9,1.915,3.205
14.92,1.92,3.205
14.94,1.915,3.21
14.96,1.92,3.205
14.98,1.92,3.205
15,1.92,3.205
